PERM2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
41,0.009753596,0.009425782,0.009108987,0.008802838,0.008506979,0.008221064,0.007944758,0.007677739,0.007419694,0.007170322,0.006929331,0.006696439,0.006471376,0.006253876,0.006043686,0.005840561,0.005644263,0.005454562,0.005271237,0.005094073,0.004922864,0.004757409,0.004597515,0.004442995,0.004293668,0.00414936,0.004009902,0.003875131,0.00374489,0.003619026,0.003497392,0.003379847,0.003266252,0.003156475,0.003050387,0.002947865,0.002848789,0.002753043,0.002660514,0.002571096,0.002484682,0.002401174,0.002320471,0.002242481,0.002167113,0.002094277,0.00202389,0.001955868,0.001890132,0.001826606,0.001765214,0.001705886,0.001648552,0.001593145,0.001539601,0.001487855,0.001437849,0.001389524,0.001342823,0.001297691,0.001254076,0.001211927,0.001171195,0.001131832,0.001093792,0.00105703,0.001021504,0.000987171,0.000953993,0.00092193,0.000890944,0.000861,0.000832062,0.000804097,0.000777072,0.000750955,0.000725716,0.000701325,0.000677753,0.000654974,0.000632961,0.000611688,0.000591129,0.000571262,0.000552062,0.000533507,0.000515576,0.000498248,0.000481502,0.000465319,0.00044968,0.000434566,0.000419961,0.000405846,0.000392206,0.000379024,0.000366285,0.000353975,0.000342078,0.000330581,0.00031947,0.000308733,0.000298356,0.000288329,0.000278638,0.000269273,0.000260223,0.000251477,0.000243025,0.000234857,0.000226964,0.000219336,0.000211964,0.00020484,0.000197955,0.000191302,0.000184873,0.000178659,0.000172654,0.000166852,0.000161244,0.000155825,0.000150587,0.000145526,0.000140635,0.000135908,0.000131341,0.000126926,0.00012266,0.000118538,0.000114554,0.000110704,0.000106983,0.000103387,9.99126E-05,9.65546E-05,9.33094E-05,9.01734E-05,8.71427E-05,8.42139E-05,8.13835E-05,7.86482E-05,7.60049E-05,7.34504E-05,7.09818E-05,6.85961E-05,6.62906E-05,6.40626E-05,6.19095E-05,5.98288E-05
42,0.010004194,0.009677052,0.009360608,0.009054511,0.008758424,0.008472019,0.00819498,0.007927,0.007667784,0.007417043,0.007174502,0.006939893,0.006712955,0.006493438,0.006281099,0.006075704,0.005877026,0.005684844,0.005498947,0.005319129,0.00514519,0.00497694,0.004814192,0.004656765,0.004504487,0.004357188,0.004214706,0.004076883,0.003943567,0.00381461,0.00368987,0.00356921,0.003452495,0.003339597,0.00323039,0.003124755,0.003022574,0.002923734,0.002828127,0.002735646,0.002646189,0.002559657,0.002475955,0.00239499,0.002316673,0.002240916,0.002167637,0.002096754,0.00202819,0.001961867,0.001897713,0.001835657,0.00177563,0.001717566,0.001661401,0.001607072,0.00155452,0.001503686,0.001454515,0.001406952,0.001360944,0.00131644,0.001273392,0.001231751,0.001191472,0.001152511,0.001114823,0.001078368,0.001043105,0.001008995,0.000976,0.000944084,0.000913212,0.00088335,0.000854464,0.000826522,0.000799495,0.000773351,0.000748062,0.0007236,0.000699938,0.00067705,0.00065491,0.000633494,0.000612778,0.00059274,0.000573357,0.000554608,0.000536472,0.000518929,0.00050196,0.000485546,0.000469668,0.00045431,0.000439454,0.000425083,0.000411183,0.000397737,0.000384731,0.00037215,0.00035998,0.000348209,0.000336822,0.000325808,0.000315154,0.000304848,0.00029488,0.000285237,0.000275909,0.000266887,0.00025816,0.000249718,0.000241552,0.000233653,0.000226012,0.000218622,0.000211473,0.000204557,0.000197868,0.000191398,0.000185139,0.000179085,0.000173229,0.000167564,0.000162085,0.000156784,0.000151658,0.000146698,0.000141901,0.000137261,0.000132772,0.000128431,0.000124231,0.000120169,0.000116239,0.000112438,0.000108761,0.000105205,0.000101764,9.84366E-05,9.52177E-05,9.2104E-05,8.90922E-05,8.61788E-05,8.33607E-05,8.06348E-05,7.7998E-05,7.54474E-05,7.29802E-05,7.05937E-05
43,0.010167315,0.009845494,0.00953386,0.00923209,0.008939871,0.008656902,0.00838289,0.008117551,0.00786061,0.007611802,0.00737087,0.007137564,0.006911642,0.006692871,0.006481025,0.006275885,0.006077238,0.005884878,0.005698607,0.005518232,0.005343566,0.005174429,0.005010646,0.004852046,0.004698467,0.004549749,0.004405738,0.004266286,0.004131247,0.004000483,0.003873858,0.003751241,0.003632505,0.003517527,0.003406188,0.003298374,0.003193972,0.003092875,0.002994978,0.00290018,0.002808382,0.002719489,0.002633411,0.002550057,0.002469341,0.002391181,0.002315494,0.002242203,0.002171231,0.002102507,0.002035957,0.001971514,0.001909111,0.001848683,0.001790167,0.001733504,0.001678634,0.001625501,0.00157405,0.001524228,0.001475982,0.001429264,0.001384024,0.001340216,0.001297795,0.001256716,0.001216938,0.001178419,0.001141119,0.001105,0.001070024,0.001036155,0.001003358,0.000971599,0.000940846,0.000911066,0.000882228,0.000854304,0.000827263,0.000801078,0.000775722,0.000751168,0.000727392,0.000704368,0.000682073,0.000660484,0.000639578,0.000619334,0.00059973,0.000580747,0.000562365,0.000544565,0.000527328,0.000510637,0.000494474,0.000478823,0.000463667,0.000448991,0.000434779,0.000421017,0.000407691,0.000394786,0.00038229,0.00037019,0.000358473,0.000347126,0.000336139,0.000325499,0.000315196,0.000305219,0.000295558,0.000286203,0.000277144,0.000268372,0.000259877,0.000251652,0.000243686,0.000235973,0.000228504,0.000221271,0.000214267,0.000207485,0.000200918,0.000194558,0.0001884,0.000182437,0.000176662,0.00017107,0.000165655,0.000160412,0.000155335,0.000150418,0.000145657,0.000141046,0.000136582,0.000132259,0.000128072,0.000124019,0.000120093,0.000116292,0.000112611,0.000109047,0.000105595,0.000102253,9.90161E-05,9.5882E-05,9.28471E-05,8.99082E-05,8.70624E-05,8.43067E-05
44,0.01024084,0.009929056,0.009626764,0.009333676,0.00904951,0.008773997,0.008506871,0.008247878,0.00799677,0.007753307,0.007517256,0.007288392,0.007066496,0.006851355,0.006642765,0.006440525,0.006244442,0.006054329,0.005870004,0.005691291,0.005518018,0.005350021,0.005187139,0.005029216,0.004876101,0.004727647,0.004583713,0.004444161,0.004308858,0.004177674,0.004050484,0.003927166,0.003807603,0.00369168,0.003579286,0.003470314,0.00336466,0.003262222,0.003162904,0.003066608,0.002973245,0.002882724,0.002794959,0.002709866,0.002627364,0.002547373,0.002469818,0.002394624,0.002321719,0.002251034,0.002182501,0.002116055,0.002051631,0.001989169,0.001928608,0.001869891,0.001812962,0.001757766,0.001704251,0.001652365,0.001602058,0.001553283,0.001505993,0.001460143,0.001415689,0.001372588,0.001330799,0.001290283,0.001251,0.001212913,0.001175986,0.001140183,0.00110547,0.001071813,0.001039182,0.001007544,0.000976869,0.000947128,0.000918293,0.000890335,0.000863229,0.000836948,0.000811467,0.000786761,0.000762808,0.000739584,0.000717068,0.000695236,0.00067407,0.000653548,0.00063365,0.000614359,0.000595654,0.00057752,0.000559937,0.00054289,0.000526361,0.000510336,0.000494799,0.000479735,0.000465129,0.000450968,0.000437238,0.000423926,0.00041102,0.000398506,0.000386374,0.000374611,0.000363206,0.000352148,0.000341426,0.000331032,0.000320953,0.000311182,0.000301708,0.000292522,0.000283616,0.000274982,0.00026661,0.000258493,0.000250623,0.000242993,0.000235595,0.000228422,0.000221468,0.000214725,0.000208188,0.000201849,0.000195704,0.000189746,0.000183969,0.000178368,0.000172938,0.000167673,0.000162568,0.000157618,0.00015282,0.000148167,0.000143656,0.000139282,0.000135042,0.000130931,0.000126944,0.000123079,0.000119332,0.000115699,0.000112177,0.000108762,0.00010545,0.00010224
45,0.010195404,0.009899074,0.009611356,0.009332001,0.009060766,0.008797414,0.008541716,0.00829345,0.0080524,0.007818357,0.007591115,0.007370479,0.007156255,0.006948258,0.006746306,0.006550224,0.006359841,0.006174992,0.005995515,0.005821255,0.00565206,0.005487782,0.005328279,0.005173412,0.005023047,0.004877051,0.004735299,0.004597667,0.004464036,0.004334288,0.004208312,0.004085997,0.003967237,0.003851929,0.003739972,0.003631269,0.003525726,0.003423251,0.003323754,0.003227148,0.003133351,0.00304228,0.002953856,0.002868002,0.002784643,0.002703707,0.002625124,0.002548824,0.002474742,0.002402814,0.002332976,0.002265167,0.00219933,0.002135406,0.002073341,0.002013079,0.001954568,0.001897759,0.0018426,0.001789045,0.001737046,0.001686559,0.001637539,0.001589944,0.001543732,0.001498863,0.001455298,0.001413,0.001371931,0.001332056,0.001293339,0.001255748,0.00121925,0.001183812,0.001149405,0.001115997,0.001083561,0.001052067,0.001021488,0.000991799,0.000962972,0.000934983,0.000907808,0.000881422,0.000855804,0.00083093,0.000806779,0.000783329,0.000760562,0.000738456,0.000716993,0.000696153,0.00067592,0.000656274,0.000637199,0.000618679,0.000600697,0.000583238,0.000566286,0.000549827,0.000533846,0.00051833,0.000503264,0.000488637,0.000474435,0.000460645,0.000447256,0.000434257,0.000421635,0.00040938,0.000397482,0.000385929,0.000374712,0.000363821,0.000353246,0.000342979,0.00033301,0.000323331,0.000313934,0.000304809,0.00029595,0.000287348,0.000278996,0.000270887,0.000263014,0.000255369,0.000247947,0.00024074,0.000233743,0.00022695,0.000220353,0.000213949,0.00020773,0.000201693,0.00019583,0.000190138,0.000184612,0.000179246,0.000174037,0.000168978,0.000164067,0.000159298,0.000154668,0.000150173,0.000145808,0.00014157,0.000137455,0.00013346,0.000129581,0.000125815
46,0.010037051,0.009760903,0.009492354,0.009231192,0.008977216,0.008730228,0.008490035,0.00825645,0.008029292,0.007808384,0.007593553,0.007384633,0.007181461,0.006983879,0.006791733,0.006604874,0.006423155,0.006246436,0.006074579,0.00590745,0.00574492,0.005586861,0.005433151,0.00528367,0.005138301,0.004996932,0.004859452,0.004725755,0.004595737,0.004469295,0.004346332,0.004226752,0.004110463,0.003997372,0.003887393,0.00378044,0.00367643,0.003575281,0.003476915,0.003381255,0.003288227,0.003197759,0.00310978,0.003024221,0.002941016,0.002860101,0.002781411,0.002704887,0.002630468,0.002558096,0.002487716,0.002419272,0.002352711,0.002287981,0.002225032,0.002163816,0.002104283,0.002046388,0.001990086,0.001935333,0.001882087,0.001830306,0.001779949,0.001730977,0.001683353,0.00163704,0.001592,0.0015482,0.001505604,0.001464181,0.001423897,0.001384722,0.001346624,0.001309575,0.001273545,0.001238506,0.001204431,0.001171294,0.001139068,0.001107729,0.001077253,0.001047614,0.001018792,0.000990762,0.000963503,0.000936994,0.000911215,0.000886145,0.000861765,0.000838055,0.000814998,0.000792575,0.000770769,0.000749563,0.00072894,0.000708885,0.000689382,0.000670415,0.00065197,0.000634033,0.000616589,0.000599624,0.000583127,0.000567084,0.000551482,0.000536309,0.000521553,0.000507204,0.000493249,0.000479679,0.000466481,0.000453647,0.000441166,0.000429028,0.000417225,0.000405746,0.000394582,0.000383726,0.000373169,0.000362902,0.000352918,0.000343208,0.000333765,0.000324582,0.000315652,0.000306968,0.000298522,0.000290309,0.000282322,0.000274554,0.000267001,0.000259655,0.000252511,0.000245564,0.000238807,0.000232237,0.000225848,0.000219634,0.000213591,0.000207715,0.000202,0.000196442,0.000191038,0.000185782,0.00018067,0.0001757,0.000170866,0.000166165,0.000161593,0.000157147
47,0.009792629,0.009539756,0.009293413,0.009053432,0.008819647,0.008591899,0.008370033,0.008153895,0.007943339,0.00773822,0.007538398,0.007343735,0.0071541,0.006969361,0.006789393,0.006614072,0.006443278,0.006276895,0.006114808,0.005956907,0.005803083,0.005653231,0.005507249,0.005365036,0.005226496,0.005091534,0.004960056,0.004831974,0.004707199,0.004585646,0.004467232,0.004351875,0.004239498,0.004130022,0.004023374,0.003919479,0.003818267,0.003719669,0.003623617,0.003530045,0.003438889,0.003350088,0.003263579,0.003179304,0.003097206,0.003017228,0.002939314,0.002863413,0.002789472,0.00271744,0.002647268,0.002578908,0.002512314,0.002447439,0.002384239,0.002322672,0.002262694,0.002204265,0.002147344,0.002091894,0.002037876,0.001985252,0.001933987,0.001884046,0.001835395,0.001788,0.001741829,0.00169685,0.001653033,0.001610347,0.001568763,0.001528253,0.00148879,0.001450345,0.001412893,0.001376408,0.001340865,0.001306241,0.00127251,0.00123965,0.001207639,0.001176454,0.001146075,0.00111648,0.00108765,0.001059563,0.001032203,0.001005548,0.000979582,0.000954287,0.000929644,0.000905638,0.000882252,0.00085947,0.000837276,0.000815655,0.000794593,0.000774074,0.000754086,0.000734613,0.000715643,0.000697163,0.000679161,0.000661623,0.000644538,0.000627894,0.00061168,0.000595885,0.000580497,0.000565507,0.000550904,0.000536679,0.00052282,0.000509319,0.000496167,0.000483355,0.000470873,0.000458714,0.000446869,0.000435329,0.000424088,0.000413137,0.000402469,0.000392076,0.000381951,0.000372088,0.00036248,0.00035312,0.000344001,0.000335118,0.000326464,0.000318034,0.000309822,0.000301821,0.000294027,0.000286435,0.000279038,0.000271833,0.000264813,0.000257975,0.000251313,0.000244824,0.000238502,0.000232343,0.000226343,0.000220498,0.000214804,0.000209258,0.000203854,0.00019859
48,0.009538827,0.009309024,0.009084756,0.008865892,0.008652301,0.008443855,0.008240431,0.008041907,0.007848167,0.007659094,0.007474575,0.007294503,0.007118768,0.006947267,0.006779898,0.006616561,0.006457159,0.006301597,0.006149783,0.006001626,0.005857039,0.005715935,0.00557823,0.005443843,0.005312693,0.005184703,0.005059796,0.004937899,0.004818938,0.004702843,0.004589545,0.004478977,0.004371072,0.004265767,0.004162999,0.004062706,0.00396483,0.003869312,0.003776095,0.003685124,0.003596344,0.003509703,0.003425149,0.003342633,0.003262104,0.003183516,0.00310682,0.003031973,0.002958928,0.002887644,0.002818076,0.002750185,0.002683929,0.00261927,0.002556168,0.002494586,0.002434488,0.002375838,0.002318601,0.002262743,0.00220823,0.002155031,0.002103113,0.002052446,0.002003,0.001954745,0.001907652,0.001861695,0.001816844,0.001773073,0.001730358,0.001688671,0.001647989,0.001608286,0.00156954,0.001531728,0.001494827,0.001458814,0.001423669,0.001389371,0.001355899,0.001323234,0.001291355,0.001260245,0.001229884,0.001200254,0.001171338,0.001143119,0.00111558,0.001088704,0.001062476,0.001036879,0.001011899,0.000987521,0.000963731,0.000940513,0.000917855,0.000895742,0.000874163,0.000853103,0.00083255,0.000812493,0.000792919,0.000773817,0.000755174,0.000736981,0.000719226,0.000701899,0.000684989,0.000668487,0.000652382,0.000636665,0.000621327,0.000606359,0.000591751,0.000577495,0.000563582,0.000550004,0.000536754,0.000523823,0.000511203,0.000498888,0.000486869,0.00047514,0.000463693,0.000452522,0.00044162,0.000430981,0.000420598,0.000410465,0.000400576,0.000390926,0.000381508,0.000372317,0.000363347,0.000354594,0.000346051,0.000337714,0.000329578,0.000321638,0.00031389,0.000306327,0.000298948,0.000291746,0.000284717,0.000277858,0.000271164,0.000264631,0.000258256,0.000252034
49,0.009337206,0.009127687,0.00892287,0.008722649,0.00852692,0.008335584,0.008148541,0.007965695,0.007786952,0.007612219,0.007441408,0.007274429,0.007111198,0.006951629,0.00679564,0.006643152,0.006494086,0.006348364,0.006205913,0.006066658,0.005930527,0.005797452,0.005667362,0.005540191,0.005415874,0.005294347,0.005175547,0.005059412,0.004945883,0.004834902,0.004726411,0.004620355,0.004516678,0.004415328,0.004316252,0.004219399,0.004124719,0.004032164,0.003941686,0.003853238,0.003766775,0.003682252,0.003599626,0.003518853,0.003439893,0.003362705,0.003287249,0.003213486,0.003141378,0.003070889,0.003001981,0.002934619,0.002868769,0.002804396,0.002741468,0.002679952,0.002619816,0.00256103,0.002503562,0.002447385,0.002392468,0.002338783,0.002286303,0.002235,0.002184849,0.002135823,0.002087897,0.002041046,0.001995247,0.001950475,0.001906708,0.001863923,0.001822099,0.001781212,0.001741244,0.001702172,0.001663976,0.001626638,0.001590138,0.001554457,0.001519576,0.001485478,0.001452145,0.001419561,0.001387707,0.001356568,0.001326128,0.001296371,0.001267281,0.001238845,0.001211046,0.001183871,0.001157306,0.001131337,0.001105951,0.001081135,0.001056875,0.00103316,0.001009976,0.000987313,0.000965159,0.000943502,0.00092233,0.000901634,0.000881402,0.000861624,0.00084229,0.00082339,0.000804914,0.000786852,0.000769196,0.000751936,0.000735063,0.000718569,0.000702445,0.000686683,0.000671274,0.000656211,0.000641487,0.000627092,0.000613021,0.000599265,0.000585818,0.000572673,0.000559823,0.000547261,0.000534981,0.000522976,0.000511241,0.000499769,0.000488555,0.000477592,0.000466875,0.000456399,0.000446158,0.000436147,0.00042636,0.000416793,0.00040744,0.000398298,0.00038936,0.000380623,0.000372082,0.000363733,0.000355571,0.000347593,0.000339793,0.000332168,0.000324715,0.000317429
50,0.009243936,0.009050189,0.008860503,0.008674792,0.008492974,0.008314967,0.00814069,0.007970066,0.007803019,0.007639472,0.007479354,0.007322591,0.007169114,0.007018854,0.006871743,0.006727716,0.006586707,0.006448654,0.006313494,0.006181167,0.006051614,0.005924776,0.005800596,0.005679019,0.00555999,0.005443457,0.005329365,0.005217665,0.005108306,0.005001239,0.004896416,0.00479379,0.004693315,0.004594946,0.004498639,0.004404351,0.004312038,0.004221661,0.004133177,0.004046548,0.003961735,0.0038787,0.003797405,0.003717813,0.00363989,0.0035636,0.00348891,0.003415784,0.003344192,0.003274099,0.003205476,0.003138292,0.003072515,0.003008117,0.002945069,0.002883342,0.002822909,0.002763742,0.002705816,0.002649104,0.00259358,0.00253922,0.002486,0.002433895,0.002382882,0.002332938,0.002284041,0.002236169,0.002189301,0.002143414,0.00209849,0.002054507,0.002011445,0.001969287,0.001928012,0.001887602,0.001848039,0.001809305,0.001771383,0.001734256,0.001697907,0.00166232,0.001627479,0.001593368,0.001559972,0.001527276,0.001495265,0.001463925,0.001433242,0.001403203,0.001373792,0.001344998,0.001316808,0.001289209,0.001262188,0.001235733,0.001209833,0.001184475,0.00115965,0.001135344,0.001111548,0.001088251,0.001065442,0.001043111,0.001021248,0.000999843,0.000978887,0.00095837,0.000938283,0.000918617,0.000899364,0.000880514,0.000862059,0.00084399,0.000826301,0.000808982,0.000792026,0.000775426,0.000759173,0.000743262,0.000727683,0.000712432,0.000697499,0.00068288,0.000668568,0.000654555,0.000640836,0.000627404,0.000614254,0.00060138,0.000588775,0.000576435,0.000564353,0.000552525,0.000540944,0.000529606,0.000518506,0.000507639,0.000496999,0.000486582,0.000476383,0.000466399,0.000456623,0.000447053,0.000437683,0.000428509,0.000419528,0.000410735,0.000402126,0.000393698
51,0.009285188,0.009102074,0.008922572,0.00874661,0.008574118,0.008405027,0.008239272,0.008076785,0.007917502,0.007761361,0.007608299,0.007458255,0.007311171,0.007166987,0.007025647,0.006887094,0.006751273,0.006618131,0.006487615,0.006359672,0.006234253,0.006111307,0.005990786,0.005872642,0.005756827,0.005643297,0.005532005,0.005422908,0.005315963,0.005211127,0.005108358,0.005007616,0.00490886,0.004812053,0.004717154,0.004624127,0.004532934,0.00444354,0.004355909,0.004270006,0.004185797,0.004103249,0.004022329,0.003943004,0.003865244,0.003789017,0.003714294,0.003641044,0.003569239,0.00349885,0.003429849,0.003362209,0.003295903,0.003230904,0.003167188,0.003104727,0.003043499,0.002983478,0.002924641,0.002866964,0.002810424,0.002755,0.002700669,0.002647409,0.002595199,0.002544019,0.002493848,0.002444667,0.002396456,0.002349195,0.002302867,0.002257452,0.002212932,0.002169291,0.002126511,0.002084574,0.002043464,0.002003164,0.00196366,0.001924935,0.001886973,0.00184976,0.001813281,0.001777521,0.001742466,0.001708103,0.001674418,0.001641396,0.001609026,0.001577295,0.001546189,0.001515696,0.001485805,0.001456504,0.00142778,0.001399623,0.001372021,0.001344963,0.001318439,0.001292438,0.00126695,0.001241964,0.001217471,0.001193462,0.001169925,0.001146853,0.001124236,0.001102065,0.001080331,0.001059026,0.001038141,0.001017668,0.000997598,0.000977925,0.000958639,0.000939733,0.000921201,0.000903034,0.000885225,0.000867768,0.000850654,0.000833879,0.000817434,0.000801313,0.00078551,0.000770019,0.000754834,0.000739948,0.000725355,0.00071105,0.000697028,0.000683282,0.000669807,0.000656597,0.000643648,0.000630955,0.000618512,0.000606314,0.000594357,0.000582636,0.000571146,0.000559882,0.000548841,0.000538017,0.000527407,0.000517006,0.00050681,0.000496815,0.000487017,0.000477413
52,0.009477508,0.009299692,0.009125213,0.008954007,0.008786013,0.008621171,0.008459422,0.008300707,0.00814497,0.007992155,0.007842208,0.007695073,0.007550699,0.007409034,0.007270027,0.007133627,0.006999787,0.006868458,0.006739593,0.006613146,0.006489071,0.006367324,0.006247861,0.006130639,0.006015617,0.005902753,0.005792006,0.005683337,0.005576707,0.005472078,0.005369411,0.005268671,0.005169821,0.005072826,0.00497765,0.00488426,0.004792622,0.004702704,0.004614472,0.004527896,0.004442944,0.004359586,0.004277792,0.004197533,0.004118779,0.004041503,0.003965677,0.003891274,0.003818266,0.003746628,0.003676335,0.00360736,0.003539679,0.003473268,0.003408103,0.003344161,0.003281418,0.003219852,0.003159442,0.003100165,0.003042,0.002984926,0.002928924,0.002873972,0.00282005,0.002767141,0.002715224,0.002664282,0.002614295,0.002565246,0.002517117,0.002469891,0.002423551,0.002378081,0.002333464,0.002289684,0.002246725,0.002204572,0.00216321,0.002122624,0.0020828,0.002043723,0.002005379,0.001967754,0.001930835,0.001894609,0.001859063,0.001824183,0.001789958,0.001756375,0.001723422,0.001691088,0.00165936,0.001628227,0.001597679,0.001567703,0.00153829,0.001509429,0.001481109,0.001453321,0.001426054,0.001399298,0.001373045,0.001347284,0.001322006,0.001297203,0.001272865,0.001248984,0.001225551,0.001202557,0.001179995,0.001157856,0.001136132,0.001114816,0.0010939,0.001073377,0.001053238,0.001033477,0.001014087,0.000995061,0.000976392,0.000958073,0.000940098,0.00092246,0.000905153,0.000888171,0.000871507,0.000855156,0.000839111,0.000823368,0.00080792,0.000792762,0.000777888,0.000763294,0.000748973,0.000734921,0.000721132,0.000707602,0.000694327,0.0006813,0.000668517,0.000655975,0.000643667,0.000631591,0.000619741,0.000608114,0.000596704,0.000585509,0.000574524,0.000563745
