PERM2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
61,0.015354421,0.015102356,0.014854428,0.014610571,0.014370717,0.0141348,0.013902757,0.013674522,0.013450035,0.013229233,0.013012055,0.012798443,0.012588338,0.012381682,0.012178418,0.011978491,0.011781847,0.01158843,0.011398189,0.011211071,0.011027025,0.010846,0.010667947,0.010492817,0.010320561,0.010151134,0.009984488,0.009820578,0.009659359,0.009500786,0.009344817,0.009191408,0.009040517,0.008892104,0.008746127,0.008602546,0.008461323,0.008322418,0.008185793,0.008051411,0.007919235,0.007789229,0.007661358,0.007535585,0.007411877,0.0072902,0.007170521,0.007052806,0.006937024,0.006823143,0.006711131,0.006600957,0.006492593,0.006386008,0.006281172,0.006178057,0.006076635,0.005976878,0.005878759,0.00578225,0.005687326,0.00559396,0.005502127,0.005411802,0.005322959,0.005235575,0.005149625,0.005065086,0.004981935,0.00490015,0.004819706,0.004740584,0.00466276,0.004586214,0.004510925,0.004436871,0.004364033,0.004292391,0.004221925,0.004152616,0.004084445,0.004017393,0.003951441,0.003886572,0.003822769,0.003760012,0.003698286,0.003637573,0.003577857,0.003519121,0.00346135,0.003404527,0.003348636,0.003293663,0.003239593,0.00318641,0.003134101,0.00308265,0.003032044,0.002982268,0.00293331,0.002885155,0.002837791,0.002791205,0.002745383,0.002700313,0.002655984,0.002612382,0.002569496,0.002527314,0.002485824,0.002445016,0.002404877,0.002365397,0.002326566,0.002288372,0.002250805,0.002213855,0.002177511,0.002141764,0.002106604,0.002072021,0.002038005,0.002004548,0.001971641,0.001939273,0.001907437,0.001876124,0.001845325,0.001815031,0.001785235,0.001755927,0.001727101,0.001698748,0.001670861,0.001643431,0.001616452,0.001589915,0.001563815,0.001538142,0.001512891,0.001488055,0.001463626,0.001439599,0.001415966,0.00139272,0.001369857,0.001347369,0.00132525,0.001303494
62,0.017021147,0.01674036,0.016464206,0.016192607,0.015925488,0.015662776,0.015404398,0.015150282,0.014900358,0.014654556,0.01441281,0.014175051,0.013941215,0.013711236,0.013485051,0.013262597,0.013043813,0.012828638,0.012617012,0.012408878,0.012204177,0.012002853,0.01180485,0.011610113,0.011418589,0.011230224,0.011044967,0.010862765,0.010683569,0.01050733,0.010333997,0.010163524,0.009995863,0.009830968,0.009668793,0.009509294,0.009352425,0.009198145,0.009046409,0.008897176,0.008750406,0.008606056,0.008464088,0.008324461,0.008187138,0.00805208,0.007919251,0.007788612,0.007660128,0.007533764,0.007409485,0.007287256,0.007167043,0.007048813,0.006932533,0.006818172,0.006705697,0.006595078,0.006486283,0.006379283,0.006274048,0.00617055,0.006068758,0.005968646,0.005870185,0.005773349,0.00567811,0.005584442,0.005492319,0.005401716,0.005312607,0.005224969,0.005138776,0.005054005,0.004970632,0.004888635,0.004807991,0.004728676,0.004650671,0.004573952,0.004498498,0.004424289,0.004351305,0.004279524,0.004208928,0.004139496,0.004071209,0.004004049,0.003937997,0.003873035,0.003809144,0.003746307,0.003684507,0.003623726,0.003563948,0.003505156,0.003447333,0.003390465,0.003334535,0.003279527,0.003225427,0.003172219,0.003119889,0.003068423,0.003017805,0.002968022,0.002919061,0.002870907,0.002823548,0.002776969,0.00273116,0.002686105,0.002641795,0.002598215,0.002555354,0.0025132,0.002471741,0.002430966,0.002390864,0.002351424,0.002312634,0.002274484,0.002236963,0.002200062,0.002163769,0.002128075,0.002092969,0.002058443,0.002024486,0.001991089,0.001958244,0.00192594,0.001894169,0.001862922,0.001832191,0.001801966,0.00177224,0.001743005,0.001714252,0.001685973,0.001658161,0.001630807,0.001603905,0.001577446,0.001551424,0.001525831,0.001500661,0.001475905,0.001451558,0.001427613
63,0.018701047,0.018388771,0.01808171,0.017779777,0.017482885,0.017190951,0.016903892,0.016621626,0.016344073,0.016071155,0.015802794,0.015538915,0.015279442,0.015024301,0.014773421,0.01452673,0.014284159,0.014045638,0.0138111,0.013580478,0.013353707,0.013130723,0.012911463,0.012695864,0.012483864,0.012275405,0.012070427,0.011868872,0.011670682,0.011475801,0.011284175,0.011095749,0.010910469,0.010728283,0.010549139,0.010372986,0.010199775,0.010029457,0.009861982,0.009697304,0.009535375,0.009376151,0.009219585,0.009065634,0.008914253,0.008765401,0.008619034,0.008475111,0.008333591,0.008194434,0.008057601,0.007923053,0.007790752,0.007660659,0.007532739,0.007406956,0.007283272,0.007161654,0.007042067,0.006924476,0.006808849,0.006695153,0.006583356,0.006473425,0.00636533,0.00625904,0.006154525,0.006051755,0.005950701,0.005851334,0.005753627,0.005657551,0.00556308,0.005470186,0.005378843,0.005289026,0.005200708,0.005113865,0.005028472,0.004944506,0.004861941,0.004780755,0.004700924,0.004622427,0.00454524,0.004469343,0.004394712,0.004321328,0.004249169,0.004178216,0.004108446,0.004039842,0.003972384,0.003906052,0.003840828,0.003776692,0.003713628,0.003651617,0.003590641,0.003530684,0.003471727,0.003413755,0.003356752,0.0033007,0.003245584,0.003191388,0.003138097,0.003085696,0.00303417,0.002983505,0.002933686,0.002884698,0.002836529,0.002789163,0.002742589,0.002696793,0.002651761,0.002607481,0.002563941,0.002521127,0.002479029,0.002437633,0.002396929,0.002356904,0.002317548,0.002278849,0.002240796,0.002203379,0.002166586,0.002130408,0.002094834,0.002059853,0.002025457,0.001991636,0.001958379,0.001925677,0.001893522,0.001861903,0.001830813,0.001800241,0.00177018,0.001740621,0.001711556,0.001682976,0.001654873,0.001627239,0.001600067,0.001573349,0.001547077,0.001521243
64,0.02032358,0.019977458,0.01963723,0.019302797,0.01897406,0.018650921,0.018333285,0.018021059,0.017714151,0.017412469,0.017115925,0.016824431,0.016537901,0.016256252,0.015979399,0.01570726,0.015439757,0.015176809,0.01491834,0.014664272,0.014414531,0.014169044,0.013927737,0.01369054,0.013457382,0.013228195,0.013002912,0.012781465,0.01256379,0.012349821,0.012139497,0.011932754,0.011729533,0.011529772,0.011333414,0.011140399,0.010950672,0.010764176,0.010580856,0.010400658,0.010223529,0.010049417,0.00987827,0.009710037,0.00954467,0.009382119,0.009222336,0.009065274,0.008910888,0.00875913,0.008609957,0.008463325,0.00831919,0.008177509,0.008038242,0.007901346,0.007766782,0.007634509,0.007504489,0.007376683,0.007251054,0.007127565,0.007006178,0.006886859,0.006769572,0.006654283,0.006540956,0.00642956,0.006320061,0.006212427,0.006106626,0.006002627,0.005900399,0.005799912,0.005701136,0.005604042,0.005508602,0.005414788,0.005322571,0.005231924,0.005142822,0.005055237,0.004969143,0.004884516,0.00480133,0.004719561,0.004639184,0.004560176,0.004482514,0.004406174,0.004331134,0.004257373,0.004184867,0.004113596,0.00404354,0.003974676,0.003906985,0.003840447,0.003775042,0.003710751,0.003647555,0.003585435,0.003524373,0.003464351,0.003405351,0.003347356,0.003290348,0.003234312,0.00317923,0.003125086,0.003071864,0.003019548,0.002968124,0.002917575,0.002867887,0.002819045,0.002771035,0.002723843,0.002677454,0.002631856,0.002587034,0.002542975,0.002499667,0.002457096,0.002415251,0.002374117,0.002333685,0.002293941,0.002254874,0.002216472,0.002178724,0.002141619,0.002105146,0.002069295,0.002034053,0.001999412,0.001965361,0.00193189,0.001898989,0.001866648,0.001834858,0.001803609,0.001772893,0.001742699,0.00171302,0.001683847,0.00165517,0.001626981,0.001599273,0.001572036
65,0.021828878,0.021447373,0.021072536,0.02070425,0.0203424,0.019986874,0.019637562,0.019294355,0.018957147,0.018625831,0.018300306,0.017980471,0.017666225,0.017357471,0.017054113,0.016756057,0.01646321,0.016175482,0.015892782,0.015615023,0.015342118,0.015073982,0.014810533,0.014551689,0.014297368,0.014047492,0.013801983,0.013560765,0.013323762,0.013090902,0.012862111,0.012637319,0.012416456,0.012199453,0.011986242,0.011776758,0.011570934,0.011368708,0.011170017,0.010974798,0.01078299,0.010594535,0.010409374,0.010227448,0.010048703,0.009873081,0.009700528,0.009530991,0.009364418,0.009200755,0.009039953,0.008881961,0.00872673,0.008574213,0.008424361,0.008277127,0.008132467,0.007990336,0.007850688,0.007713481,0.007578672,0.007446219,0.007316081,0.007188217,0.007062588,0.006939155,0.006817879,0.006698722,0.006581648,0.00646662,0.006353603,0.006242561,0.006133459,0.006026264,0.005920943,0.005817462,0.00571579,0.005615894,0.005517745,0.005421311,0.005326562,0.00523347,0.005142004,0.005052137,0.00496384,0.004877087,0.00479185,0.004708102,0.004625818,0.004544973,0.00446554,0.004387495,0.004310815,0.004235474,0.004161451,0.004088721,0.004017262,0.003947052,0.003878069,0.003810292,0.003743699,0.00367827,0.003613985,0.003550823,0.003488765,0.003427792,0.003367884,0.003309023,0.003251191,0.00319437,0.003138541,0.003083689,0.003029795,0.002976843,0.002924817,0.002873699,0.002823476,0.00277413,0.002725646,0.00267801,0.002631206,0.00258522,0.002540038,0.002495646,0.002452029,0.002409175,0.002367069,0.0023257,0.002285054,0.002245118,0.002205879,0.002167327,0.002129449,0.002092232,0.002055666,0.002019739,0.00198444,0.001949758,0.001915682,0.001882201,0.001849306,0.001816985,0.00178523,0.001754029,0.001723374,0.001693254,0.001663661,0.001634585,0.001606018,0.001577949
66,0.023202548,0.022784869,0.022374709,0.021971932,0.021576406,0.021188,0.020806585,0.020432037,0.020064231,0.019703046,0.019348363,0.019000065,0.018658036,0.018322165,0.01799234,0.017668452,0.017350395,0.017038063,0.016731353,0.016430165,0.016134398,0.015843956,0.015558742,0.015278662,0.015003625,0.014733538,0.014468313,0.014207863,0.013952101,0.013700943,0.013454306,0.01321211,0.012974273,0.012740717,0.012511366,0.012286144,0.012064975,0.011847789,0.011634511,0.011425074,0.011219406,0.011017441,0.010819111,0.010624351,0.010433098,0.010245287,0.010060857,0.009879747,0.009701898,0.00952725,0.009355746,0.009187329,0.009021944,0.008859536,0.008700051,0.008543438,0.008389644,0.008238618,0.008090311,0.007944674,0.007801659,0.007661218,0.007523305,0.007387875,0.007254882,0.007124284,0.006996037,0.006870098,0.006746426,0.006624981,0.006505722,0.00638861,0.006273605,0.006160672,0.006049771,0.005940866,0.005833922,0.005728903,0.005625775,0.005524503,0.005425054,0.005327395,0.005231494,0.00513732,0.005044841,0.004954026,0.004864847,0.004777273,0.004691275,0.004606825,0.004523896,0.004442459,0.004362488,0.004283957,0.00420684,0.004131111,0.004056745,0.003983718,0.003912005,0.003841583,0.003772429,0.00370452,0.003637834,0.003572347,0.00350804,0.00344489,0.003382877,0.003321981,0.00326218,0.003203456,0.00314579,0.003089161,0.003033552,0.002978943,0.002925318,0.002872658,0.002820946,0.002770165,0.002720298,0.002671329,0.002623241,0.002576019,0.002529647,0.00248411,0.002439392,0.00239548,0.002352358,0.002310012,0.002268428,0.002227593,0.002187493,0.002148115,0.002109446,0.002071473,0.002034184,0.001997566,0.001961606,0.001926295,0.001891619,0.001857567,0.001824128,0.001791291,0.001759045,0.00172738,0.001696285,0.001665749,0.001635763,0.001606317,0.001577401,0.001549006
67,0.024514474,0.024059548,0.023613065,0.023174868,0.022744802,0.022322717,0.021908465,0.021501901,0.021102881,0.020711266,0.020326918,0.019949703,0.019579488,0.019216144,0.018859542,0.018509557,0.018166068,0.017828952,0.017498093,0.017173373,0.01685468,0.016541901,0.016234926,0.015933647,0.01563796,0.01534776,0.015062945,0.014783416,0.014509074,0.014239823,0.013975568,0.013716218,0.01346168,0.013211866,0.012966688,0.01272606,0.012489897,0.012258117,0.012030638,0.01180738,0.011588266,0.011373217,0.01116216,0.010955019,0.010751722,0.010552198,0.010356376,0.010164189,0.009975568,0.009790447,0.009608762,0.009430448,0.009255443,0.009083686,0.008915116,0.008749675,0.008587303,0.008427945,0.008271544,0.008118046,0.007967396,0.007819541,0.007674431,0.007532013,0.007392238,0.007255058,0.007120422,0.006988286,0.006858601,0.006731323,0.006606407,0.00648381,0.006363487,0.006245397,0.006129498,0.006015751,0.005904114,0.005794549,0.005687017,0.005581481,0.005477903,0.005376247,0.005276478,0.00517856,0.005082459,0.004988142,0.004895575,0.004804726,0.004715562,0.004628054,0.004542169,0.004457878,0.004375151,0.00429396,0.004214275,0.004136069,0.004059314,0.003983984,0.003910051,0.003837491,0.003766277,0.003696385,0.003627789,0.003560467,0.003494394,0.003429547,0.003365903,0.003303441,0.003242137,0.003181972,0.003122923,0.003064969,0.003008091,0.002952269,0.002897482,0.002843713,0.002790941,0.002739148,0.002688316,0.002638428,0.002589466,0.002541412,0.00249425,0.002447963,0.002402535,0.00235795,0.002314193,0.002271248,0.002229099,0.002187733,0.002147134,0.002107289,0.002068183,0.002029803,0.001992135,0.001955166,0.001918883,0.001883274,0.001848325,0.001814025,0.001780361,0.001747322,0.001714897,0.001683072,0.001651839,0.001621185,0.0015911,0.001561573,0.001532595,0.001504154
68,0.02588148,0.025387194,0.024902348,0.024426761,0.023960257,0.023502662,0.023053807,0.022613524,0.022181649,0.021758022,0.021342486,0.020934886,0.02053507,0.02014289,0.019758199,0.019380856,0.019010719,0.018647651,0.018291517,0.017942184,0.017599523,0.017263406,0.016933708,0.016610307,0.016293083,0.015981916,0.015676692,0.015377298,0.015083621,0.014795553,0.014512987,0.014235817,0.01396394,0.013697256,0.013435665,0.013179069,0.012927375,0.012680487,0.012438314,0.012200766,0.011967755,0.011739194,0.011514998,0.011295084,0.011079369,0.010867775,0.010660221,0.010456632,0.01025693,0.010061043,0.009868896,0.009680419,0.009495542,0.009314196,0.009136312,0.008961826,0.008790673,0.008622788,0.008458109,0.008296576,0.008138127,0.007982705,0.00783025,0.007680708,0.007534021,0.007390136,0.007248999,0.007110557,0.006974759,0.006841554,0.006710894,0.006582729,0.006457011,0.006333695,0.006212734,0.006094082,0.005977697,0.005863535,0.005751552,0.005641709,0.005533963,0.005428275,0.005324606,0.005222916,0.005123168,0.005025326,0.004929352,0.004835211,0.004742867,0.004652288,0.004563438,0.004476285,0.004390797,0.004306941,0.004224687,0.004144003,0.004064861,0.00398723,0.003911082,0.003836387,0.00376312,0.003691252,0.003620756,0.003551606,0.003483778,0.003417244,0.003351981,0.003287965,0.003225171,0.003163577,0.003103158,0.003043894,0.002985762,0.002928739,0.002872806,0.002817941,0.002764124,0.002711334,0.002659553,0.002608761,0.002558938,0.002510068,0.00246213,0.002415108,0.002368984,0.002323741,0.002279362,0.002235831,0.002193131,0.002151246,0.002110162,0.002069862,0.002030331,0.001991556,0.001953521,0.001916213,0.001879617,0.00184372,0.001808508,0.001773969,0.00174009,0.001706857,0.00167426,0.001642285,0.00161092,0.001580155,0.001549977,0.001520375,0.001491339,0.001462857
69,0.027442893,0.026905188,0.026378019,0.025861179,0.025354465,0.02485768,0.024370629,0.02389312,0.023424968,0.022965989,0.022516003,0.022074833,0.021642308,0.021218257,0.020802515,0.020394919,0.019995309,0.019603529,0.019219426,0.018842848,0.018473649,0.018111684,0.017756811,0.017408891,0.017067788,0.016733369,0.016405502,0.016084059,0.015768915,0.015459945,0.015157029,0.014860048,0.014568887,0.01428343,0.014003566,0.013729186,0.013460182,0.013196448,0.012937882,0.012684383,0.01243585,0.012192187,0.011953298,0.01171909,0.011489471,0.011264351,0.011043642,0.010827257,0.010615112,0.010407124,0.010203211,0.010003294,0.009807293,0.009615133,0.009426738,0.009242034,0.00906095,0.008883413,0.008709355,0.008538708,0.008371404,0.008207378,0.008046566,0.007888904,0.007734332,0.007582789,0.007434215,0.007288552,0.007145743,0.007005732,0.006868465,0.006733887,0.006601946,0.00647259,0.006345769,0.006221432,0.006099532,0.00598002,0.00586285,0.005747976,0.005635352,0.005524935,0.005416682,0.00531055,0.005206497,0.005104483,0.005004468,0.004906412,0.004810278,0.004716027,0.004623624,0.00453303,0.004444212,0.004357134,0.004271762,0.004188063,0.004106003,0.004025552,0.003946677,0.003869347,0.003793533,0.003719204,0.003646331,0.003574887,0.003504842,0.003436169,0.003368842,0.003302835,0.00323812,0.003174674,0.003112471,0.003051486,0.002991697,0.002933078,0.002875609,0.002819265,0.002764026,0.002709869,0.002656773,0.002604717,0.002553681,0.002503645,0.00245459,0.002406496,0.002359344,0.002313116,0.002267793,0.002223359,0.002179796,0.002137086,0.002095212,0.00205416,0.002013911,0.001974452,0.001935765,0.001897836,0.001860651,0.001824194,0.001788452,0.001753409,0.001719054,0.001685371,0.001652349,0.001619973,0.001588232,0.001557113,0.001526604,0.001496692,0.001467366,0.001438615
70,0.029479773,0.028889824,0.028311681,0.027745108,0.027189873,0.026645749,0.026112515,0.025589951,0.025077845,0.024575987,0.024084173,0.023602201,0.023129873,0.022666999,0.022213387,0.021768852,0.021333214,0.020906294,0.020487918,0.020077913,0.019676114,0.019282356,0.018896478,0.018518321,0.018147733,0.017784561,0.017428656,0.017079874,0.016738071,0.016403109,0.01607485,0.015753161,0.015437908,0.015128965,0.014826204,0.014529502,0.014238738,0.013953792,0.013674549,0.013400894,0.013132716,0.012869904,0.012612351,0.012359953,0.012112606,0.011870208,0.011632662,0.011399869,0.011171735,0.010948166,0.010729072,0.010514361,0.010303948,0.010097746,0.009895669,0.009697637,0.009503568,0.009313383,0.009127004,0.008944354,0.00876536,0.008589947,0.008418045,0.008249584,0.008084493,0.007922706,0.007764157,0.007608781,0.007456514,0.007307294,0.007161061,0.007017753,0.006877314,0.006739685,0.006604811,0.006472635,0.006343105,0.006216167,0.006091769,0.005969861,0.005850392,0.005733314,0.005618579,0.00550614,0.005395951,0.005287967,0.005182144,0.005078439,0.00497681,0.004877214,0.004779611,0.004683961,0.004590226,0.004498366,0.004408345,0.004320125,0.004233671,0.004148947,0.004065918,0.003984551,0.003904812,0.003826669,0.00375009,0.003675043,0.003601498,0.003529425,0.003458794,0.003389577,0.003321745,0.00325527,0.003190125,0.003126285,0.003063721,0.00300241,0.002942326,0.002883444,0.002825741,0.002769192,0.002713775,0.002659467,0.002606246,0.002554089,0.002502977,0.002452888,0.0024038,0.002355695,0.002308553,0.002262355,0.00221708,0.002172712,0.002129232,0.002086622,0.002044864,0.002003942,0.00196384,0.001924539,0.001886025,0.001848282,0.001811294,0.001775047,0.001739525,0.001704713,0.001670598,0.001637166,0.001604403,0.001572296,0.001540831,0.001509996,0.001479778,0.001450165
71,0.032193508,0.031538968,0.030897736,0.030269542,0.029654119,0.029051209,0.028460557,0.027881913,0.027315035,0.026759681,0.026215619,0.025682618,0.025160454,0.024648907,0.02414776,0.023656801,0.023175825,0.022704628,0.022243011,0.021790779,0.021347741,0.020913712,0.020488506,0.020071946,0.019663855,0.019264061,0.018872395,0.018488693,0.018112791,0.017744533,0.017383761,0.017030325,0.016684074,0.016344863,0.016012549,0.015686991,0.015368053,0.015055598,0.014749497,0.014449618,0.014155837,0.013868029,0.013586072,0.013309848,0.01303924,0.012774134,0.012514418,0.012259982,0.012010719,0.011766524,0.011527294,0.011292928,0.011063327,0.010838394,0.010618034,0.010402154,0.010190664,0.009983473,0.009780495,0.009581644,0.009386835,0.009195988,0.00900902,0.008825854,0.008646412,0.008470618,0.008298398,0.00812968,0.007964392,0.007802465,0.00764383,0.00748842,0.00733617,0.007187015,0.007040893,0.006897741,0.006757501,0.006620111,0.006485515,0.006353655,0.006224476,0.006097924,0.005973945,0.005852486,0.005733496,0.005616926,0.005502726,0.005390848,0.005281244,0.005173869,0.005068677,0.004965624,0.004864666,0.00476576,0.004668865,0.004573941,0.004480946,0.004389842,0.00430059,0.004213153,0.004127494,0.004043576,0.003961365,0.003880824,0.003801922,0.003724623,0.003648896,0.003574709,0.00350203,0.003430829,0.003361075,0.00329274,0.003225794,0.003160209,0.003095958,0.003033012,0.002971347,0.002910935,0.002851752,0.002793772,0.00273697,0.002681324,0.002626809,0.002573402,0.002521081,0.002469824,0.002419609,0.002370415,0.002322221,0.002275007,0.002228753,0.002183439,0.002139047,0.002095557,0.002052951,0.002011212,0.001970321,0.001930262,0.001891017,0.00185257,0.001814904,0.001778005,0.001741855,0.001706441,0.001671747,0.001637758,0.00160446,0.001571839,0.001539881,0.001508573
72,0.035722697,0.034988529,0.034269449,0.033565148,0.032875321,0.032199672,0.031537909,0.030889746,0.030254904,0.029633109,0.029024093,0.028427594,0.027843353,0.02727112,0.026710648,0.026161694,0.025624022,0.025097401,0.024581602,0.024076404,0.023581589,0.023096944,0.022622258,0.022157328,0.021701954,0.021255938,0.020819089,0.020391218,0.01997214,0.019561675,0.019159646,0.01876588,0.018380206,0.018002458,0.017632474,0.017270094,0.016915161,0.016567523,0.016227029,0.015893533,0.015566892,0.015246963,0.014933609,0.014626696,0.01432609,0.014031662,0.013743285,0.013460835,0.013184189,0.01291323,0.012647839,0.012387902,0.012133307,0.011883945,0.011639708,0.01140049,0.011166189,0.010936703,0.010711933,0.010491783,0.010276157,0.010064963,0.009858109,0.009655506,0.009457068,0.009262707,0.009072341,0.008885888,0.008703266,0.008524398,0.008349205,0.008177614,0.008009548,0.007844937,0.007683709,0.007525794,0.007371125,0.007219635,0.007071258,0.00692593,0.00678359,0.006644174,0.006507624,0.00637388,0.006242885,0.006114582,0.005988916,0.005865832,0.005745279,0.005627202,0.005511553,0.00539828,0.005287335,0.005178671,0.005072239,0.004967995,0.004865894,0.004765891,0.004667943,0.004572008,0.004478044,0.004386012,0.004295871,0.004207583,0.00412111,0.004036413,0.003953457,0.003872206,0.003792625,0.00371468,0.003638336,0.003563561,0.003490324,0.003418591,0.003348332,0.003279518,0.003212118,0.003146103,0.003081444,0.003018115,0.002956087,0.002895334,0.002835829,0.002777548,0.002720464,0.002664553,0.002609792,0.002556156,0.002503622,0.002452168,0.002401771,0.00235241,0.002304064,0.002256711,0.002210331,0.002164905,0.002120412,0.002076834,0.002034151,0.001992345,0.001951399,0.001911294,0.001872013,0.00183354,0.001795857,0.001758949,0.001722799,0.001687393,0.001652714,0.001618747
73,0.040038512,0.039210465,0.038399543,0.037605391,0.036827664,0.036066021,0.03532013,0.034589664,0.033874306,0.033173742,0.032487667,0.031815781,0.03115779,0.030513407,0.029882351,0.029264346,0.028659122,0.028066415,0.027485965,0.026917521,0.026360832,0.025815656,0.025281756,0.024758897,0.024246851,0.023745396,0.02325431,0.022773382,0.022302399,0.021841157,0.021389454,0.020947093,0.02051388,0.020089627,0.019674148,0.019267262,0.01886879,0.01847856,0.018096399,0.017722143,0.017355626,0.01699669,0.016645177,0.016300933,0.015963809,0.015633657,0.015310333,0.014993696,0.014683607,0.014379932,0.014082536,0.013791292,0.01350607,0.013226747,0.012953201,0.012685313,0.012422964,0.012166041,0.011914432,0.011668027,0.011426717,0.011190398,0.010958966,0.010732321,0.010510363,0.010292995,0.010080123,0.009871653,0.009667495,0.009467559,0.009271757,0.009080006,0.00889222,0.008708317,0.008528218,0.008351844,0.008179117,0.008009962,0.007844306,0.007682076,0.007523201,0.007367611,0.00721524,0.007066019,0.006919885,0.006776773,0.006636621,0.006499367,0.006364952,0.006233317,0.006104404,0.005978157,0.005854521,0.005733442,0.005614867,0.005498744,0.005385023,0.005273654,0.005164588,0.005057778,0.004953177,0.004850739,0.004750419,0.004652175,0.004555962,0.004461739,0.004369464,0.004279098,0.004190601,0.004103934,0.004019059,0.00393594,0.00385454,0.003774823,0.003696755,0.003620301,0.003545429,0.003472105,0.003400297,0.003329975,0.003261107,0.003193663,0.003127614,0.003062931,0.002999585,0.00293755,0.002876798,0.002817302,0.002759037,0.002701976,0.002646096,0.002591371,0.002537778,0.002485294,0.002433895,0.002383559,0.002334264,0.002285988,0.002238711,0.002192412,0.00214707,0.002102666,0.00205918,0.002016593,0.001974888,0.001934045,0.001894046,0.001854875,0.001816514,0.001778946
74,0.044970854,0.044038445,0.043125368,0.042231222,0.041355616,0.040498164,0.03965849,0.038836226,0.03803101,0.037242489,0.036470317,0.035714155,0.034973671,0.03424854,0.033538443,0.032843069,0.032162113,0.031495276,0.030842265,0.030202793,0.029576579,0.028963349,0.028362834,0.027774769,0.027198898,0.026634966,0.026082726,0.025541937,0.02501236,0.024493763,0.023985918,0.023488603,0.023001599,0.022524692,0.022057674,0.021600338,0.021152485,0.020713917,0.020284442,0.019863872,0.019452022,0.019048711,0.018653762,0.018267002,0.01788826,0.017517372,0.017154173,0.016798505,0.016450211,0.016109138,0.015775137,0.015448062,0.015127767,0.014814114,0.014506963,0.014206181,0.013911636,0.013623197,0.013340739,0.013064137,0.01279327,0.012528019,0.012268267,0.012013902,0.01176481,0.011520883,0.011282013,0.011048096,0.010819029,0.010594711,0.010375044,0.010159932,0.00994928,0.009742995,0.009540987,0.009343168,0.00914945,0.008959749,0.008773981,0.008592064,0.00841392,0.008239469,0.008068635,0.007901342,0.007737519,0.007577092,0.007419991,0.007266148,0.007115494,0.006967964,0.006823493,0.006682017,0.006543475,0.006407805,0.006274948,0.006144846,0.006017441,0.005892677,0.005770501,0.005650857,0.005533694,0.005418961,0.005306606,0.005196581,0.005088837,0.004983327,0.004880004,0.004778824,0.004679742,0.004582714,0.004487698,0.004394651,0.004303534,0.004214306,0.004126928,0.004041362,0.00395757,0.003875515,0.003795162,0.003716474,0.003639418,0.00356396,0.003490066,0.003417704,0.003346843,0.003277451,0.003209497,0.003142953,0.003077788,0.003013974,0.002951484,0.002890289,0.002830363,0.002771679,0.002714212,0.002657936,0.002602828,0.002548862,0.002496015,0.002444263,0.002393585,0.002343957,0.002295358,0.002247767,0.002201163,0.002155525,0.002110833,0.002067068,0.00202421,0.001982241
75,0.050433754,0.049388708,0.048365316,0.047363131,0.046381711,0.045420628,0.044479459,0.043557793,0.042655225,0.041771359,0.040905807,0.040058191,0.039228139,0.038415286,0.037619276,0.036839761,0.036076398,0.035328853,0.034596798,0.033879912,0.03317788,0.032490396,0.031817157,0.031157868,0.030512241,0.029879992,0.029260843,0.028654525,0.028060769,0.027479317,0.026909914,0.026352309,0.025806258,0.025271523,0.024747867,0.024235062,0.023732884,0.023241111,0.022759528,0.022287924,0.021826092,0.02137383,0.020930939,0.020497225,0.020072499,0.019656573,0.019249266,0.018850399,0.018459797,0.018077288,0.017702706,0.017335885,0.016976665,0.016624889,0.016280402,0.015943053,0.015612694,0.015289181,0.014972371,0.014662126,0.01435831,0.014060789,0.013769433,0.013484114,0.013204707,0.01293109,0.012663143,0.012400748,0.01214379,0.011892157,0.011645737,0.011404424,0.011168111,0.010936695,0.010710074,0.010488148,0.010270822,0.010057998,0.009849585,0.00964549,0.009445624,0.0092499,0.009058231,0.008870534,0.008686726,0.008506727,0.008330458,0.008157841,0.007988801,0.007823263,0.007661156,0.007502408,0.00734695,0.007194712,0.007045629,0.006899636,0.006756667,0.006616661,0.006479556,0.006345292,0.00621381,0.006085053,0.005958964,0.005835487,0.005714569,0.005596156,0.005480197,0.005366641,0.005255438,0.005146539,0.005039897,0.004935464,0.004833196,0.004733046,0.004634972,0.00453893,0.004444878,0.004352775,0.004262581,0.004174255,0.004087759,0.004003056,0.003920108,0.003838879,0.003759333,0.003681435,0.003605152,0.003530449,0.003457294,0.003385654,0.0033155,0.003246799,0.003179521,0.003113638,0.00304912,0.002985938,0.002924066,0.002863476,0.002804142,0.002746036,0.002689135,0.002633413,0.002578846,0.002525409,0.00247308,0.002421835,0.002371651,0.002322508,0.002274383,0.002227255
