PERM2020_Col_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
62,0.019770562,0.019347441,0.018933375,0.018528171,0.018131639,0.017743594,0.017363853,0.016992239,0.016628578,0.0162727,0.015924439,0.015583631,0.015250117,0.01492374,0.014604348,0.014291792,0.013985925,0.013686605,0.01339369,0.013107044,0.012826532,0.012552024,0.012283391,0.012020507,0.011763249,0.011511497,0.011265133,0.011024041,0.01078811,0.010557227,0.010331286,0.01011018,0.009893806,0.009682063,0.009474852,0.009272075,0.009073638,0.008879448,0.008689414,0.008503446,0.008321459,0.008143367,0.007969086,0.007798535,0.007631634,0.007468305,0.007308472,0.007152059,0.006998993,0.006849204,0.00670262,0.006559173,0.006418797,0.006281424,0.006146992,0.006015437,0.005886697,0.005760712,0.005637424,0.005516774,0.005398707,0.005283166,0.005170098,0.005059449,0.004951169,0.004845206,0.004741511,0.004640036,0.004540731,0.004443553,0.004348454,0.00425539,0.004164318,0.004075195,0.003987979,0.00390263,0.003819108,0.003737373,0.003657387,0.003579113,0.003502515,0.003427555,0.0033542,0.003282415,0.003212166,0.003143421,0.003076147,0.003010312,0.002945887,0.00288284,0.002821143,0.002760766,0.002701681,0.002643861,0.002587278,0.002531906,0.00247772,0.002424692,0.0023728,0.002322019,0.002272324,0.002223692,0.002176102,0.00212953,0.002083955,0.002039355,0.001995709,0.001952998,0.001911201,0.001870298,0.001830271,0.0017911,0.001752768,0.001715256,0.001678546,0.001642623,0.001607468,0.001573066,0.0015394,0.001506454,0.001474214,0.001442663,0.001411788,0.001381573,0.001352006,0.00132307,0.001294755,0.001267045,0.001239928,0.001213392,0.001187423,0.00116201,0.001137142,0.001112805,0.001088989,0.001065683,0.001042876,0.001020557,0.000998715,0.000977341,0.000956424,0.000935955,0.000915925,0.000896322,0.00087714,0.000858367,0.000839997,0.00082202,0.000804427,0.000787211
63,0.021651706,0.021183975,0.020726347,0.020278606,0.019840537,0.019411931,0.018992585,0.018582297,0.018180872,0.01778812,0.017403851,0.017027884,0.016660039,0.01630014,0.015948016,0.015603499,0.015266424,0.014936631,0.014613962,0.014298263,0.013989385,0.013687179,0.013391501,0.013102211,0.01281917,0.012542244,0.0122713,0.012006209,0.011746844,0.011493083,0.011244803,0.011001887,0.010764219,0.010531684,0.010304173,0.010081577,0.00986379,0.009650707,0.009442227,0.009238251,0.009038682,0.008843424,0.008652383,0.00846547,0.008282595,0.00810367,0.00792861,0.007757332,0.007589754,0.007425796,0.00726538,0.00710843,0.00695487,0.006804627,0.00665763,0.006513808,0.006373094,0.006235419,0.006100718,0.005968927,0.005839983,0.005713825,0.005590392,0.005469625,0.005351467,0.005235862,0.005122754,0.00501209,0.004903816,0.004797881,0.004694235,0.004592828,0.004493611,0.004396538,0.004301561,0.004208637,0.00411772,0.004028767,0.003941735,0.003856584,0.003773272,0.00369176,0.003612008,0.00353398,0.003457637,0.003382943,0.003309863,0.003238362,0.003168405,0.003099959,0.003032992,0.002967472,0.002903367,0.002840647,0.002779282,0.002719243,0.0026605,0.002603027,0.002546795,0.002491777,0.002437949,0.002385283,0.002333755,0.00228334,0.002234014,0.002185754,0.002138536,0.002092338,0.002047138,0.002002915,0.001959647,0.001917314,0.001875895,0.001835371,0.001795722,0.00175693,0.001718976,0.001681842,0.00164551,0.001609962,0.001575183,0.001541155,0.001507862,0.001475289,0.001443419,0.001412237,0.001381729,0.001351881,0.001322677,0.001294103,0.001266148,0.001238796,0.001212034,0.001185851,0.001160234,0.00113517,0.001110648,0.001086655,0.00106318,0.001040213,0.001017742,0.000995756,0.000974245,0.000953199,0.000932607,0.000912461,0.000892749,0.000873464,0.000854595,0.000836133
64,0.023461974,0.02294738,0.022444072,0.021951803,0.021470331,0.020999419,0.020538836,0.020088354,0.019647754,0.019216817,0.018795332,0.018383091,0.017979892,0.017585537,0.01719983,0.016822584,0.016453612,0.016092733,0.015739769,0.015394546,0.015056895,0.01472665,0.014403649,0.014087731,0.013778743,0.013476532,0.013180949,0.01289185,0.012609091,0.012332534,0.012062043,0.011797484,0.011538728,0.011285648,0.011038118,0.010796018,0.010559227,0.01032763,0.010101113,0.009879563,0.009662874,0.009450936,0.009243648,0.009040905,0.00884261,0.008648664,0.008458971,0.00827344,0.008091977,0.007914495,0.007740905,0.007571123,0.007405064,0.007242648,0.007083794,0.006928424,0.006776462,0.006627833,0.006482464,0.006340283,0.00620122,0.006065208,0.005932179,0.005802068,0.00567481,0.005550344,0.005428607,0.005309541,0.005193086,0.005079185,0.004967783,0.004858824,0.004752255,0.004648023,0.004546077,0.004446367,0.004348844,0.004253461,0.004160169,0.004068923,0.003979679,0.003892392,0.00380702,0.00372352,0.003641851,0.003561974,0.003483849,0.003407437,0.003332701,0.003259605,0.003188111,0.003118186,0.003049794,0.002982903,0.002917478,0.002853489,0.002790903,0.00272969,0.002669819,0.002611262,0.002553988,0.002497971,0.002443183,0.002389596,0.002337185,0.002285923,0.002235786,0.002186748,0.002138786,0.002091875,0.002045994,0.002001119,0.001957228,0.0019143,0.001872313,0.001831248,0.001791083,0.001751798,0.001713376,0.001675796,0.001639041,0.001603092,0.001567931,0.001533541,0.001499906,0.001467008,0.001434832,0.001403362,0.001372581,0.001342476,0.001313032,0.001284233,0.001256066,0.001228516,0.001201571,0.001175217,0.00114944,0.00112423,0.001099572,0.001075455,0.001051867,0.001028796,0.001006231,0.000984161,0.000962576,0.000941463,0.000920814,0.000900618,0.000880864,0.000861544
65,0.025132023,0.024569633,0.024019828,0.023482326,0.022956852,0.022443137,0.021940917,0.021449936,0.020969942,0.020500688,0.020041936,0.019593449,0.019154998,0.018726359,0.018307311,0.017897641,0.017497138,0.017105597,0.016722818,0.016348604,0.015982764,0.015625111,0.015275462,0.014933636,0.01459946,0.014272762,0.013953374,0.013641133,0.01333588,0.013037457,0.012745713,0.012460496,0.012181663,0.011909068,0.011642574,0.011382043,0.011127343,0.010878341,0.010634912,0.01039693,0.010164274,0.009936823,0.009714463,0.009497078,0.009284558,0.009076794,0.008873678,0.008675108,0.008480982,0.008291199,0.008105664,0.00792428,0.007746955,0.007573598,0.00740412,0.007238435,0.007076458,0.006918105,0.006763295,0.00661195,0.006463992,0.006319344,0.006177934,0.006039688,0.005904535,0.005772407,0.005643235,0.005516954,0.005393499,0.005272806,0.005154814,0.005039463,0.004926693,0.004816446,0.004708666,0.004603299,0.004500289,0.004399584,0.004301132,0.004204884,0.00411079,0.004018801,0.00392887,0.003840952,0.003755002,0.003670975,0.003588828,0.003508519,0.003430007,0.003353253,0.003278215,0.003204857,0.003133141,0.003063029,0.002994487,0.002927478,0.002861968,0.002797925,0.002735315,0.002674105,0.002614266,0.002555765,0.002498574,0.002442662,0.002388002,0.002334564,0.002282323,0.00223125,0.002181321,0.002132508,0.002084788,0.002038136,0.001992528,0.00194794,0.00190435,0.001861736,0.001820075,0.001779346,0.001739529,0.001700603,0.001662548,0.001625344,0.001588973,0.001553416,0.001518655,0.001484671,0.001451448,0.001418968,0.001387216,0.001356173,0.001325826,0.001296157,0.001267152,0.001238797,0.001211076,0.001183975,0.001157481,0.001131579,0.001106257,0.001081502,0.001057301,0.001033641,0.001010511,0.000987898,0.000965792,0.00094418,0.000923052,0.000902396,0.000882203,0.000862461
66,0.026519378,0.025914698,0.025323805,0.024746385,0.024182132,0.023630744,0.023091928,0.022565399,0.022050875,0.021548083,0.021056755,0.020576631,0.020107453,0.019648974,0.019200949,0.018763139,0.018335313,0.017917241,0.017508702,0.017109478,0.016719357,0.016338131,0.015965598,0.015601559,0.015245821,0.014898194,0.014558493,0.014226539,0.013902153,0.013585163,0.013275402,0.012972703,0.012676907,0.012387855,0.012105394,0.011829373,0.011559646,0.01129607,0.011038503,0.010786809,0.010540854,0.010300507,0.010065641,0.009836129,0.009611851,0.009392687,0.00917852,0.008969236,0.008764725,0.008564876,0.008369585,0.008178746,0.007992259,0.007810024,0.007631944,0.007457924,0.007287873,0.007121699,0.006959313,0.006800631,0.006645567,0.006494038,0.006345965,0.006201267,0.006059869,0.005921696,0.005786672,0.005654728,0.005525792,0.005399796,0.005276672,0.005156357,0.005038784,0.004923893,0.004811621,0.004701909,0.004594698,0.004489933,0.004387556,0.004287513,0.004189751,0.004094219,0.004000865,0.003909639,0.003820494,0.003733381,0.003648254,0.003565069,0.00348378,0.003404345,0.003326721,0.003250867,0.003176742,0.003104308,0.003033525,0.002964356,0.002896765,0.002830714,0.00276617,0.002703097,0.002641463,0.002581233,0.002522378,0.002464864,0.002408661,0.00235374,0.002300072,0.002247627,0.002196377,0.002146297,0.002097358,0.002049535,0.002002803,0.001957136,0.001912511,0.001868903,0.001826289,0.001784647,0.001743954,0.00170419,0.001665332,0.00162736,0.001590253,0.001553993,0.00151856,0.001483935,0.001450099,0.001417034,0.001384724,0.00135315,0.001322296,0.001292146,0.001262683,0.001233892,0.001205758,0.001178265,0.001151399,0.001125145,0.00109949,0.00107442,0.001049922,0.001025982,0.001002588,0.000979728,0.000957388,0.000935559,0.000914227,0.000893381,0.00087301,0.000853105
67,0.027817552,0.027170597,0.026538689,0.025921478,0.02531862,0.024729784,0.024154642,0.023592876,0.023044175,0.022508236,0.02198476,0.02147346,0.02097405,0.020486256,0.020009806,0.019544436,0.01908989,0.018645916,0.018212267,0.017788703,0.01737499,0.016970899,0.016576206,0.016190692,0.015814144,0.015446354,0.015087117,0.014736235,0.014393514,0.014058763,0.013731798,0.013412437,0.013100503,0.012795824,0.012498231,0.012207559,0.011923647,0.011646338,0.011375478,0.011110918,0.010852511,0.010600114,0.010353586,0.010112792,0.009877598,0.009647875,0.009423493,0.009204331,0.008990265,0.008781178,0.008576954,0.008377479,0.008182644,0.007992339,0.007806461,0.007624906,0.007447573,0.007274364,0.007105184,0.006939938,0.006778536,0.006620887,0.006466905,0.006316504,0.0061696,0.006026114,0.005885964,0.005749074,0.005615367,0.00548477,0.005357211,0.005232618,0.005110923,0.004992058,0.004875957,0.004762557,0.004651794,0.004543607,0.004437936,0.004334722,0.004233909,0.004135441,0.004039263,0.003945322,0.003853565,0.003763943,0.003676404,0.003590902,0.003507388,0.003425817,0.003346142,0.003268321,0.003192309,0.003118066,0.003045549,0.002974718,0.002905535,0.002837961,0.002771958,0.002707491,0.002644522,0.002583018,0.002522945,0.002464269,0.002406957,0.002350978,0.002296302,0.002242896,0.002190733,0.002139783,0.002090018,0.002041411,0.001993933,0.00194756,0.001902266,0.001858025,0.001814813,0.001772605,0.00173138,0.001691113,0.001651783,0.001613367,0.001575845,0.001539195,0.001503398,0.001468434,0.001434282,0.001400925,0.001368344,0.00133652,0.001305436,0.001275076,0.001245421,0.001216456,0.001188165,0.001160532,0.001133542,0.001107179,0.001081429,0.001056278,0.001031712,0.001007718,0.000984281,0.00096139,0.00093903,0.000917191,0.00089586,0.000875025,0.000854675,0.000834797
68,0.029157084,0.028466135,0.027791559,0.027132968,0.026489985,0.025862239,0.025249369,0.024651022,0.024066855,0.023496531,0.022939722,0.022396108,0.021865376,0.021347222,0.020841346,0.020347459,0.019865275,0.019394518,0.018934916,0.018486206,0.01804813,0.017620434,0.017202874,0.016795209,0.016397205,0.016008632,0.015629268,0.015258893,0.014897296,0.014544267,0.014199605,0.01386311,0.013534589,0.013213853,0.012900718,0.012595003,0.012296533,0.012005136,0.011720645,0.011442895,0.011171727,0.010906985,0.010648517,0.010396174,0.01014981,0.009909285,0.00967446,0.0094452,0.009221372,0.009002849,0.008789504,0.008581215,0.008377861,0.008179327,0.007985498,0.007796261,0.007611509,0.007431136,0.007255037,0.00708311,0.006915258,0.006751384,0.006591393,0.006435194,0.006282696,0.006133812,0.005988456,0.005846544,0.005707996,0.005572731,0.005440671,0.005311741,0.005185866,0.005062974,0.004942994,0.004825858,0.004711497,0.004599846,0.004490841,0.00438442,0.00428052,0.004179082,0.004080049,0.003983362,0.003888966,0.003796807,0.003706832,0.00361899,0.003533229,0.0034495,0.003367756,0.003287948,0.003210032,0.003133962,0.003059695,0.002987188,0.002916399,0.002847288,0.002779815,0.00271394,0.002649626,0.002586837,0.002525535,0.002465686,0.002407256,0.00235021,0.002294516,0.002240142,0.002187056,0.002135228,0.002084629,0.002035228,0.001986998,0.001939911,0.00189394,0.001849059,0.001805241,0.001762461,0.001720695,0.001679919,0.001640109,0.001601243,0.001563297,0.001526251,0.001490083,0.001454771,0.001420297,0.00138664,0.00135378,0.001321698,0.001290378,0.001259799,0.001229945,0.001200798,0.001172342,0.001144561,0.001117437,0.001090957,0.001065104,0.001039864,0.001015222,0.000991163,0.000967675,0.000944744,0.000922356,0.000900498,0.000879159,0.000858325,0.000837985,0.000818127
69,0.030560933,0.029827608,0.029111879,0.028413324,0.027731532,0.0270661,0.026416635,0.025782754,0.025164084,0.024560259,0.023970923,0.023395728,0.022834336,0.022286414,0.02175164,0.021229698,0.020720281,0.020223087,0.019737824,0.019264205,0.01880195,0.018350788,0.017910451,0.017480681,0.017061223,0.01665183,0.016252261,0.01586228,0.015481656,0.015110166,0.01474759,0.014393714,0.014048329,0.013711232,0.013382224,0.013061111,0.012747703,0.012441815,0.012143267,0.011851884,0.011567492,0.011289924,0.011019016,0.010754609,0.010496547,0.010244677,0.009998851,0.009758923,0.009524753,0.009296201,0.009073134,0.00885542,0.008642929,0.008435538,0.008233123,0.008035565,0.007842747,0.007654557,0.007470882,0.007291614,0.007116648,0.00694588,0.00677921,0.00661654,0.006457772,0.006302815,0.006151576,0.006003965,0.005859897,0.005719286,0.005582049,0.005448105,0.005317375,0.005189781,0.00506525,0.004943707,0.00482508,0.0047093,0.004596298,0.004486007,0.004378363,0.004273302,0.004170762,0.004070682,0.003973004,0.00387767,0.003784623,0.003693809,0.003605174,0.003518666,0.003434234,0.003351828,0.003271399,0.0031929,0.003116285,0.003041508,0.002968526,0.002897294,0.002827772,0.002759918,0.002693693,0.002629056,0.002565971,0.002504399,0.002444305,0.002385652,0.002328407,0.002272536,0.002218005,0.002164783,0.002112838,0.002062139,0.002012657,0.001964363,0.001917227,0.001871222,0.001826321,0.001782497,0.001739725,0.00169798,0.001657236,0.00161747,0.001578658,0.001540777,0.001503805,0.001467721,0.001432502,0.001398128,0.00136458,0.001331836,0.001299878,0.001268686,0.001238244,0.001208531,0.001179532,0.001151229,0.001123604,0.001096643,0.001070328,0.001044645,0.001019578,0.000995113,0.000971235,0.00094793,0.000925184,0.000902983,0.000881316,0.000860168,0.000839528,0.000819383
70,0.032461436,0.031675321,0.030908243,0.030159742,0.029429366,0.028716678,0.028021249,0.027342662,0.026680507,0.026034388,0.025403916,0.024788712,0.024188407,0.023602638,0.023031056,0.022473315,0.021929081,0.021398027,0.020879833,0.020374188,0.019880789,0.019399338,0.018929546,0.018471131,0.018023818,0.017587337,0.017161426,0.01674583,0.016340298,0.015944586,0.015558458,0.01518168,0.014814027,0.014455277,0.014105215,0.013763631,0.013430319,0.013105078,0.012787714,0.012478035,0.012175856,0.011880994,0.011593273,0.01131252,0.011038566,0.010771246,0.0105104,0.010255871,0.010007506,0.009765155,0.009528673,0.009297918,0.009072751,0.008853038,0.008638644,0.008429443,0.008225308,0.008026117,0.007831749,0.007642089,0.007457021,0.007276435,0.007100222,0.006928277,0.006760496,0.006596777,0.006437024,0.006281139,0.00612903,0.005980603,0.005835772,0.005694448,0.005556546,0.005421983,0.00529068,0.005162556,0.005037535,0.004915541,0.004796502,0.004680346,0.004567002,0.004456404,0.004348484,0.004243177,0.00414042,0.004040152,0.003942312,0.003846842,0.003753683,0.00366278,0.003574079,0.003487526,0.003403069,0.003320657,0.003240241,0.003161773,0.003085204,0.00301049,0.002937586,0.002866446,0.00279703,0.002729295,0.0026632,0.002598705,0.002535773,0.002474364,0.002414443,0.002355972,0.002298918,0.002243245,0.002188921,0.002135912,0.002084187,0.002033714,0.001984464,0.001936406,0.001889513,0.001843755,0.001799105,0.001755536,0.001713022,0.001671538,0.001631059,0.001591559,0.001553017,0.001515408,0.001478709,0.001442899,0.001407957,0.001373861,0.00134059,0.001308125,0.001276446,0.001245535,0.001215372,0.001185939,0.001157219,0.001129195,0.00110185,0.001075166,0.001049129,0.001023722,0.000998931,0.00097474,0.000951135,0.000928101,0.000905625,0.000883694,0.000862294,0.000841412
71,0.035202832,0.034342567,0.033503324,0.03268459,0.031885864,0.031106656,0.03034649,0.029604901,0.028881435,0.028175648,0.027487108,0.026815395,0.026160096,0.025520812,0.02489715,0.024288728,0.023695175,0.023116127,0.022551229,0.022000135,0.021462509,0.020938022,0.020426351,0.019927184,0.019440216,0.018965147,0.018501689,0.018049555,0.017608471,0.017178166,0.016758377,0.016348845,0.015949322,0.015559562,0.015179327,0.014808384,0.014446506,0.014093471,0.013749063,0.013413072,0.013085291,0.012765521,0.012453565,0.012149232,0.011852336,0.011562696,0.011280134,0.011004477,0.010735556,0.010473207,0.010217269,0.009967586,0.009724004,0.009486375,0.009254552,0.009028395,0.008807765,0.008592526,0.008382547,0.008177699,0.007977858,0.0077829,0.007592706,0.00740716,0.007226148,0.00704956,0.006877287,0.006709224,0.006545268,0.006385319,0.006229278,0.006077051,0.005928544,0.005783665,0.005642328,0.005504444,0.00536993,0.005238703,0.005110682,0.004985791,0.004863951,0.004745089,0.004629131,0.004516007,0.004405648,0.004297985,0.004192954,0.004090489,0.003990528,0.00389301,0.003797875,0.003705064,0.003614522,0.003526193,0.003440022,0.003355957,0.003273946,0.003193939,0.003115888,0.003039743,0.00296546,0.002892992,0.002822295,0.002753325,0.002686041,0.002620401,0.002556365,0.002493895,0.00243295,0.002373495,0.002315493,0.002258909,0.002203707,0.002149854,0.002097317,0.002046064,0.001996064,0.001947285,0.001899698,0.001853275,0.001807986,0.001763803,0.0017207,0.001678651,0.001637629,0.00159761,0.001558568,0.001520481,0.001483324,0.001447076,0.001411713,0.001377214,0.001343559,0.001310726,0.001278695,0.001247447,0.001216963,0.001187223,0.001158211,0.001129907,0.001102295,0.001075358,0.001049079,0.001023442,0.000998432,0.000974033,0.00095023,0.000927009,0.000904355,0.000882255
72,0.038484316,0.037546673,0.036631875,0.035739366,0.034868602,0.034019054,0.033190204,0.032381549,0.031592596,0.030822865,0.030071888,0.029339208,0.02862438,0.027926967,0.027246547,0.026582704,0.025935036,0.025303148,0.024686655,0.024085182,0.023498364,0.022925843,0.022367272,0.021822309,0.021290624,0.020771894,0.020265802,0.01977204,0.019290308,0.018820314,0.018361771,0.017914399,0.017477928,0.017052091,0.016636629,0.016231289,0.015835826,0.015449997,0.015073569,0.014706313,0.014348004,0.013998425,0.013657364,0.013324612,0.012999967,0.012683232,0.012374215,0.012072726,0.011778583,0.011491606,0.011211621,0.010938458,0.010671951,0.010411936,0.010158257,0.009910758,0.00966929,0.009433705,0.009203859,0.008979614,0.008760832,0.008547381,0.00833913,0.008135953,0.007937726,0.007744329,0.007555644,0.007371557,0.007191954,0.007016727,0.00684577,0.006678977,0.006516249,0.006357485,0.00620259,0.006051468,0.005904028,0.005760181,0.005619838,0.005482915,0.005349328,0.005218995,0.005091838,0.004967779,0.004846743,0.004728655,0.004613445,0.004501042,0.004391377,0.004284385,0.004179999,0.004078156,0.003978795,0.003881854,0.003787276,0.003695001,0.003604975,0.003517143,0.00343145,0.003347845,0.003266277,0.003186697,0.003109055,0.003033305,0.002959401,0.002887297,0.002816951,0.002748318,0.002681357,0.002616028,0.00255229,0.002490105,0.002429436,0.002370244,0.002312495,0.002256153,0.002201183,0.002147553,0.002095229,0.00204418,0.001994375,0.001945784,0.001898376,0.001852124,0.001806998,0.001762972,0.001720018,0.001678111,0.001637225,0.001597336,0.001558418,0.001520448,0.001483403,0.001447261,0.001412,0.001377597,0.001344033,0.001311287,0.001279338,0.001248168,0.001217757,0.001188088,0.001159141,0.001130899,0.001103346,0.001076463,0.001050236,0.001024648,0.000999683,0.000975327
73,0.042687554,0.04165033,0.040638308,0.039650876,0.038687436,0.037747407,0.036830218,0.035935315,0.035062157,0.034210215,0.033378973,0.032567929,0.031776591,0.031004482,0.030251133,0.029516089,0.028798906,0.028099148,0.027416393,0.026750228,0.02610025,0.025466064,0.024847288,0.024243547,0.023654476,0.023079719,0.022518926,0.02197176,0.021437889,0.02091699,0.020408748,0.019912855,0.019429011,0.018956924,0.018496307,0.018046883,0.017608379,0.017180529,0.016763076,0.016355766,0.015958352,0.015570595,0.01519226,0.014823118,0.014462945,0.014111523,0.013768641,0.013434089,0.013107667,0.012789176,0.012478424,0.012175223,0.011879388,0.011590742,0.01130911,0.01103432,0.010766208,0.01050461,0.010249368,0.010000328,0.00975734,0.009520256,0.009288932,0.009063229,0.00884301,0.008628142,0.008418495,0.008213942,0.008014359,0.007819626,0.007629624,0.007444239,0.007263358,0.007086873,0.006914676,0.006746662,0.006582732,0.006422784,0.006266723,0.006114454,0.005965884,0.005820925,0.005679488,0.005541487,0.00540684,0.005275464,0.005147281,0.005022212,0.004900182,0.004781117,0.004664945,0.004551596,0.004441001,0.004333093,0.004227807,0.00412508,0.004024848,0.003927052,0.003831633,0.003738531,0.003647692,0.003559061,0.003472582,0.003388205,0.003305878,0.003225552,0.003147177,0.003070707,0.002996095,0.002923296,0.002852265,0.002782961,0.00271534,0.002649363,0.002584988,0.002522178,0.002460894,0.002401099,0.002342757,0.002285833,0.002230291,0.0021761,0.002123225,0.002071634,0.002021298,0.001972184,0.001924264,0.001877508,0.001831888,0.001787377,0.001743947,0.001701573,0.001660228,0.001619887,0.001580527,0.001542123,0.001504653,0.001468093,0.001432421,0.001397616,0.001363656,0.001330522,0.001298193,0.00126665,0.001235872,0.001205843,0.001176544,0.001147956,0.001120063,0.001092847
74,0.04746913,0.046322509,0.045203586,0.04411169,0.043046169,0.042006386,0.040991719,0.040001561,0.03903532,0.038092419,0.037172294,0.036274395,0.035398184,0.034543139,0.033708747,0.032894509,0.03209994,0.031324564,0.030567917,0.029829547,0.029109012,0.028405882,0.027719735,0.027050163,0.026396765,0.025759149,0.025136935,0.02452975,0.023937233,0.023359027,0.022794788,0.022244178,0.021706869,0.021182538,0.020670872,0.020171566,0.01968432,0.019208844,0.018744853,0.01829207,0.017850223,0.01741905,0.016998292,0.016587697,0.01618702,0.015796021,0.015414467,0.01504213,0.014678786,0.014324219,0.013978216,0.013640571,0.013311082,0.012989552,0.012675789,0.012369604,0.012070816,0.011779244,0.011494716,0.01121706,0.010946111,0.010681707,0.01042369,0.010171905,0.009926202,0.009686433,0.009452457,0.009224132,0.009001323,0.008783895,0.008571719,0.008364669,0.00816262,0.007965451,0.007773045,0.007585287,0.007402063,0.007223266,0.007048788,0.006878524,0.006712372,0.006550235,0.006392013,0.006237614,0.006086944,0.005939913,0.005796434,0.005656421,0.00551979,0.005386459,0.005256348,0.005129381,0.00500548,0.004884573,0.004766585,0.004651448,0.004539092,0.00442945,0.004322456,0.004218047,0.00411616,0.004016734,0.003919709,0.003825028,0.003732635,0.003642473,0.003554488,0.003468629,0.003384844,0.003303083,0.003223297,0.003145438,0.00306946,0.002995317,0.002922965,0.00285236,0.002783461,0.002716227,0.002650616,0.00258659,0.002524111,0.002463141,0.002403643,0.002345583,0.002288926,0.002233636,0.002179683,0.002127032,0.002075654,0.002025516,0.00197659,0.001928845,0.001882254,0.001836788,0.00179242,0.001749124,0.001706874,0.001665644,0.00162541,0.001586148,0.001547835,0.001510447,0.001473962,0.001438358,0.001403615,0.00136971,0.001336625,0.001304338,0.001272832,0.001242087
75,0.052726776,0.051464104,0.050231669,0.049028748,0.047854634,0.046708637,0.045590084,0.044498317,0.043432695,0.042392592,0.041377397,0.040386514,0.039419359,0.038475366,0.037553978,0.036654656,0.03577687,0.034920105,0.034083857,0.033267635,0.032470959,0.031693362,0.030934387,0.030193587,0.029470527,0.028764783,0.028075939,0.027403592,0.026747345,0.026106814,0.025481622,0.024871402,0.024275795,0.023694451,0.023127029,0.022573196,0.022032625,0.021505,0.020990009,0.020487352,0.019996732,0.019517861,0.019050458,0.018594248,0.018148963,0.017714341,0.017290127,0.016876073,0.016471934,0.016077473,0.015692458,0.015316663,0.014949868,0.014591857,0.014242419,0.013901349,0.013568447,0.013243517,0.012926369,0.012616815,0.012314674,0.012019769,0.011731926,0.011450976,0.011176754,0.010909099,0.010647854,0.010392865,0.010143982,0.00990106,0.009663955,0.009432527,0.009206642,0.008986167,0.008770971,0.008560928,0.008355916,0.008155813,0.007960502,0.007769868,0.007583799,0.007402187,0.007224923,0.007051904,0.006883029,0.006718198,0.006557314,0.006400283,0.006247013,0.006097413,0.005951395,0.005808874,0.005669766,0.00553399,0.005401465,0.005272114,0.00514586,0.00502263,0.00490235,0.004784951,0.004670364,0.004558521,0.004449356,0.004342805,0.004238806,0.004137297,0.004038219,0.003941514,0.003847125,0.003754996,0.003665073,0.003577304,0.003491637,0.003408021,0.003326408,0.003246749,0.003168997,0.003093108,0.003019036,0.002946737,0.002876171,0.002807294,0.002740066,0.002674448,0.002610402,0.00254789,0.002486874,0.00242732,0.002369192,0.002312456,0.002257078,0.002203027,0.00215027,0.002098776,0.002048516,0.001999459,0.001951577,0.001904842,0.001859226,0.001814702,0.001771245,0.001728828,0.001687427,0.001647017,0.001607575,0.001569078,0.001531502,0.001494827,0.00145903,0.00142409
76,0.058228695,0.056855542,0.055514771,0.054205618,0.052927337,0.051679201,0.050460498,0.049270535,0.048108634,0.046974133,0.045866386,0.044784761,0.043728644,0.042697432,0.041690538,0.040707389,0.039747424,0.038810098,0.037894875,0.037001236,0.03612867,0.035276681,0.034444784,0.033632505,0.032839381,0.03206496,0.031308802,0.030570476,0.029849561,0.029145646,0.028458332,0.027787225,0.027131945,0.026492117,0.025867378,0.025257372,0.024661751,0.024080176,0.023512316,0.022957846,0.022416453,0.021887827,0.021371666,0.020867678,0.020375575,0.019895077,0.01942591,0.018967807,0.018520506,0.018083755,0.017657302,0.017240907,0.01683433,0.016437342,0.016049715,0.01567123,0.01530167,0.014940825,0.014588489,0.014244462,0.013908549,0.013580556,0.013260299,0.012947593,0.012642262,0.012344131,0.012053031,0.011768796,0.011491263,0.011220276,0.010955678,0.010697321,0.010445056,0.01019874,0.009958232,0.009723397,0.009494099,0.009270208,0.009051598,0.008838142,0.00862972,0.008426214,0.008227506,0.008033485,0.007844038,0.00765906,0.007478443,0.007302086,0.007129888,0.00696175,0.006797578,0.006637277,0.006480756,0.006327926,0.006178701,0.006032994,0.005890724,0.005751808,0.005616169,0.005483728,0.00535441,0.005228142,0.005104852,0.004984469,0.004866925,0.004752153,0.004640087,0.004530664,0.004423822,0.004319499,0.004217636,0.004118175,0.00402106,0.003926235,0.003833647,0.003743241,0.003654968,0.003568776,0.003484617,0.003402443,0.003322206,0.003243862,0.003167365,0.003092672,0.00301974,0.002948528,0.002878996,0.002811103,0.002744812,0.002680083,0.002616881,0.00255517,0.002494914,0.002436078,0.002378631,0.002322538,0.002267767,0.002214289,0.002162071,0.002111085,0.002061301,0.002012692,0.001965228,0.001918884,0.001873633,0.001829449,0.001786306,0.001744182,0.00170305,0.001662889
