PERF2020_Ind_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
61,0.006385553,0.006257446,0.006131909,0.006008891,0.00588834,0.005770208,0.005654446,0.005541007,0.005429843,0.00532091,0.005214162,0.005109555,0.005007047,0.004906596,0.00480816,0.004711698,0.004617172,0.004524542,0.004433771,0.004344821,0.004257655,0.004172238,0.004088534,0.00400651,0.003926132,0.003847366,0.00377018,0.003694542,0.003620422,0.003547789,0.003476614,0.003406866,0.003338517,0.00327154,0.003205906,0.003141589,0.003078563,0.003016801,0.002956278,0.002896969,0.00283885,0.002781897,0.002726086,0.002671396,0.002617802,0.002565284,0.002513819,0.002463387,0.002413966,0.002365537,0.00231808,0.002271574,0.002226002,0.002181344,0.002137582,0.002094698,0.002052674,0.002011493,0.001971139,0.001931594,0.001892842,0.001854868,0.001817655,0.00178119,0.001745455,0.001710438,0.001676123,0.001642497,0.001609545,0.001577254,0.001545611,0.001514603,0.001484217,0.001454441,0.001425262,0.001396668,0.001368648,0.001341191,0.001314284,0.001287917,0.001262078,0.001236759,0.001211947,0.001187633,0.001163806,0.001140458,0.001117578,0.001095157,0.001073186,0.001051656,0.001030558,0.001009883,0.000989622,0.000969769,0.000950313,0.000931248,0.000912565,0.000894257,0.000876317,0.000858736,0.000841508,0.000824626,0.000808082,0.00079187,0.000775984,0.000760416,0.000745161,0.000730211,0.000715562,0.000701206,0.000687138,0.000673353,0.000659844,0.000646606,0.000633634,0.000620922,0.000608465,0.000596258,0.000584296,0.000572574,0.000561087,0.00054983,0.0005388,0.00052799,0.000517398,0.000507018,0.000496846,0.000486878,0.000477111,0.000467539,0.000458159,0.000448967,0.00043996,0.000431134,0.000422484,0.000414008,0.000405703,0.000397563,0.000389587,0.000381772,0.000374112,0.000366607,0.000359252,0.000352045,0.000344982,0.000338061,0.000331279,0.000324633,0.00031812,0.000311738
62,0.007769274,0.007607849,0.007449778,0.007294991,0.007143421,0.006994999,0.006849662,0.006707344,0.006567983,0.006431518,0.006297888,0.006167034,0.0060389,0.005913427,0.005790562,0.005670249,0.005552437,0.005437072,0.005324104,0.005213483,0.005105161,0.004999089,0.004895221,0.004793511,0.004693915,0.004596388,0.004500887,0.004407371,0.004315797,0.004226126,0.004138319,0.004052335,0.003968138,0.003885691,0.003804957,0.0037259,0.003648485,0.00357268,0.003498449,0.00342576,0.003354582,0.003284883,0.003216632,0.003149798,0.003084354,0.003020269,0.002957516,0.002896067,0.002835894,0.002776972,0.002719274,0.002662774,0.002607449,0.002553273,0.002500223,0.002448275,0.002397406,0.002347594,0.002298818,0.002251054,0.002204283,0.002158484,0.002113637,0.002069721,0.002026718,0.001984608,0.001943373,0.001902995,0.001863455,0.001824738,0.001786825,0.001749699,0.001713345,0.001677746,0.001642887,0.001608752,0.001575327,0.001542596,0.001510544,0.001479159,0.001448426,0.001418332,0.001388863,0.001360006,0.001331749,0.001304078,0.001276983,0.001250451,0.00122447,0.001199028,0.001174116,0.001149721,0.001125833,0.001102441,0.001079535,0.001057105,0.001035141,0.001013634,0.000992573,0.00097195,0.000951756,0.000931981,0.000912617,0.000893655,0.000875087,0.000856905,0.000839101,0.000821666,0.000804594,0.000787877,0.000771507,0.000755477,0.00073978,0.00072441,0.000709358,0.00069462,0.000680187,0.000666055,0.000652216,0.000638665,0.000625395,0.000612401,0.000599677,0.000587217,0.000575016,0.000563069,0.00055137,0.000539914,0.000528696,0.000517711,0.000506954,0.000496421,0.000486107,0.000476007,0.000466117,0.000456432,0.000446949,0.000437662,0.000428569,0.000419664,0.000410945,0.000402406,0.000394045,0.000385858,0.000377841,0.000369991,0.000362303,0.000354775,0.000347404,0.000340186
63,0.009242088,0.009042901,0.008848007,0.008657313,0.00847073,0.008288167,0.008109539,0.007934761,0.00776375,0.007596424,0.007432705,0.007272514,0.007115775,0.006962415,0.00681236,0.006665539,0.006521882,0.006381321,0.00624379,0.006109223,0.005977556,0.005848727,0.005722674,0.005599338,0.00547866,0.005360583,0.005245051,0.005132009,0.005021403,0.004913181,0.004807291,0.004703683,0.004602309,0.004503119,0.004406067,0.004311107,0.004218193,0.004127282,0.00403833,0.003951295,0.003866136,0.003782813,0.003701285,0.003621514,0.003543463,0.003467094,0.00339237,0.003319257,0.00324772,0.003177725,0.003109238,0.003042227,0.00297666,0.002912507,0.002849736,0.002788318,0.002728224,0.002669425,0.002611893,0.002555601,0.002500522,0.002446631,0.0023939,0.002342307,0.002291825,0.002242431,0.002194102,0.002146814,0.002100546,0.002055274,0.002010979,0.001967638,0.001925231,0.001883738,0.001843139,0.001803416,0.001764548,0.001726518,0.001689308,0.0016529,0.001617276,0.001582421,0.001548316,0.001514946,0.001482296,0.001450349,0.001419091,0.001388507,0.001358581,0.001329301,0.001300652,0.00127262,0.001245192,0.001218356,0.001192097,0.001166405,0.001141266,0.00111667,0.001092603,0.001069055,0.001046015,0.001023471,0.001001413,0.00097983,0.000958713,0.00093805,0.000917833,0.000898052,0.000878697,0.000859759,0.00084123,0.000823099,0.00080536,0.000788002,0.000771019,0.000754402,0.000738143,0.000722235,0.000706669,0.000691439,0.000676537,0.000661956,0.000647689,0.00063373,0.000620072,0.000606708,0.000593632,0.000580838,0.00056832,0.000556071,0.000544087,0.00053236,0.000520887,0.000509661,0.000498676,0.000487929,0.000477413,0.000467124,0.000457056,0.000447206,0.000437567,0.000428137,0.000418909,0.000409881,0.000401047,0.000392404,0.000383947,0.000375672,0.000367575,0.000359653
64,0.010710144,0.010470366,0.010235955,0.010006793,0.009782761,0.009563745,0.009349632,0.009140313,0.00893568,0.008735628,0.008540055,0.00834886,0.008161946,0.007979216,0.007800578,0.007625939,0.007455209,0.007288302,0.007125132,0.006965615,0.006809669,0.006657214,0.006508172,0.006362467,0.006220025,0.006080771,0.005944635,0.005811546,0.005681438,0.005554242,0.005429893,0.005308329,0.005189486,0.005073304,0.004959723,0.004848685,0.004740133,0.004634011,0.004530265,0.004428841,0.004329688,0.004232755,0.004137993,0.004045351,0.003954784,0.003866244,0.003779687,0.003695067,0.003612342,0.003531469,0.003452407,0.003375114,0.003299552,0.003225682,0.003153466,0.003082866,0.003013847,0.002946373,0.002880409,0.002815923,0.00275288,0.002691249,0.002630997,0.002572094,0.00251451,0.002458216,0.002403181,0.002349379,0.002296781,0.002245361,0.002195091,0.002145948,0.002097904,0.002050937,0.00200502,0.001960132,0.001916248,0.001873348,0.001831407,0.001790406,0.001750322,0.001711136,0.001672827,0.001635376,0.001598763,0.00156297,0.001527978,0.00149377,0.001460327,0.001427634,0.001395672,0.001364425,0.001333879,0.001304016,0.001274822,0.001246281,0.001218379,0.001191102,0.001164436,0.001138366,0.001112881,0.001087966,0.001063608,0.001039796,0.001016517,0.000993759,0.000971511,0.000949761,0.000928498,0.000907711,0.000887389,0.000867522,0.0008481,0.000829113,0.00081055,0.000792404,0.000774664,0.00075732,0.000740366,0.00072379,0.000707586,0.000691745,0.000676258,0.000661118,0.000646317,0.000631847,0.000617701,0.000603872,0.000590353,0.000577136,0.000564215,0.000551583,0.000539234,0.000527162,0.00051536,0.000503822,0.000492543,0.000481516,0.000470735,0.000460197,0.000449894,0.000439821,0.000429975,0.000420349,0.000410938,0.000401738,0.000392744,0.000383951,0.000375355,0.000366952
65,0.012081949,0.011800601,0.011525805,0.011257408,0.010995261,0.010739218,0.010489138,0.010244882,0.010006313,0.0097733,0.009545713,0.009323425,0.009106314,0.008894259,0.008687142,0.008484847,0.008287264,0.008094282,0.007905793,0.007721694,0.007541882,0.007366257,0.007194722,0.007027181,0.006863541,0.006703713,0.006547606,0.006395134,0.006246213,0.00610076,0.005958694,0.005819936,0.005684409,0.005552039,0.005422751,0.005296473,0.005173136,0.005052671,0.004935011,0.004820092,0.004707848,0.004598218,0.004491141,0.004386558,0.00428441,0.00418464,0.004087194,0.003992017,0.003899056,0.003808261,0.003719579,0.003632963,0.003548363,0.003465734,0.003385029,0.003306203,0.003229212,0.003154015,0.003080569,0.003008833,0.002938767,0.002870333,0.002803493,0.002738209,0.002674445,0.002612166,0.002551338,0.002491926,0.002433897,0.00237722,0.002321863,0.002267794,0.002214985,0.002163405,0.002113027,0.002063822,0.002015762,0.001968822,0.001922975,0.001878195,0.001834458,0.00179174,0.001750017,0.001709265,0.001669462,0.001630585,0.001592615,0.001555528,0.001519305,0.001483926,0.00144937,0.001415619,0.001382654,0.001350457,0.001319009,0.001288294,0.001258294,0.001228992,0.001200373,0.001172421,0.001145119,0.001118453,0.001092408,0.00106697,0.001042123,0.001017856,0.000994153,0.000971003,0.000948392,0.000926307,0.000904736,0.000883668,0.00086309,0.000842992,0.000823361,0.000804188,0.000785461,0.000767171,0.000749306,0.000731857,0.000714814,0.000698169,0.000681911,0.000666031,0.000650522,0.000635373,0.000620578,0.000606127,0.000592012,0.000578226,0.000564761,0.00055161,0.000538764,0.000526218,0.000513965,0.000501996,0.000490306,0.000478889,0.000467737,0.000456845,0.000446207,0.000435816,0.000425667,0.000415755,0.000406073,0.000396617,0.000387381,0.000378361,0.00036955,0.000360944
66,0.013380277,0.01305588,0.012739347,0.012430489,0.012129118,0.011835055,0.01154812,0.011268142,0.010994953,0.010728386,0.010468282,0.010214484,0.00996684,0.009725199,0.009489417,0.009259352,0.009034864,0.008815818,0.008602084,0.008393531,0.008190035,0.007991472,0.007797723,0.007608671,0.007424203,0.007244208,0.007068576,0.006897202,0.006729983,0.006566819,0.00640761,0.006252261,0.006100678,0.005952771,0.005808449,0.005667626,0.005530218,0.005396141,0.005265314,0.00513766,0.0050131,0.00489156,0.004772967,0.004657249,0.004544337,0.004434162,0.004326658,0.00422176,0.004119406,0.004019533,0.003922082,0.003826993,0.00373421,0.003643676,0.003555337,0.00346914,0.003385033,0.003302964,0.003222886,0.003144749,0.003068506,0.002994112,0.002921521,0.002850691,0.002781577,0.002714139,0.002648337,0.002584129,0.002521478,0.002460346,0.002400697,0.002342493,0.002285701,0.002230285,0.002176213,0.002123452,0.00207197,0.002021736,0.00197272,0.001924893,0.001878225,0.001832688,0.001788256,0.001744901,0.001702597,0.001661318,0.00162104,0.001581739,0.001543391,0.001505972,0.001469461,0.001433834,0.001399072,0.001365152,0.001332055,0.00129976,0.001268248,0.0012375,0.001207497,0.001178222,0.001149657,0.001121784,0.001094587,0.001068049,0.001042155,0.001016889,0.000992235,0.000968179,0.000944706,0.000921802,0.000899453,0.000877646,0.000856368,0.000835606,0.000815347,0.00079558,0.000776291,0.000757471,0.000739106,0.000721187,0.000703702,0.000686641,0.000669994,0.00065375,0.000637901,0.000622435,0.000607344,0.00059262,0.000578252,0.000564233,0.000550553,0.000537205,0.000524181,0.000511472,0.000499072,0.000486972,0.000475166,0.000463646,0.000452405,0.000441437,0.000430734,0.000420291,0.000410102,0.000400159,0.000390457,0.000380991,0.000371754,0.000362741,0.000353947,0.000345365
67,0.014661987,0.014293223,0.013933734,0.013583286,0.013241653,0.012908612,0.012583947,0.012267448,0.011958909,0.011658131,0.011364917,0.011079078,0.010800428,0.010528786,0.010263976,0.010005827,0.00975417,0.009508843,0.009269686,0.009036544,0.008809265,0.008587703,0.008371714,0.008161157,0.007955896,0.007755797,0.007560731,0.00737057,0.007185193,0.007004478,0.006828308,0.00665657,0.00648915,0.006325941,0.006166838,0.006011735,0.005860534,0.005713136,0.005569444,0.005429367,0.005292813,0.005159694,0.005029922,0.004903414,0.004780089,0.004659864,0.004542664,0.004428412,0.004317032,0.004208455,0.004102608,0.003999423,0.003898833,0.003800774,0.003705181,0.003611991,0.003521146,0.003432586,0.003346253,0.003262091,0.003180046,0.003100065,0.003022095,0.002946086,0.002871989,0.002799756,0.002729339,0.002660693,0.002593774,0.002528538,0.002464943,0.002402947,0.002342511,0.002283594,0.002226159,0.002170169,0.002115587,0.002062378,0.002010507,0.001959941,0.001910646,0.001862592,0.001815746,0.001770078,0.001725558,0.001682159,0.001639851,0.001598607,0.0015584,0.001519205,0.001480996,0.001443747,0.001407435,0.001372037,0.001337529,0.001303889,0.001271094,0.001239125,0.00120796,0.001177578,0.001147961,0.001119089,0.001090943,0.001063504,0.001036756,0.001010681,0.000985261,0.000960481,0.000936323,0.000912774,0.000889817,0.000867437,0.00084562,0.000824352,0.000803619,0.000783407,0.000763703,0.000744495,0.000725771,0.000707517,0.000689722,0.000672375,0.000655464,0.000638978,0.000622907,0.000607241,0.000591968,0.000577079,0.000562565,0.000548416,0.000534623,0.000521176,0.000508068,0.00049529,0.000482833,0.000470689,0.000458851,0.00044731,0.00043606,0.000425093,0.000414401,0.000403979,0.000393818,0.000383913,0.000374257,0.000364844,0.000355668,0.000346723,0.000338002,0.000329501
68,0.016152551,0.015731277,0.015320991,0.014921405,0.014532241,0.014153227,0.013784098,0.013424595,0.01307447,0.012733475,0.012401374,0.012077935,0.011762931,0.011456143,0.011157356,0.010866362,0.010582957,0.010306944,0.010038129,0.009776326,0.00952135,0.009273024,0.009031175,0.008795634,0.008566236,0.00834282,0.008125232,0.007913318,0.007706932,0.007505928,0.007310166,0.00711951,0.006933827,0.006752986,0.006576862,0.006405331,0.006238274,0.006075574,0.005917118,0.005762794,0.005612495,0.005466116,0.005323554,0.005184711,0.005049489,0.004917794,0.004789533,0.004664618,0.00454296,0.004424476,0.004309081,0.004196696,0.004087243,0.003980644,0.003876825,0.003775713,0.003677239,0.003581334,0.003487929,0.003396961,0.003308365,0.00322208,0.003138045,0.003056202,0.002976493,0.002898863,0.002823258,0.002749625,0.002677912,0.00260807,0.002540049,0.002473802,0.002409283,0.002346447,0.002285249,0.002225648,0.002167601,0.002111068,0.002056009,0.002002387,0.001950163,0.0018993,0.001849765,0.001801521,0.001754536,0.001708776,0.00166421,0.001620806,0.001578533,0.001537364,0.001497268,0.001458218,0.001420186,0.001383146,0.001347073,0.00131194,0.001277723,0.001244399,0.001211944,0.001180335,0.001149551,0.00111957,0.00109037,0.001061932,0.001034236,0.001007262,0.000980992,0.000955407,0.000930489,0.000906221,0.000882586,0.000859567,0.000837149,0.000815315,0.000794051,0.000773341,0.000753172,0.000733529,0.000714397,0.000695765,0.000677619,0.000659946,0.000642734,0.000625971,0.000609645,0.000593745,0.00057826,0.000563178,0.00054849,0.000534185,0.000520253,0.000506684,0.000493469,0.000480599,0.000468065,0.000455857,0.000443968,0.000432389,0.000421112,0.000410129,0.000399432,0.000389015,0.000378869,0.000368988,0.000359364,0.000349991,0.000340863,0.000331973,0.000323315,0.000314883
69,0.017873192,0.017390559,0.016920959,0.016464039,0.016019457,0.01558688,0.015165985,0.014756455,0.014357983,0.013970272,0.01359303,0.013225975,0.012868831,0.012521332,0.012183216,0.01185423,0.011534128,0.01122267,0.010919622,0.010624757,0.010337855,0.010058699,0.009787082,0.0095228,0.009265654,0.009015452,0.008772006,0.008535133,0.008304658,0.008080405,0.007862209,0.007649904,0.007443332,0.007242338,0.007046772,0.006856487,0.00667134,0.006491192,0.006315909,0.006145359,0.005979415,0.005817952,0.005660848,0.005507987,0.005359254,0.005214537,0.005073728,0.004936721,0.004803414,0.004673706,0.004547501,0.004424704,0.004305223,0.004188968,0.004075853,0.003965792,0.003858703,0.003754505,0.003653122,0.003554476,0.003458494,0.003365103,0.003274235,0.00318582,0.003099793,0.003016088,0.002934644,0.0028554,0.002778295,0.002703272,0.002630275,0.002559249,0.002490141,0.002422899,0.002357473,0.002293814,0.002231874,0.002171606,0.002112966,0.002055909,0.002000393,0.001946376,0.001893817,0.001842678,0.00179292,0.001744506,0.001697398,0.001651563,0.001606966,0.001563572,0.001521351,0.00148027,0.001440298,0.001401405,0.001363563,0.001326742,0.001290916,0.001256057,0.001222139,0.001189138,0.001157027,0.001125784,0.001095384,0.001065805,0.001037025,0.001009022,0.000981775,0.000955264,0.000929469,0.00090437,0.000879949,0.000856188,0.000833068,0.000810573,0.000788685,0.000767388,0.000746666,0.000726503,0.000706885,0.000687797,0.000669225,0.000651153,0.00063357,0.000616462,0.000599815,0.000583618,0.000567859,0.000552525,0.000537605,0.000523088,0.000508963,0.000495219,0.000481847,0.000468835,0.000456175,0.000443857,0.000431871,0.00042021,0.000408863,0.000397822,0.000387079,0.000376627,0.000366457,0.000356561,0.000346933,0.000337565,0.00032845,0.00031958,0.000310951,0.000302554
70,0.019763604,0.019214454,0.018680564,0.018161508,0.017656874,0.017166262,0.016689282,0.016225555,0.015774714,0.015336399,0.014910264,0.014495969,0.014093185,0.013701594,0.013320883,0.01295075,0.012590902,0.012241052,0.011900924,0.011570246,0.011248756,0.0109362,0.010632328,0.010336899,0.010049679,0.00977044,0.009498959,0.009235022,0.008978419,0.008728945,0.008486404,0.008250602,0.008021351,0.007798471,0.007581783,0.007371117,0.007166304,0.006967182,0.006773592,0.006585382,0.006402401,0.006224505,0.006051551,0.005883404,0.005719928,0.005560995,0.005406477,0.005256254,0.005110204,0.004968212,0.004830166,0.004695956,0.004565474,0.004438619,0.004315288,0.004195383,0.004078811,0.003965478,0.003855293,0.00374817,0.003644024,0.003542772,0.003444333,0.003348629,0.003255584,0.003165125,0.003077179,0.002991677,0.00290855,0.002827734,0.002749163,0.002672775,0.002598509,0.002526307,0.002456112,0.002387866,0.002321517,0.002257012,0.002194299,0.002133328,0.002074052,0.002016423,0.001960394,0.001905923,0.001852965,0.001801479,0.001751423,0.001702758,0.001655446,0.001609448,0.001564728,0.00152125,0.001478981,0.001437886,0.001397933,0.001359091,0.001321327,0.001284613,0.001248919,0.001214216,0.001180478,0.001147678,0.001115788,0.001084785,0.001054643,0.001025339,0.000996849,0.000969151,0.000942222,0.000916042,0.000890589,0.000865843,0.000841785,0.000818395,0.000795655,0.000773547,0.000752053,0.000731157,0.000710841,0.00069109,0.000671887,0.000653218,0.000635068,0.000617422,0.000600266,0.000583587,0.000567372,0.000551607,0.00053628,0.000521379,0.000506892,0.000492808,0.000479115,0.000465802,0.000452859,0.000440276,0.000428043,0.000416149,0.000404586,0.000393344,0.000382415,0.000371789,0.000361459,0.000351415,0.000341651,0.000332158,0.000322928,0.000313956,0.000305232,0.000296751
71,0.021818803,0.02119713,0.02059317,0.020006418,0.019436384,0.018882592,0.018344579,0.017821895,0.017314104,0.016820781,0.016341514,0.015875903,0.015423558,0.014984102,0.014557167,0.014142396,0.013739443,0.013347971,0.012967654,0.012598172,0.012239218,0.011890492,0.011551701,0.011222564,0.010902804,0.010592156,0.010290358,0.00999716,0.009712315,0.009435587,0.009166743,0.008905559,0.008651817,0.008405305,0.008165816,0.007933151,0.007707116,0.00748752,0.007274182,0.007066922,0.006865567,0.00666995,0.006479906,0.006295277,0.006115908,0.005941651,0.005772358,0.005607889,0.005448106,0.005292875,0.005142068,0.004995557,0.004853221,0.00471494,0.0045806,0.004450087,0.004323292,0.004200111,0.004080439,0.003964177,0.003851227,0.003741496,0.003634891,0.003531324,0.003430708,0.003332958,0.003237994,0.003145735,0.003056105,0.002969029,0.002884434,0.002802249,0.002722405,0.002644837,0.002569479,0.002496268,0.002425143,0.002356045,0.002288915,0.002223698,0.002160339,0.002098785,0.002038986,0.00198089,0.001924449,0.001869617,0.001816347,0.001764594,0.001714317,0.001665471,0.001618018,0.001571916,0.001527128,0.001483617,0.001441345,0.001400277,0.00136038,0.001321619,0.001283963,0.001247379,0.001211838,0.00117731,0.001143765,0.001111177,0.001079516,0.001048758,0.001018876,0.000989846,0.000961643,0.000934243,0.000907624,0.000881764,0.00085664,0.000832232,0.00080852,0.000785483,0.000763102,0.00074136,0.000720236,0.000699715,0.000679778,0.00066041,0.000641593,0.000623312,0.000605553,0.000588299,0.000571537,0.000555252,0.000539432,0.000524062,0.00050913,0.000494624,0.000480531,0.000466839,0.000453538,0.000440615,0.000428061,0.000415864,0.000404015,0.000392504,0.00038132,0.000370456,0.0003599,0.000349646,0.000339684,0.000330005,0.000320603,0.000311468,0.000302593,0.000293972
72,0.024150874,0.023445892,0.022761489,0.022097064,0.021452034,0.020825833,0.020217911,0.019627735,0.019054786,0.018498563,0.017958576,0.017434351,0.01692543,0.016431364,0.01595172,0.015486077,0.015034027,0.014595172,0.014169128,0.01375552,0.013353986,0.012964173,0.012585739,0.012218352,0.011861689,0.011515438,0.011179293,0.010852961,0.010536155,0.010228597,0.009930016,0.009640152,0.009358748,0.00908556,0.008820345,0.008562873,0.008312916,0.008070256,0.007834679,0.007605979,0.007383954,0.007168411,0.00695916,0.006756017,0.006558804,0.006367347,0.006181479,0.006001037,0.005825863,0.005655801,0.005490704,0.005330426,0.005174827,0.00502377,0.004877122,0.004734756,0.004596544,0.004462368,0.004332108,0.00420565,0.004082884,0.003963702,0.003847998,0.003735672,0.003626625,0.003520761,0.003417988,0.003318214,0.003221353,0.003127319,0.00303603,0.002947406,0.002861369,0.002777844,0.002696756,0.002618036,0.002541614,0.002467422,0.002395396,0.002325473,0.00225759,0.00219169,0.002127713,0.002065603,0.002005307,0.00194677,0.001889942,0.001834774,0.001781215,0.00172922,0.001678743,0.001629739,0.001582166,0.001535981,0.001491145,0.001447617,0.00140536,0.001364337,0.001324511,0.001285847,0.001248312,0.001211873,0.001176498,0.001142155,0.001108814,0.001076447,0.001045025,0.00101452,0.000984905,0.000956155,0.000928244,0.000901148,0.000874843,0.000849306,0.000824514,0.000800446,0.00077708,0.000754396,0.000732375,0.000710996,0.000690242,0.000670093,0.000650533,0.000631543,0.000613108,0.000595211,0.000577836,0.000560969,0.000544594,0.000528697,0.000513263,0.000498281,0.000483736,0.000469615,0.000455907,0.000442598,0.000429679,0.000417136,0.000404959,0.000393138,0.000381662,0.000370521,0.000359706,0.000349206,0.000339012,0.000329116,0.000319509,0.000310182,0.000301128,0.000292337
73,0.026616316,0.025829385,0.02506572,0.024324632,0.023605456,0.022907543,0.022230264,0.02157301,0.020935187,0.020316223,0.019715558,0.019132653,0.018566981,0.018018034,0.017485317,0.016968351,0.016466669,0.015979819,0.015507364,0.015048877,0.014603945,0.014172168,0.013753158,0.013346535,0.012951935,0.012569001,0.012197389,0.011836764,0.011486801,0.011147185,0.01081761,0.010497779,0.010187404,0.009886206,0.009593913,0.009310261,0.009034997,0.00876787,0.008508641,0.008257077,0.00801295,0.007776041,0.007546137,0.007323029,0.007106518,0.006896409,0.006692511,0.006494642,0.006302623,0.006116281,0.005935449,0.005759963,0.005589665,0.005424402,0.005264026,0.005108391,0.004957357,0.004810789,0.004668555,0.004530525,0.004396577,0.004266589,0.004140444,0.004018029,0.003899232,0.003783949,0.003672073,0.003563506,0.003458148,0.003355905,0.003256685,0.003160399,0.003066959,0.002976282,0.002888286,0.002802892,0.002720022,0.002639603,0.002561561,0.002485826,0.002412331,0.002341009,0.002271795,0.002204628,0.002139446,0.002076192,0.002014808,0.001955238,0.00189743,0.001841331,0.001786891,0.00173406,0.001682791,0.001633038,0.001584756,0.001537902,0.001492433,0.001448308,0.001405487,0.001363933,0.001323607,0.001284474,0.001246497,0.001209644,0.00117388,0.001139173,0.001105493,0.001072808,0.001041089,0.001010309,0.000980438,0.000951451,0.000923321,0.000896022,0.00086953,0.000843822,0.000818874,0.000794663,0.000771168,0.000748368,0.000726242,0.00070477,0.000683933,0.000663712,0.000644089,0.000625046,0.000606566,0.000588632,0.000571229,0.00055434,0.000537951,0.000522046,0.000506611,0.000491633,0.000477097,0.000462992,0.000449303,0.000436019,0.000423128,0.000410618,0.000398477,0.000386696,0.000375263,0.000364168,0.000353401,0.000342953,0.000332813,0.000322973,0.000313424,0.000304158
74,0.029551217,0.028667902,0.02781099,0.026979692,0.026173242,0.025390898,0.024631939,0.023895666,0.023181401,0.022488486,0.021816283,0.021164173,0.020531555,0.019917847,0.019322483,0.018744915,0.018184611,0.017641055,0.017113746,0.016602199,0.016105943,0.015624521,0.015157488,0.014704416,0.014264887,0.013838495,0.013424849,0.013023567,0.01263428,0.012256629,0.011890266,0.011534854,0.011190066,0.010855584,0.0105311,0.010216315,0.009910939,0.009614691,0.009327299,0.009048496,0.008778028,0.008515644,0.008261103,0.008014171,0.007774619,0.007542228,0.007316783,0.007098078,0.006885909,0.006680082,0.006480408,0.006286702,0.006098787,0.005916488,0.005739638,0.005568075,0.00540164,0.005240179,0.005083545,0.004931593,0.004784183,0.004641179,0.004502449,0.004367867,0.004237307,0.00411065,0.003987778,0.00386858,0.003752944,0.003640765,0.003531939,0.003426366,0.003323948,0.003224592,0.003128206,0.003034701,0.00294399,0.002855992,0.002770623,0.002687807,0.002607465,0.002529526,0.002453916,0.002380566,0.002309408,0.002240378,0.002173411,0.002108445,0.002045422,0.001984282,0.00192497,0.001867431,0.001811611,0.00175746,0.001704928,0.001653966,0.001604528,0.001556567,0.001510039,0.001464903,0.001421115,0.001378637,0.001337428,0.001297451,0.001258669,0.001221046,0.001184548,0.00114914,0.001114792,0.001081469,0.001049143,0.001017783,0.000987361,0.000957847,0.000929216,0.000901441,0.000874496,0.000848357,0.000822999,0.000798398,0.000774533,0.000751382,0.000728922,0.000707134,0.000685997,0.000665492,0.0006456,0.000626302,0.000607581,0.00058942,0.000571802,0.00055471,0.000538129,0.000522044,0.00050644,0.000491302,0.000476616,0.00046237,0.000448549,0.000435141,0.000422135,0.000409517,0.000397276,0.000385401,0.000373881,0.000362705,0.000351863,0.000341346,0.000331143,0.000321245
75,0.032840752,0.031853699,0.030896314,0.029967703,0.029067002,0.028193373,0.027346001,0.026524097,0.025726896,0.024953656,0.024203656,0.023476198,0.022770604,0.022086217,0.0214224,0.020778534,0.020154021,0.019548277,0.01896074,0.018390861,0.017838111,0.017301973,0.01678195,0.016277557,0.015788323,0.015313794,0.014853527,0.014407093,0.013974078,0.013554077,0.013146699,0.012751566,0.012368308,0.01199657,0.011636005,0.011286276,0.010947059,0.010618037,0.010298905,0.009989364,0.009689126,0.009397913,0.009115452,0.00884148,0.008575743,0.008317993,0.00806799,0.007825501,0.0075903,0.007362168,0.007140892,0.006926268,0.006718094,0.006516177,0.006320328,0.006130366,0.005946114,0.005767399,0.005594056,0.005425922,0.005262842,0.005104664,0.00495124,0.004802427,0.004658086,0.004518084,0.00438229,0.004250577,0.004122823,0.003998908,0.003878718,0.003762141,0.003649067,0.003539392,0.003433013,0.003329831,0.003229751,0.003132678,0.003038523,0.002947198,0.002858618,0.0027727,0.002689365,0.002608534,0.002530133,0.002454088,0.002380328,0.002308786,0.002239394,0.002172087,0.002106803,0.002043482,0.001982064,0.001922491,0.001864709,0.001808664,0.001754304,0.001701577,0.001650435,0.00160083,0.001552716,0.001506048,0.001460782,0.001416877,0.001374292,0.001332987,0.001292923,0.001254063,0.001216371,0.001179812,0.001144352,0.001109958,0.001076597,0.00104424,0.001012854,0.000982412,0.000952885,0.000924245,0.000896467,0.000869523,0.000843388,0.00081804,0.000793453,0.000769605,0.000746474,0.000724038,0.000702277,0.000681169,0.000660696,0.000640839,0.000621578,0.000602896,0.000584775,0.0005672,0.000550152,0.000533617,0.000517579,0.000502022,0.000486934,0.000472299,0.000458103,0.000444335,0.00043098,0.000418026,0.000405462,0.000393276,0.000381456,0.000369991,0.00035887,0.000348084
