PERF2020_Ind_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
40,0.003518659,0.003411996,0.003308567,0.003208273,0.003111019,0.003016713,0.002925266,0.002836591,0.002750605,0.002667224,0.002586372,0.00250797,0.002431944,0.002358224,0.002286738,0.002217419,0.002150201,0.002085021,0.002021817,0.001960529,0.001901099,0.00184347,0.001787588,0.0017334,0.001680855,0.001629902,0.001580494,0.001532584,0.001486126,0.001441076,0.001397392,0.001355033,0.001313957,0.001274126,0.001235503,0.001198051,0.001161734,0.001126518,0.001092369,0.001059256,0.001027146,0.00099601,0.000965817,0.00093654,0.00090815,0.000880621,0.000853926,0.000828041,0.00080294,0.0007786,0.000754998,0.000732112,0.000709919,0.000688399,0.000667531,0.000647296,0.000627674,0.000608647,0.000590197,0.000572306,0.000554957,0.000538135,0.000521822,0.000506004,0.000490665,0.000475791,0.000461368,0.000447383,0.000433821,0.00042067,0.000407918,0.000395553,0.000383563,0.000371935,0.000360661,0.000349728,0.000339126,0.000328846,0.000318878,0.000309212,0.000299838,0.000290749,0.000281936,0.000273389,0.000265102,0.000257066,0.000249273,0.000241717,0.000234389,0.000227284,0.000220395,0.000213714,0.000207235,0.000200953,0.000194862,0.000188955,0.000183227,0.000177673,0.000172287,0.000167064,0.000162,0.000157089,0.000152327,0.00014771,0.000143232,0.00013889,0.00013468,0.000130597,0.000126638,0.0001228,0.000119077,0.000115467,0.000111967,0.000108573,0.000105282,0.00010209,9.89958E-05,9.59949E-05,9.30849E-05,9.02632E-05,8.7527E-05,8.48738E-05,8.2301E-05,7.98061E-05,7.73869E-05,7.50411E-05,7.27663E-05,7.05605E-05,6.84216E-05,6.63475E-05,6.43363E-05,6.2386E-05,6.04949E-05,5.86611E-05,5.68829E-05,5.51585E-05,5.34865E-05,5.18651E-05,5.02929E-05,4.87684E-05,4.729E-05,4.58565E-05,4.44664E-05,4.31185E-05,4.18114E-05,4.0544E-05,3.9315E-05,3.81232E-05,3.69675E-05,3.58469E-05
41,0.003600657,0.003494333,0.003391149,0.003291011,0.003193831,0.00309952,0.003007994,0.00291917,0.00283297,0.002749315,0.00266813,0.002589343,0.002512882,0.002438679,0.002366667,0.002296781,0.002228959,0.00216314,0.002099265,0.002037275,0.001977116,0.001918734,0.001862075,0.00180709,0.001753728,0.001701942,0.001651685,0.001602913,0.00155558,0.001509645,0.001465067,0.001421805,0.00137982,0.001339075,0.001299534,0.00126116,0.001223919,0.001187777,0.001152704,0.001118665,0.001085632,0.001053574,0.001022463,0.000992271,0.00096297,0.000934534,0.000906938,0.000880157,0.000854167,0.000828944,0.000804466,0.000780711,0.000757657,0.000735285,0.000713572,0.000692501,0.000672052,0.000652207,0.000632948,0.000614258,0.000596119,0.000578516,0.000561433,0.000544855,0.000528766,0.000513152,0.000497999,0.000483293,0.000469022,0.000455172,0.000441731,0.000428688,0.000416029,0.000403744,0.000391822,0.000380251,0.000369023,0.000358126,0.000347551,0.000337288,0.000327328,0.000317663,0.000308282,0.000299179,0.000290344,0.000281771,0.00027345,0.000265376,0.000257539,0.000249934,0.000242554,0.000235392,0.000228441,0.000221695,0.000215149,0.000208796,0.00020263,0.000196647,0.00019084,0.000185204,0.000179736,0.000174428,0.000169277,0.000164279,0.000159428,0.00015472,0.000150151,0.000145717,0.000141415,0.000137239,0.000133186,0.000129253,0.000125437,0.000121733,0.000118138,0.000114649,0.000111264,0.000107978,0.00010479,0.000101696,9.86926E-05,9.57782E-05,9.295E-05,9.02053E-05,8.75416E-05,8.49566E-05,8.24479E-05,8.00133E-05,7.76506E-05,7.53576E-05,7.31324E-05,7.09728E-05,6.88771E-05,6.68432E-05,6.48694E-05,6.29538E-05,6.10949E-05,5.92908E-05,5.754E-05,5.58409E-05,5.4192E-05,5.25917E-05,5.10387E-05,4.95316E-05,4.8069E-05,4.66495E-05,4.5272E-05,4.39352E-05,4.26378E-05,4.13788E-05
42,0.003718123,0.003610973,0.003506911,0.003405848,0.003307698,0.003212375,0.0031198,0.003029893,0.002942577,0.002857777,0.002775421,0.002695438,0.00261776,0.002542321,0.002469055,0.002397901,0.002328798,0.002261686,0.002196508,0.002133209,0.002071733,0.002012029,0.001954046,0.001897734,0.001843044,0.001789931,0.001738348,0.001688252,0.0016396,0.001592349,0.00154646,0.001501894,0.001458612,0.001416577,0.001375754,0.001336107,0.001297603,0.001260208,0.001223891,0.001188621,0.001154367,0.0011211,0.001088792,0.001057415,0.001026942,0.000997347,0.000968605,0.000940692,0.000913583,0.000887255,0.000861686,0.000836853,0.000812737,0.000789315,0.000766568,0.000744477,0.000723023,0.000702186,0.00068195,0.000662298,0.000643212,0.000624675,0.000606673,0.00058919,0.000572211,0.00055572,0.000539705,0.000524152,0.000509047,0.000494377,0.00048013,0.000466293,0.000452856,0.000439805,0.000427131,0.000414822,0.000402867,0.000391257,0.000379982,0.000369031,0.000358397,0.000348068,0.000338037,0.000328296,0.000318835,0.000309647,0.000300723,0.000292057,0.00028364,0.000275466,0.000267528,0.000259818,0.000252331,0.000245059,0.000237997,0.000231138,0.000224477,0.000218008,0.000211725,0.000205624,0.000199698,0.000193943,0.000188354,0.000182926,0.000177654,0.000172535,0.000167563,0.000162734,0.000158044,0.000153489,0.000149066,0.00014477,0.000140598,0.000136546,0.000132611,0.00012879,0.000125078,0.000121474,0.000117973,0.000114573,0.000111271,0.000108065,0.000104951,0.000101926,9.89888E-05,9.61361E-05,9.33656E-05,9.0675E-05,8.80619E-05,8.55241E-05,8.30594E-05,8.06658E-05,7.83411E-05,7.60835E-05,7.38909E-05,7.17615E-05,6.96934E-05,6.7685E-05,6.57344E-05,6.38401E-05,6.20003E-05,6.02136E-05,5.84783E-05,5.67931E-05,5.51564E-05,5.35669E-05,5.20232E-05,5.0524E-05,4.90679E-05,4.76539E-05
43,0.003858901,0.003750258,0.003644674,0.003542062,0.00344234,0.003345425,0.003251238,0.003159703,0.003070746,0.002984293,0.002900273,0.00281862,0.002739265,0.002662144,0.002587194,0.002514355,0.002443566,0.002374771,0.002307912,0.002242935,0.002179788,0.002118419,0.002058777,0.002000815,0.001944484,0.00188974,0.001836536,0.001784831,0.001734581,0.001685746,0.001638286,0.001592162,0.001547336,0.001503773,0.001461436,0.001420291,0.001380304,0.001341443,0.001303677,0.001266973,0.001231303,0.001196637,0.001162947,0.001130206,0.001098386,0.001067463,0.001037409,0.001008202,0.000979818,0.000952232,0.000925423,0.000899369,0.000874048,0.00084944,0.000825525,0.000802284,0.000779696,0.000757745,0.000736412,0.000715679,0.00069553,0.000675948,0.000656917,0.000638423,0.000620449,0.000602981,0.000586004,0.000569506,0.000553472,0.00053789,0.000522746,0.000508029,0.000493726,0.000479826,0.000466317,0.000453188,0.000440429,0.00042803,0.000415979,0.000404267,0.000392886,0.000381825,0.000371075,0.000360628,0.000350475,0.000340607,0.000331018,0.000321699,0.000312642,0.000303839,0.000295285,0.000286972,0.000278892,0.000271041,0.00026341,0.000255994,0.000248787,0.000241782,0.000234975,0.00022836,0.000221931,0.000215682,0.00020961,0.000203709,0.000197974,0.0001924,0.000186983,0.000181719,0.000176603,0.000171631,0.000166799,0.000162103,0.000157539,0.000153103,0.000148793,0.000144604,0.000140533,0.000136576,0.000132731,0.000128994,0.000125363,0.000121833,0.000118403,0.00011507,0.00011183,0.000108681,0.000105622,0.000102648,9.97581E-05,9.69495E-05,9.422E-05,9.15673E-05,8.89894E-05,8.6484E-05,8.40491E-05,8.16828E-05,7.93831E-05,7.71482E-05,7.49762E-05,7.28653E-05,7.08139E-05,6.88202E-05,6.68827E-05,6.49997E-05,6.31697E-05,6.13912E-05,5.96628E-05,5.79831E-05,5.63506E-05,5.47641E-05
44,0.004000474,0.003890503,0.003783555,0.003679547,0.003578397,0.003480029,0.003384364,0.003291329,0.003200852,0.003112862,0.003027291,0.002944072,0.002863141,0.002784434,0.002707891,0.002633452,0.00256106,0.002490657,0.00242219,0.002355605,0.002290851,0.002227876,0.002166633,0.002107073,0.00204915,0.00199282,0.001938038,0.001884762,0.001832951,0.001782564,0.001733562,0.001685907,0.001639562,0.001594492,0.00155066,0.001508033,0.001466577,0.001426262,0.001387055,0.001348925,0.001311844,0.001275782,0.001240711,0.001206604,0.001173435,0.001141178,0.001109807,0.001079299,0.00104963,0.001020776,0.000992715,0.000965426,0.000938887,0.000913077,0.000887977,0.000863567,0.000839828,0.000816741,0.000794289,0.000772455,0.00075122,0.00073057,0.000710487,0.000690956,0.000671961,0.00065349,0.000635525,0.000618055,0.000601065,0.000584542,0.000568473,0.000552846,0.000537649,0.000522869,0.000508495,0.000494517,0.000480923,0.000467703,0.000454846,0.000442342,0.000430182,0.000418357,0.000406856,0.000395672,0.000384795,0.000374217,0.00036393,0.000353926,0.000344197,0.000334735,0.000325533,0.000316584,0.000307882,0.000299418,0.000291187,0.000283183,0.000275398,0.000267827,0.000260465,0.000253305,0.000246342,0.00023957,0.000232984,0.00022658,0.000220351,0.000214294,0.000208403,0.000202674,0.000197102,0.000191684,0.000186415,0.00018129,0.000176307,0.00017146,0.000166747,0.000162163,0.000157705,0.00015337,0.000149154,0.000145054,0.000141066,0.000137188,0.000133417,0.00012975,0.000126183,0.000122714,0.000119341,0.00011606,0.00011287,0.000109767,0.000106749,0.000103815,0.000100961,9.81858E-05,9.54867E-05,9.28618E-05,9.03091E-05,8.78265E-05,8.54122E-05,8.30643E-05,8.07809E-05,7.85602E-05,7.64006E-05,7.43004E-05,7.22579E-05,7.02716E-05,6.83398E-05,6.64612E-05,6.46342E-05,6.28575E-05
45,0.004137232,0.00402646,0.003918655,0.003813736,0.003711626,0.00361225,0.003515535,0.003421409,0.003329803,0.00324065,0.003153884,0.003069441,0.002987259,0.002907277,0.002829437,0.002753681,0.002679953,0.0026082,0.002538367,0.002470404,0.002404261,0.002339889,0.00227724,0.002216268,0.002156929,0.002099179,0.002042975,0.001988276,0.001935041,0.001883232,0.00183281,0.001783738,0.00173598,0.0016895,0.001644265,0.001600241,0.001557396,0.001515698,0.001475116,0.001435621,0.001397183,0.001359775,0.001323368,0.001287935,0.001253452,0.001219892,0.00118723,0.001155443,0.001124507,0.001094399,0.001065097,0.00103658,0.001008826,0.000981816,0.000955528,0.000929945,0.000905046,0.000880814,0.000857231,0.000834279,0.000811942,0.000790203,0.000769046,0.000748455,0.000728416,0.000708913,0.000689932,0.00067146,0.000653482,0.000635986,0.000618958,0.000602385,0.000586257,0.00057056,0.000555284,0.000540417,0.000525948,0.000511866,0.000498161,0.000484823,0.000471842,0.000459209,0.000446914,0.000434948,0.000423303,0.000411969,0.000400939,0.000390204,0.000379757,0.000369589,0.000359694,0.000350063,0.00034069,0.000331569,0.000322691,0.000314051,0.000305643,0.000297459,0.000289495,0.000281744,0.000274201,0.000266859,0.000259714,0.000252761,0.000245993,0.000239407,0.000232997,0.000226759,0.000220687,0.000214778,0.000209028,0.000203431,0.000197985,0.000192684,0.000187525,0.000182504,0.000177618,0.000172862,0.000168234,0.000163729,0.000159346,0.000155079,0.000150927,0.000146886,0.000142953,0.000139126,0.000135401,0.000131776,0.000128248,0.000124814,0.000121472,0.00011822,0.000115054,0.000111974,0.000108976,0.000106058,0.000103219,0.000100455,9.77653E-05,9.51477E-05,9.26002E-05,9.01209E-05,8.7708E-05,8.53597E-05,8.30742E-05,8.085E-05,7.86853E-05,7.65785E-05,7.45282E-05,7.25328E-05
46,0.004242126,0.004131976,0.004024685,0.00392018,0.003818389,0.003719241,0.003622668,0.003528602,0.003436978,0.003347734,0.003260807,0.003176137,0.003093666,0.003013336,0.002935092,0.00285888,0.002784646,0.00271234,0.002641912,0.002573312,0.002506494,0.00244141,0.002378017,0.002316269,0.002256125,0.002197543,0.002140482,0.002084902,0.002030766,0.001978035,0.001926674,0.001876646,0.001827917,0.001780453,0.001734222,0.001689191,0.00164533,0.001602608,0.001560994,0.001520462,0.001480981,0.001442526,0.00140507,0.001368586,0.001333049,0.001298436,0.00126472,0.001231881,0.001199894,0.001168738,0.00113839,0.001108831,0.001080039,0.001051995,0.001024679,0.000998072,0.000972156,0.000946913,0.000922326,0.000898377,0.00087505,0.000852328,0.000830197,0.00080864,0.000787643,0.000767191,0.00074727,0.000727866,0.000708967,0.000690558,0.000672627,0.000655161,0.00063815,0.000621579,0.00060544,0.000589719,0.000574406,0.000559491,0.000544963,0.000530813,0.00051703,0.000503605,0.000490528,0.000477791,0.000465385,0.000453301,0.00044153,0.000430066,0.000418899,0.000408021,0.000397427,0.000387107,0.000377056,0.000367265,0.000357729,0.00034844,0.000339392,0.00033058,0.000321996,0.000313635,0.000305491,0.000297559,0.000289832,0.000282307,0.000274976,0.000267836,0.000260882,0.000254108,0.000247509,0.000241083,0.000234823,0.000228725,0.000222786,0.000217001,0.000211367,0.000205878,0.000200533,0.000195326,0.000190254,0.000185314,0.000180502,0.000175815,0.00017125,0.000166803,0.000162472,0.000158253,0.000154144,0.000150141,0.000146243,0.000142446,0.000138747,0.000135144,0.000131635,0.000128217,0.000124888,0.000121645,0.000118486,0.00011541,0.000112413,0.000109494,0.000106651,0.000103882,0.000101184,9.85569E-05,9.59978E-05,9.35051E-05,9.10772E-05,8.87123E-05,8.64088E-05,8.41651E-05
47,0.004307678,0.004199799,0.004094623,0.00399208,0.003892105,0.003794634,0.003699604,0.003606954,0.003516624,0.003428556,0.003342693,0.003258981,0.003177366,0.003097794,0.003020215,0.002944579,0.002870837,0.002798942,0.002728847,0.002660508,0.00259388,0.002528921,0.002465588,0.002403842,0.002343642,0.002284949,0.002227727,0.002171937,0.002117545,0.002064514,0.002012812,0.001962405,0.00191326,0.001865345,0.001818631,0.001773086,0.001728682,0.001685391,0.001643183,0.001602032,0.001561912,0.001522797,0.001484661,0.00144748,0.00141123,0.001375888,0.001341432,0.001307838,0.001275085,0.001243153,0.00121202,0.001181667,0.001152074,0.001123223,0.001095094,0.001067669,0.001040931,0.001014863,0.000989447,0.000964668,0.00094051,0.000916956,0.000893993,0.000871604,0.000849776,0.000828495,0.000807747,0.000787518,0.000767796,0.000748568,0.000729821,0.000711544,0.000693725,0.000676352,0.000659414,0.0006429,0.000626799,0.000611102,0.000595798,0.000580878,0.00056633,0.000552148,0.00053832,0.000524839,0.000511695,0.000498881,0.000486387,0.000474206,0.000462331,0.000450752,0.000439464,0.000428458,0.000417728,0.000407267,0.000397068,0.000387124,0.000377429,0.000367977,0.000358762,0.000349777,0.000341017,0.000332477,0.000324151,0.000316033,0.000308119,0.000300402,0.000292879,0.000285545,0.000278394,0.000271422,0.000264624,0.000257997,0.000251536,0.000245237,0.000239095,0.000233108,0.00022727,0.000221578,0.000216029,0.000210619,0.000205345,0.000200202,0.000195188,0.0001903,0.000185534,0.000180888,0.000176358,0.000171941,0.000167635,0.000163437,0.000159344,0.000155354,0.000151463,0.00014767,0.000143972,0.000140366,0.000136851,0.000133424,0.000130083,0.000126825,0.000123649,0.000120552,0.000117533,0.00011459,0.00011172,0.000108922,0.000106194,0.000103535,0.000100942,9.84142E-05
48,0.00434391,0.004239606,0.004137806,0.004038451,0.003941482,0.003846841,0.003754472,0.003664322,0.003576336,0.003490463,0.003406651,0.003324852,0.003245018,0.0031671,0.003091053,0.003016832,0.002944393,0.002873694,0.002804692,0.002737347,0.002671619,0.00260747,0.00254486,0.002483754,0.002424116,0.002365909,0.0023091,0.002253655,0.002199541,0.002146727,0.002095181,0.002044872,0.001995772,0.00194785,0.001901079,0.001855431,0.00181088,0.001767398,0.00172496,0.001683541,0.001643117,0.001603663,0.001565156,0.001527575,0.001490895,0.001455097,0.001420157,0.001386057,0.001352776,0.001320294,0.001288592,0.00125765,0.001227452,0.001197979,0.001169214,0.001141139,0.001113739,0.001086996,0.001060896,0.001035422,0.00101056,0.000986295,0.000962613,0.000939499,0.00091694,0.000894923,0.000873434,0.000852462,0.000831993,0.000812016,0.000792518,0.000773488,0.000754916,0.000736789,0.000719098,0.000701831,0.000684979,0.000668532,0.000652479,0.000636812,0.000621521,0.000606598,0.000592032,0.000577817,0.000563942,0.000550401,0.000537185,0.000524287,0.000511698,0.000499411,0.000487419,0.000475716,0.000464293,0.000453145,0.000442264,0.000431645,0.00042128,0.000411165,0.000401292,0.000391656,0.000382252,0.000373074,0.000364115,0.000355372,0.000346839,0.000338511,0.000330383,0.00032245,0.000314708,0.000307151,0.000299776,0.000292578,0.000285553,0.000278696,0.000272004,0.000265473,0.000259098,0.000252877,0.000246805,0.000240879,0.000235095,0.00022945,0.000223941,0.000218563,0.000213315,0.000208193,0.000203194,0.000198315,0.000193554,0.000188906,0.00018437,0.000179943,0.000175622,0.000171405,0.00016729,0.000163273,0.000159352,0.000155526,0.000151792,0.000148147,0.00014459,0.000141118,0.000137729,0.000134422,0.000131195,0.000128044,0.00012497,0.000121969,0.000119041,0.000116182
49,0.004350852,0.004251207,0.004153844,0.004058711,0.003965757,0.003874932,0.003786187,0.003699474,0.003614747,0.003531961,0.00345107,0.003372033,0.003294805,0.003219346,0.003145615,0.003073573,0.003003181,0.002934401,0.002867196,0.002801531,0.002737369,0.002674677,0.00261342,0.002553567,0.002495084,0.00243794,0.002382106,0.00232755,0.002274243,0.002222158,0.002171265,0.002121538,0.00207295,0.002025474,0.001979086,0.00193376,0.001889472,0.001846199,0.001803917,0.001762603,0.001722235,0.001682791,0.001644252,0.001606594,0.001569799,0.001533847,0.001498718,0.001464394,0.001430856,0.001398086,0.001366067,0.00133478,0.001304211,0.001274341,0.001245156,0.001216639,0.001188775,0.001161549,0.001134947,0.001108954,0.001083556,0.00105874,0.001034492,0.0010108,0.00098765,0.000965031,0.000942929,0.000921334,0.000900233,0.000879616,0.00085947,0.000839786,0.000820553,0.000801761,0.000783398,0.000765457,0.000747926,0.000730797,0.00071406,0.000697706,0.000681727,0.000666114,0.000650858,0.000635952,0.000621387,0.000607156,0.000593251,0.000579664,0.000566388,0.000553416,0.000540742,0.000528357,0.000516257,0.000504433,0.000492881,0.000481592,0.000470563,0.000459786,0.000449256,0.000438967,0.000428913,0.00041909,0.000409492,0.000400114,0.00039095,0.000381996,0.000373248,0.000364699,0.000356347,0.000348186,0.000340211,0.00033242,0.000324807,0.000317368,0.000310099,0.000302997,0.000296058,0.000289277,0.000282652,0.000276179,0.000269854,0.000263673,0.000257635,0.000251734,0.000245969,0.000240336,0.000234831,0.000229453,0.000224198,0.000219064,0.000214046,0.000209144,0.000204354,0.000199674,0.000195101,0.000190633,0.000186267,0.000182001,0.000177833,0.00017376,0.00016978,0.000165892,0.000162093,0.00015838,0.000154753,0.000151209,0.000147746,0.000144362,0.000141056,0.000137825
50,0.004345098,0.004250507,0.004157975,0.004067458,0.003978911,0.003892292,0.003807559,0.00372467,0.003643585,0.003564266,0.003486674,0.00341077,0.003336519,0.003263885,0.003192831,0.003123325,0.003055331,0.002988818,0.002923753,0.002860104,0.002797841,0.002736933,0.002677351,0.002619067,0.002562051,0.002506276,0.002451715,0.002398343,0.002346132,0.002295058,0.002245095,0.00219622,0.00214841,0.00210164,0.002055888,0.002011132,0.001967351,0.001924522,0.001882626,0.001841642,0.001801551,0.001762332,0.001723967,0.001686437,0.001649724,0.00161381,0.001578678,0.001544311,0.001510692,0.001477805,0.001445634,0.001414163,0.001383377,0.001353262,0.001323802,0.001294983,0.001266792,0.001239214,0.001212237,0.001185847,0.001160032,0.001134779,0.001110075,0.001085909,0.001062269,0.001039144,0.001016523,0.000994393,0.000972746,0.00095157,0.000930854,0.00091059,0.000890767,0.000871375,0.000852406,0.000833849,0.000815697,0.000797939,0.000780569,0.000763576,0.000746953,0.000730692,0.000714786,0.000699225,0.000684003,0.000669113,0.000654546,0.000640297,0.000626358,0.000612723,0.000599384,0.000586336,0.000573571,0.000561085,0.00054887,0.000536922,0.000525233,0.000513799,0.000502614,0.000491672,0.000480969,0.000470498,0.000460256,0.000450236,0.000440435,0.000430847,0.000421467,0.000412292,0.000403317,0.000394537,0.000385948,0.000377546,0.000369327,0.000361287,0.000353422,0.000345728,0.000338202,0.000330839,0.000323637,0.000316591,0.000309699,0.000302957,0.000296362,0.00028991,0.000283599,0.000277425,0.000271386,0.000265478,0.000259699,0.000254045,0.000248515,0.000243105,0.000237812,0.000232635,0.000227571,0.000222617,0.000217771,0.00021303,0.000208392,0.000203856,0.000199418,0.000195077,0.00019083,0.000186676,0.000182612,0.000178636,0.000174747,0.000170943,0.000167222,0.000163582
51,0.004346121,0.004256241,0.00416822,0.004082019,0.003997602,0.003914929,0.003833967,0.003754679,0.003677031,0.003600988,0.003526518,0.003453588,0.003382166,0.003312222,0.003243724,0.003176642,0.003110948,0.003046612,0.002983607,0.002921905,0.002861478,0.002802302,0.002744349,0.002687595,0.002632014,0.002577583,0.002524277,0.002472074,0.002420951,0.002370884,0.002321853,0.002273837,0.002226813,0.002180761,0.002135662,0.002091496,0.002048243,0.002005884,0.001964402,0.001923777,0.001883992,0.001845031,0.001806875,0.001769508,0.001732914,0.001697076,0.00166198,0.001627609,0.00159395,0.001560986,0.001528704,0.00149709,0.00146613,0.001435809,0.001406116,0.001377037,0.001348559,0.001320671,0.001293359,0.001266611,0.001240417,0.001214765,0.001189643,0.001165041,0.001140947,0.001117352,0.001094245,0.001071615,0.001049454,0.001027751,0.001006496,0.000985682,0.000965297,0.000945334,0.000925785,0.000906639,0.000887889,0.000869527,0.000851545,0.000833935,0.000816689,0.000799799,0.000783259,0.000767061,0.000751198,0.000735663,0.000720449,0.00070555,0.000690959,0.000676669,0.000662675,0.000648971,0.00063555,0.000622407,0.000609535,0.000596929,0.000584585,0.000572495,0.000560656,0.000549061,0.000537706,0.000526586,0.000515696,0.000505032,0.000494587,0.000484359,0.000474342,0.000464533,0.000454926,0.000445518,0.000436304,0.000427281,0.000418445,0.000409791,0.000401317,0.000393017,0.00038489,0.00037693,0.000369135,0.000361501,0.000354025,0.000346704,0.000339534,0.000332512,0.000325635,0.000318901,0.000312306,0.000305848,0.000299522,0.000293328,0.000287262,0.000281321,0.000275503,0.000269806,0.000264226,0.000258762,0.000253411,0.00024817,0.000243038,0.000238012,0.000233089,0.000228269,0.000223548,0.000218925,0.000214398,0.000209964,0.000205622,0.000201369,0.000197205,0.000193127
52,0.004367098,0.004281041,0.00419668,0.004113982,0.004032913,0.003953441,0.003875536,0.003799166,0.0037243,0.00365091,0.003578967,0.00350844,0.003439304,0.00337153,0.003305092,0.003239963,0.003176117,0.003113529,0.003052175,0.00299203,0.002933069,0.002875271,0.002818612,0.002763069,0.002708621,0.002655246,0.002602922,0.00255163,0.002501348,0.002452057,0.002403738,0.00235637,0.002309936,0.002264417,0.002219795,0.002176053,0.002133172,0.002091136,0.002049929,0.002009534,0.001969934,0.001931115,0.001893061,0.001855757,0.001819188,0.00178334,0.001748198,0.001713748,0.001679978,0.001646873,0.00161442,0.001582606,0.00155142,0.001520848,0.001490879,0.0014615,0.0014327,0.001404468,0.001376792,0.001349661,0.001323065,0.001296993,0.001271435,0.00124638,0.00122182,0.001197743,0.00117414,0.001151003,0.001128322,0.001106087,0.001084291,0.001062924,0.001041979,0.001021446,0.001001317,0.000981586,0.000962243,0.000943281,0.000924693,0.000906471,0.000888609,0.000871098,0.000853932,0.000837105,0.000820609,0.000804439,0.000788587,0.000773047,0.000757814,0.00074288,0.000728241,0.000713891,0.000699823,0.000686033,0.000672514,0.000659261,0.00064627,0.000633535,0.000621051,0.000608812,0.000596815,0.000585055,0.000573526,0.000562224,0.000551145,0.000540284,0.000529638,0.000519201,0.00050897,0.00049894,0.000489108,0.00047947,0.000470021,0.000460759,0.00045168,0.000442779,0.000434054,0.0004255,0.000417116,0.000408896,0.000400838,0.00039294,0.000385197,0.000377606,0.000370165,0.000362871,0.00035572,0.00034871,0.000341839,0.000335102,0.000328499,0.000322026,0.00031568,0.000309459,0.000303361,0.000297383,0.000291523,0.000285778,0.000280147,0.000274626,0.000269215,0.00026391,0.000258709,0.000253611,0.000248614,0.000243714,0.000238912,0.000234204,0.000229589,0.000225065
