PERF2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
74,0.032609283,0.031740084,0.030894053,0.030070573,0.029269043,0.028488878,0.027729508,0.026990379,0.026270951,0.0255707,0.024889114,0.024225696,0.023579961,0.022951438,0.022339668,0.021744205,0.021164614,0.020600472,0.020051367,0.019516899,0.018996676,0.018490321,0.017997462,0.01751774,0.017050806,0.016596317,0.016153943,0.01572336,0.015304254,0.01489632,0.014499259,0.014112782,0.013736606,0.013370458,0.013014068,0.012667179,0.012329536,0.012000892,0.011681009,0.011369652,0.011066595,0.010771615,0.010484498,0.010205034,0.009933019,0.009668255,0.009410548,0.00915971,0.008915558,0.008677915,0.008446605,0.008221461,0.008002318,0.007789017,0.007581401,0.007379319,0.007182623,0.006991171,0.006804821,0.006623439,0.006446892,0.00627505,0.006107789,0.005944986,0.005786523,0.005632283,0.005482155,0.005336028,0.005193796,0.005055356,0.004920606,0.004789447,0.004661785,0.004537525,0.004416577,0.004298854,0.004184268,0.004072736,0.003964178,0.003858513,0.003755664,0.003655557,0.003558118,0.003463277,0.003370963,0.00328111,0.003193652,0.003108526,0.003025668,0.002945019,0.00286652,0.002790113,0.002715742,0.002643354,0.002572896,0.002504315,0.002437563,0.00237259,0.002309349,0.002247793,0.002187878,0.00212956,0.002072797,0.002017547,0.001963769,0.001911425,0.001860476,0.001810885,0.001762616,0.001715633,0.001669903,0.001625392,0.001582067,0.001539897,0.001498851,0.0014589,0.001420013,0.001382162,0.001345321,0.001309461,0.001274558,0.001240584,0.001207517,0.00117533,0.001144002,0.001113509,0.001083828,0.001054939,0.001026819,0.00099945,0.000972809,0.000946879,0.00092164,0.000897074,0.000873162,0.000849888,0.000827234,0.000805185,0.000783722,0.000762832,0.000742499,0.000722708,0.000703444,0.000684694,0.000666443,0.000648679,0.000631389,0.000614559,0.000598178,0.000582234
75,0.03654739,0.035566359,0.034611661,0.03368259,0.032778458,0.031898595,0.03104235,0.030209089,0.029398195,0.028609067,0.027841122,0.027093791,0.02636652,0.025658771,0.02497002,0.024299757,0.023647485,0.023012723,0.022394999,0.021793856,0.02120885,0.020639547,0.020085525,0.019546375,0.019021697,0.018511103,0.018014215,0.017530664,0.017060094,0.016602154,0.016156508,0.015722823,0.01530078,0.014890065,0.014490375,0.014101414,0.013722894,0.013354534,0.012996062,0.012647213,0.012307727,0.011977354,0.01165585,0.011342975,0.011038499,0.010742195,0.010453846,0.010173236,0.009900159,0.009634412,0.009375798,0.009124126,0.00887921,0.008640868,0.008408923,0.008183205,0.007963545,0.007749782,0.007541757,0.007339316,0.007142309,0.00695059,0.006764017,0.006582452,0.006405761,0.006233813,0.006066481,0.00590364,0.00574517,0.005590954,0.005440878,0.00529483,0.005152702,0.00501439,0.00487979,0.004748803,0.004621332,0.004497283,0.004376564,0.004259085,0.00414476,0.004033503,0.003925233,0.003819869,0.003717333,0.00361755,0.003520445,0.003425947,0.003333985,0.003244492,0.003157401,0.003072648,0.002990169,0.002909905,0.002831795,0.002755782,0.00268181,0.002609823,0.002539768,0.002471594,0.002405249,0.002340686,0.002277856,0.002216712,0.002157209,0.002099304,0.002042953,0.001988114,0.001934748,0.001882814,0.001832274,0.001783091,0.001735228,0.00168865,0.001643322,0.001599211,0.001556283,0.001514509,0.001473855,0.001434293,0.001395792,0.001358326,0.001321864,0.001286382,0.001251852,0.001218249,0.001185548,0.001153724,0.001122755,0.001092618,0.001063289,0.001034747,0.001006972,0.000979942,0.000953638,0.000928039,0.000903128,0.000878886,0.000855294,0.000832336,0.000809994,0.000788251,0.000767092,0.000746502,0.000726463,0.000706963,0.000687986,0.000669519,0.000651547,0.000634058
76,0.040955713,0.039856104,0.038786018,0.037744662,0.036731266,0.035745078,0.034785368,0.033851425,0.032942557,0.032058091,0.031197371,0.030359761,0.02954464,0.028751404,0.027979465,0.027228252,0.026497208,0.025785791,0.025093475,0.024419747,0.023764108,0.023126072,0.022505166,0.021900931,0.021312918,0.020740693,0.020183832,0.019641922,0.019114561,0.018601359,0.018101936,0.017615922,0.017142957,0.01668269,0.016234781,0.015798897,0.015374717,0.014961925,0.014560217,0.014169293,0.013788866,0.013418652,0.013058378,0.012707777,0.012366589,0.012034562,0.011711449,0.011397012,0.011091016,0.010793237,0.010503452,0.010221447,0.009947014,0.00967995,0.009420055,0.009167139,0.008921013,0.008681495,0.008448408,0.008221578,0.008000839,0.007786027,0.007576982,0.00737355,0.007175579,0.006982924,0.006795441,0.006612992,0.006435442,0.006262658,0.006094514,0.005930884,0.005771647,0.005616686,0.005465885,0.005319133,0.005176321,0.005037343,0.004902097,0.004770482,0.0046424,0.004517758,0.004396462,0.004278422,0.004163552,0.004051766,0.003942981,0.003837117,0.003734095,0.003633839,0.003536275,0.003441331,0.003348936,0.003259021,0.00317152,0.003086369,0.003003504,0.002922864,0.002844388,0.00276802,0.002693702,0.00262138,0.002550999,0.002482508,0.002415856,0.002350993,0.002287872,0.002226445,0.002166668,0.002108496,0.002051885,0.001996795,0.001943183,0.001891011,0.00184024,0.001790832,0.001742751,0.00169596,0.001650425,0.001606114,0.001562992,0.001521027,0.00148019,0.001440448,0.001401774,0.001364138,0.001327513,0.001291871,0.001257186,0.001223432,0.001190584,0.001158619,0.001127511,0.001097239,0.001067779,0.001039111,0.001011212,0.000984062,0.000957641,0.00093193,0.000906909,0.00088256,0.000858864,0.000835804,0.000813364,0.000791526,0.000770275,0.000749594,0.000729468,0.000709883
77,0.045795033,0.04457389,0.043385308,0.042228421,0.041102383,0.040006371,0.038939585,0.037901245,0.036890592,0.03590689,0.034949418,0.034017477,0.033110387,0.032227485,0.031368126,0.030531682,0.029717542,0.028925111,0.028153811,0.027403078,0.026672364,0.025961135,0.02526887,0.024595065,0.023939228,0.023300878,0.022679551,0.022074791,0.021486158,0.020913221,0.020355561,0.019812772,0.019284456,0.018770228,0.018269712,0.017782543,0.017308364,0.016846829,0.016397602,0.015960353,0.015534763,0.015120523,0.014717328,0.014324884,0.013942905,0.013571112,0.013209233,0.012857003,0.012514166,0.01218047,0.011855673,0.011539537,0.01123183,0.010932329,0.010640814,0.010357072,0.010080896,0.009812085,0.009550442,0.009295775,0.0090479,0.008806634,0.008571801,0.008343231,0.008120755,0.007904212,0.007693443,0.007488294,0.007288615,0.007094261,0.00690509,0.006720963,0.006541746,0.006367307,0.006197521,0.006032261,0.005871408,0.005714845,0.005562456,0.005414131,0.005269761,0.005129241,0.004992467,0.004859341,0.004729765,0.004603644,0.004480886,0.004361401,0.004245102,0.004131905,0.004021726,0.003914485,0.003810104,0.003708506,0.003609617,0.003513365,0.00341968,0.003328492,0.003239737,0.003153348,0.003069263,0.002987419,0.002907759,0.002830222,0.002754753,0.002681296,0.002609799,0.002540207,0.002472472,0.002406542,0.002342371,0.00227991,0.002219116,0.002159942,0.002102346,0.002046286,0.001991721,0.001938611,0.001886917,0.001836602,0.001787628,0.00173996,0.001693564,0.001648404,0.001604449,0.001561665,0.001520023,0.001479491,0.00144004,0.00140164,0.001364265,0.001327886,0.001292478,0.001258013,0.001224468,0.001191817,0.001160037,0.001129104,0.001098996,0.001069691,0.001041167,0.001013404,0.000986381,0.000960079,0.000934478,0.000909559,0.000885306,0.000861699,0.000838721,0.000816356
78,0.050950428,0.049611022,0.048306827,0.047036917,0.045800391,0.044596371,0.043424003,0.042282455,0.041170917,0.040088598,0.039034733,0.038008572,0.037009386,0.036036468,0.035089127,0.034166689,0.033268501,0.032393925,0.03154234,0.030713142,0.029905742,0.029119568,0.02835406,0.027608677,0.026882889,0.02617618,0.02548805,0.02481801,0.024165583,0.023530309,0.022911734,0.022309421,0.021722942,0.02115188,0.020595831,0.020054399,0.0195272,0.019013861,0.018514017,0.018027313,0.017553403,0.017091952,0.016642632,0.016205124,0.015779117,0.015364309,0.014960405,0.01456712,0.014184174,0.013811294,0.013448217,0.013094685,0.012750446,0.012415257,0.01208888,0.011771082,0.011461639,0.011160331,0.010866944,0.010581269,0.010303104,0.010032252,0.00976852,0.009511721,0.009261673,0.009018198,0.008781124,0.008550282,0.008325509,0.008106644,0.007893534,0.007686025,0.007483972,0.00728723,0.00709566,0.006909127,0.006727497,0.006550641,0.006378435,0.006210756,0.006047486,0.005888507,0.005733707,0.005582977,0.00543621,0.0052933,0.005154148,0.005018653,0.004886721,0.004758257,0.00463317,0.004511371,0.004392774,0.004277295,0.004164852,0.004055365,0.003948755,0.003844949,0.003743871,0.003645451,0.003549618,0.003456304,0.003365443,0.003276971,0.003190825,0.003106943,0.003025266,0.002945737,0.002868298,0.002792895,0.002719474,0.002647984,0.002578372,0.002510591,0.002444592,0.002380327,0.002317752,0.002256822,0.002197494,0.002139725,0.002083475,0.002028704,0.001975373,0.001923443,0.001872879,0.001823644,0.001775703,0.001729023,0.001683569,0.001639311,0.001596216,0.001554254,0.001513395,0.001473611,0.001434872,0.001397151,0.001360422,0.001324659,0.001289836,0.001255928,0.001222912,0.001190763,0.00115946,0.00112898,0.001099301,0.001070402,0.001042262,0.001014863,0.000988184,0.000962206
79,0.056404823,0.054954162,0.053540809,0.052163806,0.050822218,0.049515134,0.048241667,0.047000951,0.045792145,0.044614428,0.043467001,0.042349084,0.041259918,0.040198765,0.039164902,0.03815763,0.037176263,0.036220136,0.035288599,0.034381021,0.033496784,0.032635288,0.031795949,0.030978197,0.030181476,0.029405247,0.02864898,0.027912164,0.027194298,0.026494895,0.025813479,0.025149589,0.024502772,0.023872592,0.023258618,0.022660436,0.022077638,0.021509828,0.020956622,0.020417644,0.019892528,0.019380917,0.018882464,0.01839683,0.017923687,0.017462712,0.017013593,0.016576024,0.01614971,0.015734359,0.015329691,0.014935431,0.01455131,0.014177068,0.013812452,0.013457213,0.01311111,0.012773909,0.01244538,0.0121253,0.011813452,0.011509625,0.011213612,0.010925212,0.010644229,0.010370473,0.010103757,0.009843901,0.009590728,0.009344067,0.009103749,0.008869612,0.008641496,0.008419248,0.008202715,0.007991752,0.007786214,0.007585962,0.007390861,0.007200777,0.007015582,0.00683515,0.006659358,0.006488088,0.006321222,0.006158649,0.006000256,0.005845937,0.005695586,0.005549103,0.005406387,0.005267342,0.005131872,0.004999887,0.004871296,0.004746012,0.004623951,0.004505028,0.004389165,0.004276281,0.0041663,0.004059148,0.003954752,0.003853041,0.003753945,0.003657399,0.003563335,0.00347169,0.003382403,0.003295412,0.003210658,0.003128084,0.003047633,0.002969252,0.002892886,0.002818485,0.002745997,0.002675373,0.002606566,0.002539528,0.002474215,0.002410581,0.002348584,0.002288181,0.002229332,0.002171997,0.002116136,0.002061711,0.002008687,0.001957026,0.001906693,0.001857656,0.001809879,0.001763331,0.001717981,0.001673796,0.001630748,0.001588807,0.001547945,0.001508134,0.001469347,0.001431557,0.001394739,0.001358868,0.00132392,0.00128987,0.001256696,0.001224376,0.001192886,0.001162207
80,0.062043509,0.060494611,0.058984381,0.057511853,0.056076086,0.054676163,0.053311188,0.05198029,0.050682617,0.049417341,0.048183651,0.04698076,0.045807899,0.044664318,0.043549287,0.042462091,0.041402038,0.040368448,0.039360661,0.038378034,0.037419937,0.03648576,0.035574903,0.034686786,0.033820841,0.032976513,0.032153264,0.031350567,0.030567909,0.02980479,0.029060723,0.02833523,0.027627849,0.026938128,0.026265626,0.025609912,0.024970568,0.024347185,0.023739365,0.023146718,0.022568867,0.022005442,0.021456082,0.020920438,0.020398165,0.019888931,0.019392409,0.018908284,0.018436244,0.017975988,0.017527223,0.017089661,0.016663023,0.016247035,0.015841433,0.015445956,0.015060352,0.014684375,0.014317784,0.013960344,0.013611828,0.013272013,0.012940681,0.012617621,0.012302625,0.011995494,0.01169603,0.011404042,0.011119343,0.010841752,0.010571091,0.010307187,0.010049871,0.009798979,0.00955435,0.009315829,0.009083262,0.008856501,0.008635401,0.00841982,0.008209622,0.008004671,0.007804837,0.007609991,0.00742001,0.007234772,0.007054158,0.006878053,0.006706344,0.006538922,0.00637568,0.006216513,0.00606132,0.005910001,0.005762459,0.005618601,0.005478334,0.005341569,0.005208219,0.005078197,0.004951421,0.00482781,0.004707285,0.004589769,0.004475187,0.004363465,0.004254533,0.00414832,0.004044758,0.003943782,0.003845326,0.003749329,0.003655728,0.003564464,0.003475478,0.003388714,0.003304116,0.003221629,0.003141202,0.003062783,0.002986322,0.002911769,0.002839077,0.002768201,0.002699093,0.002631711,0.002566011,0.002501952,0.002439491,0.00237859,0.002319209,0.002261311,0.002204858,0.002149814,0.002096145,0.002043815,0.001992792,0.001943042,0.001894535,0.001847238,0.001801123,0.001756158,0.001712316,0.001669569,0.001627888,0.001587249,0.001547623,0.001508987,0.001471316,0.001434585
81,0.067954233,0.066320418,0.064725885,0.063169689,0.061650908,0.060168643,0.058722017,0.057310171,0.05593227,0.054587498,0.053275058,0.051994172,0.050744083,0.04952405,0.04833335,0.047171277,0.046037144,0.044930279,0.043850026,0.042795746,0.041766813,0.040762619,0.039782569,0.038826082,0.037892592,0.036981545,0.036092403,0.035224638,0.034377736,0.033551197,0.03274453,0.031957257,0.031188913,0.030439042,0.0297072,0.028992954,0.02829588,0.027615566,0.026951609,0.026303615,0.0256712,0.025053991,0.024451621,0.023863734,0.023289981,0.022730023,0.022183528,0.021650173,0.02112964,0.020621623,0.02012582,0.019641938,0.019169689,0.018708795,0.018258982,0.017819984,0.01739154,0.016973397,0.016565308,0.016167031,0.015778329,0.015398973,0.015028737,0.014667403,0.014314757,0.013970589,0.013634696,0.013306879,0.012986943,0.0126747,0.012369964,0.012072554,0.011782295,0.011499015,0.011222546,0.010952724,0.010689389,0.010432385,0.010181561,0.009936767,0.009697858,0.009464694,0.009237136,0.009015048,0.008798301,0.008586764,0.008380314,0.008178827,0.007982185,0.00779027,0.00760297,0.007420172,0.00724177,0.007067657,0.00689773,0.006731889,0.006570035,0.006412073,0.006257908,0.00610745,0.005960609,0.005817299,0.005677435,0.005540933,0.005407713,0.005277696,0.005150805,0.005026965,0.004906102,0.004788146,0.004673025,0.004560672,0.00445102,0.004344005,0.004239563,0.004137631,0.004038151,0.003941062,0.003846308,0.003753831,0.003663578,0.003575496,0.00348953,0.003405632,0.003323751,0.003243838,0.003165847,0.003089731,0.003015445,0.002942945,0.002872188,0.002803133,0.002735737,0.002669962,0.002605769,0.002543119,0.002481975,0.002422301,0.002364062,0.002307223,0.002251751,0.002197612,0.002144775,0.002093209,0.002042882,0.001993765,0.001945829,0.001899046,0.001853388,0.001808827
82,0.074100115,0.072397462,0.070733931,0.069108625,0.067520664,0.065969191,0.064453368,0.062972375,0.061525411,0.060111696,0.058730465,0.057380971,0.056062486,0.054774296,0.053515706,0.052286036,0.05108462,0.049910811,0.048763973,0.047643487,0.046548747,0.045479161,0.044434153,0.043413156,0.042415619,0.041441004,0.040488783,0.039558442,0.038649478,0.0377614,0.036893728,0.036045994,0.035217738,0.034408514,0.033617883,0.03284542,0.032090706,0.031353334,0.030632905,0.02992903,0.029241328,0.028569429,0.027912968,0.02727159,0.026644951,0.02603271,0.025434537,0.024850108,0.024279109,0.02372123,0.023176169,0.022643633,0.022123333,0.021614989,0.021118325,0.020633074,0.020158972,0.019695764,0.0192432,0.018801035,0.018369029,0.01794695,0.01753457,0.017131665,0.016738018,0.016353416,0.015977651,0.015610521,0.015251826,0.014901374,0.014558974,0.014224441,0.013897596,0.01357826,0.013266262,0.012961434,0.012663609,0.012372628,0.012088333,0.01181057,0.01153919,0.011274045,0.011014993,0.010761893,0.010514609,0.010273007,0.010036957,0.00980633,0.009581003,0.009360853,0.009145761,0.008935612,0.008730292,0.00852969,0.008333697,0.008142207,0.007955118,0.007772327,0.007593736,0.007419249,0.007248772,0.007082211,0.006919478,0.006760484,0.006605143,0.006453372,0.006305088,0.006160211,0.006018664,0.005880368,0.005745251,0.005613238,0.005484258,0.005358242,0.005235122,0.005114831,0.004997303,0.004882477,0.004770288,0.004660678,0.004553586,0.004448955,0.004346728,0.00424685,0.004149267,0.004053926,0.003960776,0.003869766,0.003780848,0.003693972,0.003609093,0.003526164,0.003445141,0.003365979,0.003288637,0.003213071,0.003139242,0.003067109,0.002996634,0.002927778,0.002860505,0.002794777,0.002730559,0.002667817,0.002606516,0.002546625,0.002488109,0.002430938,0.00237508,0.002320506
83,0.080639795,0.078881855,0.077162239,0.07548011,0.073834651,0.072225063,0.070650564,0.069110389,0.067603789,0.066130033,0.064688405,0.063278205,0.061898746,0.06054936,0.05922939,0.057938195,0.056675148,0.055439636,0.054231057,0.053048826,0.051892366,0.050761118,0.049654531,0.048572067,0.047513201,0.046477418,0.045464215,0.044473099,0.04350359,0.042555216,0.041627517,0.040720041,0.039832349,0.038964007,0.038114596,0.037283702,0.036470921,0.035675858,0.034898128,0.034137352,0.033393162,0.032665194,0.031953096,0.031256522,0.030575133,0.029908598,0.029256593,0.028618803,0.027994916,0.027384629,0.026787647,0.026203679,0.025632442,0.025073657,0.024527054,0.023992366,0.023469335,0.022957706,0.02245723,0.021967665,0.021488772,0.021020319,0.020562078,0.020113827,0.019675348,0.019246427,0.018826857,0.018416433,0.018014957,0.017622233,0.01723807,0.016862281,0.016494685,0.016135103,0.015783359,0.015439284,0.015102709,0.014773471,0.014451411,0.014136372,0.0138282,0.013526747,0.013231865,0.012943412,0.012661247,0.012385233,0.012115236,0.011851125,0.011592772,0.011340051,0.011092839,0.010851016,0.010614465,0.010383071,0.010156721,0.009935305,0.009718716,0.009506849,0.009299601,0.009096871,0.00889856,0.008704572,0.008514813,0.008329191,0.008147616,0.007969999,0.007796253,0.007626296,0.007460043,0.007297415,0.007138332,0.006982717,0.006830495,0.006681591,0.006535933,0.00639345,0.006254073,0.006117735,0.005984369,0.005853911,0.005726296,0.005601463,0.005479352,0.005359903,0.005243057,0.005128759,0.005016953,0.004907584,0.004800599,0.004695946,0.004593575,0.004493436,0.004395479,0.004299658,0.004205926,0.004114237,0.004024547,0.003936813,0.00385099,0.003767039,0.003684918,0.003604587,0.003526008,0.003449141,0.00337395,0.003300398,0.00322845,0.00315807,0.003089225,0.00302188
84,0.087407975,0.085612352,0.083853616,0.08213101,0.080443791,0.078791233,0.077172624,0.075587265,0.074034475,0.072513584,0.071023936,0.06956489,0.068135818,0.066736103,0.065365142,0.064022345,0.062707133,0.061418939,0.060157209,0.058921399,0.057710975,0.056525418,0.055364216,0.054226868,0.053112884,0.052021786,0.050953101,0.049906371,0.048881144,0.047876978,0.04689344,0.045930107,0.044986565,0.044062405,0.04315723,0.042270651,0.041402284,0.040551756,0.039718701,0.038902759,0.038103579,0.037320817,0.036554135,0.035803203,0.035067697,0.034347301,0.033641703,0.032950601,0.032273697,0.031610698,0.030961319,0.03032528,0.029702307,0.029092132,0.028494492,0.027909129,0.027335792,0.026774232,0.026224209,0.025685484,0.025157827,0.02464101,0.024134809,0.023639007,0.023153391,0.02267775,0.022211881,0.021755582,0.021308657,0.020870913,0.020442161,0.020022217,0.019610901,0.019208034,0.018813443,0.018426958,0.018048413,0.017677644,0.017314492,0.0169588,0.016610415,0.016269187,0.015934969,0.015607617,0.015286989,0.014972948,0.014665359,0.014364088,0.014069006,0.013779987,0.013496904,0.013219637,0.012948066,0.012682074,0.012421546,0.01216637,0.011916436,0.011671636,0.011431865,0.011197021,0.010967,0.010741705,0.010521038,0.010304904,0.01009321,0.009885865,0.00968278,0.009483866,0.009289039,0.009098214,0.008911309,0.008728244,0.00854894,0.008373319,0.008201306,0.008032826,0.007867808,0.007706179,0.007547871,0.007392815,0.007240944,0.007092193,0.006946498,0.006803796,0.006664026,0.006527127,0.00639304,0.006261707,0.006133073,0.006007081,0.005883678,0.005762809,0.005644424,0.00552847,0.005414899,0.00530366,0.005194707,0.005087992,0.00498347,0.004881094,0.004780822,0.004682609,0.004586414,0.004492196,0.004399912,0.004309525,0.004220994,0.004134282,0.004049352,0.003966166
