PERF2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
59,0.005411799,0.005333351,0.005256041,0.005179851,0.005104766,0.005030769,0.004957845,0.004885978,0.004815152,0.004745353,0.004676566,0.004608777,0.004541969,0.004476131,0.004411246,0.004347302,0.004284285,0.004222182,0.004160979,0.004100662,0.004041221,0.003982641,0.00392491,0.003868015,0.003811946,0.003756689,0.003702234,0.003648568,0.003595679,0.003543557,0.003492191,0.00344157,0.003391682,0.003342517,0.003294065,0.003246316,0.003199258,0.003152883,0.00310718,0.003062139,0.003017752,0.002974007,0.002930897,0.002888412,0.002846542,0.00280528,0.002764616,0.002724541,0.002685047,0.002646125,0.002607768,0.002569967,0.002532713,0.002496,0.002459819,0.002424162,0.002389022,0.002354392,0.002320264,0.00228663,0.002253484,0.002220818,0.002188626,0.0021569,0.002125634,0.002094822,0.002064456,0.002034531,0.002005039,0.001975974,0.001947331,0.001919104,0.001891285,0.001863869,0.001836851,0.001810225,0.001783985,0.001758125,0.00173264,0.001707524,0.001682772,0.001658379,0.00163434,0.001610649,0.001587302,0.001564293,0.001541617,0.001519271,0.001497248,0.001475544,0.001454155,0.001433076,0.001412303,0.001391831,0.001371655,0.001351772,0.001332177,0.001312867,0.001293836,0.001275081,0.001256598,0.001238382,0.001220431,0.00120274,0.001185306,0.001168124,0.001151191,0.001134504,0.001118059,0.001101852,0.00108588,0.001070139,0.001054627,0.001039339,0.001024273,0.001009426,0.000994794,0.000980373,0.000966162,0.000952157,0.000938355,0.000924753,0.000911348,0.000898137,0.000885118,0.000872288,0.000859644,0.000847183,0.000834902,0.0008228,0.000810873,0.000799118,0.000787535,0.000776119,0.000764869,0.000753781,0.000742855,0.000732087,0.000721474,0.000711016,0.00070071,0.000690552,0.000680542,0.000670677,0.000660956,0.000651375,0.000641932,0.000632627,0.000623457,0.000614419
60,0.005567191,0.005482848,0.005399783,0.005317976,0.005237408,0.005158061,0.005079916,0.005002955,0.00492716,0.004852514,0.004778998,0.004706596,0.004635291,0.004565066,0.004495905,0.004427792,0.004360711,0.004294646,0.004229581,0.004165503,0.004102396,0.004040244,0.003979034,0.003918752,0.003859382,0.003800913,0.003743329,0.003686617,0.003630765,0.003575758,0.003521585,0.003468233,0.003415689,0.003363942,0.003312978,0.003262786,0.003213355,0.003164672,0.003116727,0.003069509,0.003023005,0.002977207,0.002932102,0.002887681,0.002843932,0.002800846,0.002758413,0.002716623,0.002675466,0.002634933,0.002595014,0.002555699,0.00251698,0.002478848,0.002441293,0.002404307,0.002367882,0.002332008,0.002296678,0.002261884,0.002227616,0.002193868,0.00216063,0.002127897,0.002095659,0.00206391,0.002032641,0.002001847,0.001971519,0.00194165,0.001912234,0.001883264,0.001854732,0.001826633,0.001798959,0.001771705,0.001744863,0.001718429,0.001692394,0.001666755,0.001641503,0.001616634,0.001592142,0.001568021,0.001544266,0.00152087,0.001497829,0.001475137,0.001452788,0.001430778,0.001409102,0.001387754,0.001366729,0.001346023,0.001325631,0.001305548,0.001285769,0.001266289,0.001247105,0.001228211,0.001209604,0.001191278,0.00117323,0.001155456,0.001137951,0.001120711,0.001103732,0.00108701,0.001070542,0.001054323,0.00103835,0.001022619,0.001007126,0.000991868,0.000976842,0.000962042,0.000947467,0.000933113,0.000918976,0.000905054,0.000891342,0.000877838,0.000864539,0.000851441,0.000838542,0.000825838,0.000813327,0.000801005,0.000788869,0.000776918,0.000765148,0.000753556,0.000742139,0.000730896,0.000719823,0.000708917,0.000698177,0.0006876,0.000677183,0.000666923,0.000656819,0.000646868,0.000637068,0.000627417,0.000617911,0.00060855,0.00059933,0.000590251,0.000581308,0.000572501
61,0.006812502,0.006704395,0.006598003,0.006493299,0.006390257,0.006288851,0.006189053,0.006090839,0.005994184,0.005899062,0.00580545,0.005713323,0.005622659,0.005533433,0.005445623,0.005359207,0.005274161,0.005190466,0.005108099,0.005027038,0.004947264,0.004868756,0.004791494,0.004715458,0.004640628,0.004566986,0.004494513,0.00442319,0.004352998,0.004283921,0.004215939,0.004149037,0.004083196,0.004018399,0.003954632,0.003891876,0.003830116,0.003769335,0.00370952,0.003650654,0.003592722,0.003535709,0.003479601,0.003424383,0.003370042,0.003316562,0.003263932,0.003212137,0.003161163,0.003110999,0.003061631,0.003013046,0.002965232,0.002918176,0.002871868,0.002826294,0.002781444,0.002737305,0.002693867,0.002651118,0.002609048,0.002567645,0.002526899,0.0024868,0.002447337,0.0024085,0.002370279,0.002332666,0.002295648,0.002259219,0.002223367,0.002188085,0.002153362,0.002119191,0.002085561,0.002052465,0.002019895,0.001987841,0.001956296,0.001925252,0.0018947,0.001864633,0.001835043,0.001805923,0.001777265,0.001749061,0.001721306,0.00169399,0.001667108,0.001640653,0.001614618,0.001588995,0.00156378,0.001538964,0.001514542,0.001490508,0.001466855,0.001443578,0.00142067,0.001398125,0.001375938,0.001354103,0.001332615,0.001311468,0.001290656,0.001270175,0.001250019,0.001230182,0.00121066,0.001191448,0.001172541,0.001153934,0.001135622,0.001117601,0.001099866,0.001082412,0.001065236,0.001048331,0.001031695,0.001015323,0.000999211,0.000983355,0.00096775,0.000952393,0.000937279,0.000922406,0.000907768,0.000893363,0.000879186,0.000865234,0.000851504,0.000837991,0.000824693,0.000811606,0.000798727,0.000786052,0.000773578,0.000761302,0.000749221,0.000737332,0.000725631,0.000714116,0.000702784,0.000691631,0.000680656,0.000669854,0.000659225,0.000648763,0.000638468,0.000628336
62,0.008151013,0.008015318,0.007881882,0.007750667,0.007621636,0.007494753,0.007369983,0.00724729,0.00712664,0.007007998,0.006891331,0.006776606,0.006663791,0.006552855,0.006443765,0.006336491,0.006231003,0.006127272,0.006025267,0.00592496,0.005826323,0.005729329,0.005633949,0.005540156,0.005447926,0.00535723,0.005268045,0.005180344,0.005094104,0.005009299,0.004925905,0.004843901,0.004763261,0.004683964,0.004605987,0.004529308,0.004453905,0.004379758,0.004306845,0.004235146,0.004164641,0.004095309,0.004027132,0.00396009,0.003894163,0.003829335,0.003765585,0.003702897,0.003641252,0.003580634,0.003521025,0.003462408,0.003404767,0.003348085,0.003292347,0.003237537,0.00318364,0.00313064,0.003078522,0.003027272,0.002976875,0.002927317,0.002878584,0.002830662,0.002783538,0.002737198,0.00269163,0.002646821,0.002602758,0.002559428,0.002516819,0.00247492,0.002433718,0.002393203,0.002353361,0.002314183,0.002275658,0.002237773,0.00220052,0.002163886,0.002127862,0.002092438,0.002057604,0.00202335,0.001989666,0.001956542,0.001923971,0.001891941,0.001860445,0.001829472,0.001799016,0.001769067,0.001739616,0.001710655,0.001682177,0.001654172,0.001626634,0.001599555,0.001572926,0.00154674,0.001520991,0.00149567,0.00147077,0.001446285,0.001422208,0.001398532,0.001375249,0.001352355,0.001329841,0.001307702,0.001285932,0.001264524,0.001243473,0.001222772,0.001202416,0.001182398,0.001162714,0.001143357,0.001124323,0.001105606,0.0010872,0.001069101,0.001051303,0.001033801,0.001016591,0.000999667,0.000983025,0.00096666,0.000950567,0.000934742,0.000919181,0.000903879,0.000888831,0.000874034,0.000859484,0.000845175,0.000831105,0.000817269,0.000803663,0.000790284,0.000777128,0.00076419,0.000751468,0.000738958,0.000726656,0.000714559,0.000702663,0.000690966,0.000679463,0.000668151
63,0.009501221,0.009335067,0.009171818,0.009011424,0.008853836,0.008699003,0.008546877,0.008397412,0.008250561,0.008106278,0.007964518,0.007825237,0.007688392,0.007553939,0.007421839,0.007292048,0.007164527,0.007039236,0.006916136,0.006795189,0.006676357,0.006559603,0.006444891,0.006332184,0.006221449,0.00611265,0.006005754,0.005900728,0.005797538,0.005696152,0.00559654,0.005498669,0.00540251,0.005308033,0.005215208,0.005124006,0.005034399,0.004946359,0.004859859,0.004774871,0.004691369,0.004609328,0.004528722,0.004449525,0.004371713,0.004295262,0.004220148,0.004146347,0.004073837,0.004002595,0.003932599,0.003863827,0.003796258,0.00372987,0.003664643,0.003600557,0.003537592,0.003475728,0.003414945,0.003355226,0.003296551,0.003238902,0.003182261,0.00312661,0.003071933,0.003018212,0.002965431,0.002913572,0.002862621,0.00281256,0.002763375,0.00271505,0.00266757,0.00262092,0.002575086,0.002530054,0.002485809,0.002442338,0.002399628,0.002357664,0.002316434,0.002275925,0.002236124,0.002197019,0.002158598,0.00212085,0.002083761,0.002047321,0.002011518,0.001976341,0.001941779,0.001907822,0.001874459,0.001841679,0.001809472,0.001777829,0.001746739,0.001716192,0.00168618,0.001656693,0.001627721,0.001599256,0.001571289,0.00154381,0.001516813,0.001490287,0.001464226,0.00143862,0.001413462,0.001388743,0.001364457,0.001340596,0.001317152,0.001294118,0.001271487,0.001249252,0.001227405,0.001205941,0.001184852,0.001164132,0.001143774,0.001123772,0.001104119,0.001084811,0.00106584,0.001047201,0.001028888,0.001010895,0.000993217,0.000975848,0.000958783,0.000942016,0.000925542,0.000909356,0.000893454,0.000877829,0.000862478,0.000847395,0.000832577,0.000818017,0.000803711,0.000789656,0.000775847,0.000762279,0.000748949,0.000735852,0.000722983,0.00071034,0.000697918,0.000685713
64,0.010781817,0.010583531,0.010388891,0.010197831,0.010010284,0.009826187,0.009645475,0.009468087,0.009293961,0.009123037,0.008955257,0.008790563,0.008628897,0.008470204,0.00831443,0.008161521,0.008011424,0.007864087,0.00771946,0.007577493,0.007438137,0.007301343,0.007167065,0.007035257,0.006905873,0.006778868,0.006654199,0.006531823,0.006411697,0.006293781,0.006178033,0.006064414,0.005952884,0.005843406,0.005735941,0.005630452,0.005526903,0.005425259,0.005325484,0.005227544,0.005131405,0.005037034,0.004944399,0.004853468,0.004764208,0.004676591,0.004590584,0.00450616,0.004423288,0.00434194,0.004262088,0.004183705,0.004106763,0.004031236,0.003957098,0.003884324,0.003812888,0.003742766,0.003673933,0.003606367,0.003540043,0.003474938,0.003411031,0.0033483,0.003286722,0.003226276,0.003166942,0.003108699,0.003051528,0.002995408,0.00294032,0.002886245,0.002833164,0.00278106,0.002729914,0.002679709,0.002630427,0.002582051,0.002534565,0.002487952,0.002442197,0.002397283,0.002353195,0.002309918,0.002267436,0.002225736,0.002184803,0.002144623,0.002105181,0.002066465,0.002028461,0.001991156,0.001954537,0.001918592,0.001883307,0.001848672,0.001814673,0.0017813,0.00174854,0.001716383,0.001684817,0.001653832,0.001623417,0.001593561,0.001564254,0.001535486,0.001507247,0.001479528,0.001452318,0.001425609,0.00139939,0.001373655,0.001348392,0.001323594,0.001299252,0.001275358,0.001251903,0.001228879,0.001206279,0.001184095,0.001162318,0.001140942,0.001119959,0.001099362,0.001079144,0.001059298,0.001039816,0.001020693,0.001001922,0.000983496,0.000965408,0.000947654,0.000930226,0.000913118,0.000896325,0.000879841,0.00086366,0.000847776,0.000832185,0.000816881,0.000801857,0.000787111,0.000772635,0.000758426,0.000744478,0.000730786,0.000717346,0.000704154,0.000691204,0.000678492
65,0.012012065,0.01177959,0.011551614,0.01132805,0.011108814,0.01089382,0.010682987,0.010476234,0.010273483,0.010074655,0.009879676,0.00968847,0.009500965,0.009317088,0.00913677,0.008959942,0.008786537,0.008616487,0.008449728,0.008286197,0.00812583,0.007968567,0.007814348,0.007663113,0.007514806,0.007369368,0.007226745,0.007086883,0.006949727,0.006815226,0.006683328,0.006553983,0.00642714,0.006302753,0.006180773,0.006061154,0.005943849,0.005828815,0.005716008,0.005605383,0.0054969,0.005390516,0.005286191,0.005183885,0.005083559,0.004985174,0.004888694,0.004794081,0.004701299,0.004610312,0.004521087,0.004433588,0.004347783,0.004263638,0.004181122,0.004100203,0.00402085,0.003943033,0.003866721,0.003791887,0.003718501,0.003646535,0.003575962,0.003506755,0.003438887,0.003372333,0.003307066,0.003243063,0.003180299,0.003118749,0.00305839,0.0029992,0.002941155,0.002884234,0.002828414,0.002773674,0.002719994,0.002667353,0.00261573,0.002565107,0.002515463,0.00246678,0.00241904,0.002372223,0.002326312,0.00228129,0.002237139,0.002193843,0.002151384,0.002109748,0.002068917,0.002028876,0.00198961,0.001951104,0.001913344,0.001876314,0.001840001,0.00180439,0.001769469,0.001735224,0.001701641,0.001668709,0.001636413,0.001604743,0.001573686,0.00154323,0.001513363,0.001484074,0.001455352,0.001427186,0.001399565,0.001372479,0.001345916,0.001319868,0.001294324,0.001269275,0.00124471,0.00122062,0.001196997,0.001173831,0.001151113,0.001128835,0.001106989,0.001085564,0.001064555,0.001043952,0.001023748,0.001003935,0.000984505,0.000965452,0.000946767,0.000928444,0.000910475,0.000892854,0.000875575,0.000858629,0.000842012,0.000825716,0.000809735,0.000794064,0.000778696,0.000763626,0.000748847,0.000734354,0.000720142,0.000706205,0.000692537,0.000679134,0.000665991,0.000653102
66,0.013302041,0.013031178,0.01276583,0.012505886,0.012251234,0.012001768,0.011757382,0.011517972,0.011283437,0.011053677,0.010828596,0.010608099,0.010392091,0.010180482,0.009973181,0.009770102,0.009571158,0.009376265,0.00918534,0.008998304,0.008815075,0.008635578,0.008459736,0.008287474,0.00811872,0.007953402,0.007791451,0.007632797,0.007477374,0.007325116,0.007175958,0.007029837,0.006886692,0.006746462,0.006609087,0.006474509,0.006342671,0.006213518,0.006086996,0.005963049,0.005841626,0.005722676,0.005606148,0.005491992,0.005380161,0.005270608,0.005163285,0.005058147,0.00495515,0.004854251,0.004755406,0.004658574,0.004563714,0.004470785,0.004379748,0.004290566,0.004203199,0.004117611,0.004033766,0.003951628,0.003871163,0.003792337,0.003715115,0.003639466,0.003565357,0.003492757,0.003421636,0.003351963,0.003283708,0.003216844,0.003151341,0.003087171,0.003024309,0.002962726,0.002902398,0.002843297,0.002785401,0.002728683,0.00267312,0.002618688,0.002565365,0.002513128,0.002461954,0.002411823,0.002362712,0.002314601,0.00226747,0.002221298,0.002176067,0.002131757,0.002088349,0.002045825,0.002004167,0.001963357,0.001923378,0.001884213,0.001845846,0.00180826,0.001771439,0.001735368,0.001700031,0.001665414,0.001631502,0.001598281,0.001565736,0.001533853,0.00150262,0.001472023,0.001442049,0.001412685,0.001383919,0.001355739,0.001328133,0.001301089,0.001274595,0.001248641,0.001223216,0.001198308,0.001173908,0.001150004,0.001126587,0.001103647,0.001081174,0.001059158,0.001037591,0.001016463,0.000995765,0.000975489,0.000955626,0.000936167,0.000917104,0.000898429,0.000880135,0.000862213,0.000844656,0.000827457,0.000810608,0.000794102,0.000777932,0.000762091,0.000746573,0.000731371,0.000716479,0.000701889,0.000687597,0.000673596,0.00065988,0.000646443,0.00063328,0.000620384
67,0.014806875,0.014490084,0.01418007,0.01387669,0.0135798,0.013289261,0.013004939,0.0127267,0.012454414,0.012187953,0.011927194,0.011672013,0.011422291,0.011177913,0.010938763,0.010704729,0.010475703,0.010251577,0.010032245,0.009817607,0.00960756,0.009402008,0.009200853,0.009004002,0.008811362,0.008622844,0.008438359,0.008257822,0.008081147,0.007908252,0.007739056,0.007573479,0.007411446,0.007252879,0.007097704,0.00694585,0.006797244,0.006651818,0.006509503,0.006370233,0.006233943,0.006100568,0.005970047,0.005842319,0.005717323,0.005595002,0.005475297,0.005358154,0.005243517,0.005131333,0.005021548,0.004914113,0.004808976,0.004706089,0.004605403,0.004506871,0.004410447,0.004316086,0.004223744,0.004133377,0.004044944,0.003958403,0.003873713,0.003790836,0.003709731,0.003630362,0.003552691,0.003476681,0.003402298,0.003329507,0.003258272,0.003188562,0.003120343,0.003053584,0.002988253,0.002924319,0.002861754,0.002800527,0.00274061,0.002681975,0.002624594,0.002568442,0.00251349,0.002459714,0.002407089,0.00235559,0.002305192,0.002255873,0.002207609,0.002160377,0.002114156,0.002068924,0.00202466,0.001981342,0.001938952,0.001897468,0.001856872,0.001817144,0.001778267,0.001740221,0.001702989,0.001666554,0.001630898,0.001596005,0.001561859,0.001528443,0.001495742,0.001463741,0.001432425,0.001401778,0.001371787,0.001342438,0.001313717,0.00128561,0.001258104,0.001231187,0.001204846,0.001179069,0.001153843,0.001129156,0.001104998,0.001081357,0.001058221,0.001035581,0.001013425,0.000991743,0.000970524,0.00094976,0.00092944,0.000909555,0.000890095,0.000871052,0.000852416,0.000834178,0.000816331,0.000798866,0.000781774,0.000765048,0.00074868,0.000732662,0.000716987,0.000701647,0.000686636,0.000671945,0.000657569,0.0006435,0.000629733,0.00061626,0.000603075,0.000590172
68,0.016551273,0.016180205,0.015817455,0.015462838,0.015116171,0.014777277,0.01444598,0.01412211,0.013805502,0.013495991,0.01319342,0.012897632,0.012608476,0.012325802,0.012049466,0.011779324,0.01151524,0.011257076,0.011004699,0.010757981,0.010516794,0.010281015,0.010050521,0.009825195,0.00960492,0.009389584,0.009179076,0.008973287,0.008772112,0.008575447,0.008383191,0.008195245,0.008011513,0.0078319,0.007656314,0.007484665,0.007316863,0.007152824,0.006992462,0.006835696,0.006682444,0.006532628,0.006386171,0.006242997,0.006103033,0.005966207,0.005832449,0.005701689,0.005573861,0.005448899,0.005326738,0.005207316,0.005090571,0.004976444,0.004864875,0.004755808,0.004649186,0.004544954,0.004443059,0.004343449,0.004246072,0.004150877,0.004057817,0.003966844,0.00387791,0.00379097,0.003705979,0.003622893,0.00354167,0.003462268,0.003384646,0.003308765,0.003234584,0.003162067,0.003091176,0.003021874,0.002954125,0.002887896,0.002823151,0.002759858,0.002697983,0.002637496,0.002578365,0.00252056,0.002464051,0.002408808,0.002354805,0.002302011,0.002250402,0.002199949,0.002150628,0.002102412,0.002055277,0.002009199,0.001964155,0.001920119,0.001877072,0.001834989,0.00179385,0.001753633,0.001714317,0.001675884,0.001638311,0.001601581,0.001565675,0.001530574,0.001496259,0.001462714,0.001429921,0.001397863,0.001366524,0.001335887,0.001305938,0.001276659,0.001248037,0.001220057,0.001192704,0.001165965,0.001139825,0.00111427,0.001089289,0.001064868,0.001040994,0.001017656,0.000994841,0.000972537,0.000950733,0.000929419,0.000908582,0.000888212,0.000868299,0.000848832,0.000829802,0.000811198,0.000793012,0.000775233,0.000757853,0.000740862,0.000724252,0.000708015,0.000692142,0.000676625,0.000661455,0.000646626,0.000632129,0.000617957,0.000604103,0.000590559,0.000577319,0.000564376
69,0.01856184,0.018127473,0.017703271,0.017288995,0.016884414,0.016489301,0.016103434,0.015726596,0.015358577,0.01499917,0.014648173,0.01430539,0.013970629,0.013643701,0.013324424,0.013012618,0.012708109,0.012410726,0.012120301,0.011836673,0.011559682,0.011289173,0.011024995,0.010766998,0.010515039,0.010268976,0.010028671,0.009793989,0.009564799,0.009340973,0.009122384,0.00890891,0.008700432,0.008496833,0.008297998,0.008103816,0.007914178,0.007728978,0.007548111,0.007371477,0.007198977,0.007030513,0.006865992,0.00670532,0.006548408,0.006395169,0.006245515,0.006099363,0.005956631,0.00581724,0.00568111,0.005548166,0.005418333,0.005291538,0.005167711,0.005046781,0.004928681,0.004813344,0.004700707,0.004590705,0.004483278,0.004378364,0.004275906,0.004175845,0.004078126,0.003982693,0.003889494,0.003798476,0.003709587,0.003622779,0.003538002,0.003455209,0.003374353,0.00329539,0.003218274,0.003142963,0.003069415,0.002997587,0.00292744,0.002858935,0.002792033,0.002726696,0.002662889,0.002600574,0.002539718,0.002480286,0.002422245,0.002365561,0.002310205,0.002256143,0.002203347,0.002151787,0.002101433,0.002052257,0.002004232,0.001957331,0.001911527,0.001866795,0.00182311,0.001780447,0.001738783,0.001698094,0.001658356,0.001619549,0.00158165,0.001544638,0.001508491,0.001473191,0.001438717,0.001405049,0.00137217,0.001340059,0.001308701,0.001278076,0.001248167,0.001218959,0.001190434,0.001162577,0.001135371,0.001108802,0.001082855,0.001057515,0.001032768,0.0010086,0.000984998,0.000961948,0.000939437,0.000917453,0.000895984,0.000875017,0.000854541,0.000834543,0.000815014,0.000795942,0.000777316,0.000759126,0.000741362,0.000724013,0.00070707,0.000690524,0.000674365,0.000658584,0.000643173,0.000628122,0.000613423,0.000599068,0.000585049,0.000571359,0.000557988,0.000544931
70,0.020773229,0.020268313,0.01977567,0.019295001,0.018826016,0.018368429,0.017921965,0.017486352,0.017061328,0.016646634,0.01624202,0.01584724,0.015462056,0.015086234,0.014719547,0.014361773,0.014012695,0.013672101,0.013339786,0.013015548,0.012699191,0.012390524,0.012089359,0.011795514,0.011508812,0.011229078,0.010956143,0.010689842,0.010430014,0.010176502,0.009929151,0.009687812,0.00945234,0.00922259,0.008998425,0.008779709,0.008566309,0.008358096,0.008154943,0.007956728,0.007763332,0.007574636,0.007390526,0.007210891,0.007035623,0.006864615,0.006697763,0.006534966,0.006376127,0.006221149,0.006069937,0.005922401,0.00577845,0.005637999,0.005500961,0.005367255,0.005236798,0.005109512,0.00498532,0.004864146,0.004745918,0.004630563,0.004518012,0.004408197,0.004301051,0.00419651,0.004094509,0.003994988,0.003897885,0.003803143,0.003710703,0.003620511,0.00353251,0.003446649,0.003362874,0.003281136,0.003201385,0.003123572,0.00304765,0.002973573,0.002901298,0.002830778,0.002761973,0.002694841,0.00262934,0.002565431,0.002503075,0.002442235,0.002382874,0.002324956,0.002268445,0.002213308,0.002159512,0.002107022,0.002055809,0.00200584,0.001957086,0.001909517,0.001863104,0.001817819,0.001773635,0.001730525,0.001688463,0.001647423,0.001607381,0.001568312,0.001530192,0.001492999,0.00145671,0.001421303,0.001386757,0.00135305,0.001320163,0.001288075,0.001256767,0.00122622,0.001196415,0.001167335,0.001138962,0.001111278,0.001084267,0.001057913,0.001032199,0.001007111,0.000982632,0.000958748,0.000935445,0.000912708,0.000890523,0.000868878,0.000847759,0.000827153,0.000807049,0.000787432,0.000768293,0.000749619,0.000731399,0.000713621,0.000696276,0.000679352,0.00066284,0.000646729,0.000631009,0.000615672,0.000600707,0.000586106,0.000571861,0.000557961,0.000544399,0.000531167
71,0.02318363,0.02260161,0.022034201,0.021481038,0.020941761,0.020416022,0.019903483,0.01940381,0.018916682,0.018441783,0.017978806,0.017527452,0.017087429,0.016658453,0.016240246,0.015832538,0.015435066,0.015047572,0.014669806,0.014301523,0.013942487,0.013592464,0.013251228,0.012918559,0.012594241,0.012278066,0.011969827,0.011669327,0.011376372,0.01109077,0.010812339,0.010540897,0.010276271,0.010018287,0.00976678,0.009521587,0.00928255,0.009049514,0.008822327,0.008600845,0.008384923,0.008174421,0.007969204,0.007769139,0.007574096,0.00738395,0.007198578,0.007017859,0.006841677,0.006669918,0.006502472,0.006339228,0.006180083,0.006024934,0.005873679,0.005726222,0.005582466,0.00544232,0.005305691,0.005172493,0.005042639,0.004916045,0.004792628,0.00467231,0.004555013,0.00444066,0.004329179,0.004220496,0.004114541,0.004011246,0.003910545,0.003812371,0.003716663,0.003623357,0.003532393,0.003443713,0.00335726,0.003272976,0.003190809,0.003110704,0.003032611,0.002956478,0.002882256,0.002809898,0.002739356,0.002670585,0.00260354,0.002538179,0.002474459,0.002412338,0.002351777,0.002292736,0.002235177,0.002179064,0.002124359,0.002071027,0.002019034,0.001968347,0.001918932,0.001870758,0.001823793,0.001778007,0.00173337,0.001689854,0.001647431,0.001606073,0.001565753,0.001526445,0.001488124,0.001450765,0.001414343,0.001378837,0.001344221,0.001310475,0.001277576,0.001245502,0.001214234,0.001183751,0.001154034,0.001125062,0.001096817,0.001069282,0.001042438,0.001016268,0.000990755,0.000965882,0.000941634,0.000917994,0.000894948,0.000872481,0.000850577,0.000829224,0.000808406,0.000788111,0.000768326,0.000749037,0.000730233,0.0007119,0.000694028,0.000676605,0.000659619,0.000643059,0.000626915,0.000611177,0.000595833,0.000580875,0.000566292,0.000552076,0.000538216,0.000524704
72,0.025940319,0.025271742,0.024620396,0.023985838,0.023367635,0.022765365,0.022178618,0.021606993,0.021050102,0.020507563,0.019979008,0.019464076,0.018962415,0.018473684,0.017997549,0.017533686,0.017081779,0.016641518,0.016212605,0.015794747,0.015387658,0.014991062,0.014604687,0.01422827,0.013861556,0.013504292,0.013156237,0.012817153,0.012486807,0.012164977,0.01185144,0.011545985,0.011248403,0.01095849,0.010676049,0.010400888,0.010132819,0.009871659,0.00961723,0.009369359,0.009127876,0.008892617,0.008663422,0.008440134,0.0082226,0.008010674,0.007804209,0.007603066,0.007407107,0.007216199,0.007030211,0.006849016,0.006672492,0.006500517,0.006332975,0.006169751,0.006010734,0.005855815,0.005704889,0.005557853,0.005414607,0.005275053,0.005139095,0.005006642,0.004877602,0.004751889,0.004629415,0.004510098,0.004393856,0.00428061,0.004170283,0.0040628,0.003958087,0.003856072,0.003756687,0.003659863,0.003565535,0.003473638,0.00338411,0.003296889,0.003211916,0.003129133,0.003048484,0.002969913,0.002893368,0.002818795,0.002746144,0.002675366,0.002606412,0.002539235,0.00247379,0.002410031,0.002347916,0.002287401,0.002228447,0.002171011,0.002115056,0.002060544,0.002007436,0.001955697,0.001905291,0.001856185,0.001808344,0.001761737,0.00171633,0.001672094,0.001628998,0.001587013,0.00154611,0.001506261,0.001467439,0.001429617,0.001392771,0.001356874,0.001321903,0.001287832,0.00125464,0.001222303,0.0011908,0.001160109,0.001130209,0.001101079,0.0010727,0.001045053,0.001018118,0.000991877,0.000966313,0.000941407,0.000917144,0.000893506,0.000870477,0.000848041,0.000826184,0.00080489,0.000784145,0.000763935,0.000744246,0.000725064,0.000706376,0.00068817,0.000670434,0.000653154,0.00063632,0.00061992,0.000603942,0.000588376,0.000573212,0.000558438,0.000544045,0.000530023
73,0.029088299,0.028323424,0.027578662,0.026853483,0.026147372,0.025459829,0.024790364,0.024138503,0.023503783,0.022885752,0.022283973,0.021698017,0.021127469,0.020571924,0.020030987,0.019504273,0.018991409,0.018492032,0.018005785,0.017532324,0.017071313,0.016622424,0.016185338,0.015759746,0.015345344,0.014941839,0.014548945,0.014166381,0.013793877,0.013431168,0.013077996,0.012734111,0.012399269,0.012073231,0.011755766,0.011446649,0.01114566,0.010852585,0.010567217,0.010289353,0.010018795,0.009755352,0.009498835,0.009249064,0.009005861,0.008769052,0.00853847,0.008313952,0.008095337,0.007882471,0.007675202,0.007473383,0.007276871,0.007085526,0.006899212,0.006717798,0.006541154,0.006369155,0.006201678,0.006038606,0.005879821,0.005725211,0.005574667,0.005428082,0.005285351,0.005146373,0.005011049,0.004879284,0.004750984,0.004626057,0.004504415,0.004385972,0.004270643,0.004158346,0.004049003,0.003942535,0.003838866,0.003737923,0.003639635,0.003543931,0.003450743,0.003360006,0.003271655,0.003185627,0.003101861,0.003020298,0.00294088,0.002863549,0.002788253,0.002714936,0.002643547,0.002574035,0.002506351,0.002440446,0.002376275,0.002313791,0.00225295,0.002193709,0.002136025,0.002079859,0.002025169,0.001971917,0.001920066,0.001869578,0.001820417,0.00177255,0.001725941,0.001680557,0.001636367,0.001593339,0.001551442,0.001510647,0.001470925,0.001432247,0.001394586,0.001357915,0.001322209,0.001287442,0.001253588,0.001220625,0.001188529,0.001157277,0.001126846,0.001097216,0.001068365,0.001040272,0.001012918,0.000986284,0.000960349,0.000935097,0.000910509,0.000886567,0.000863255,0.000840556,0.000818453,0.000796932,0.000775977,0.000755573,0.000735705,0.000716359,0.000697523,0.000679182,0.000661322,0.000643933,0.000627001,0.000610514,0.000594461,0.000578829,0.000563609,0.000548789
